,importance
log1p_AST_per_min,1351
AST_per_gp,1101
Min,964
DREB_share,955
FTM_per_min,896
FT%,882
STL_per_gp,840
PTS_per_gp,805
3P%,747
PF_per_min,729
+/-,702
DREB_per_min,691
OREB_per_min,678
TS%_calc,670
FP,668
3PA_per_min,666
BLK_per_gp,655
Age,645
TOV_per_min,604
REB_per_gp,596
PTS,595
FG%,590
3PM_per_gp,579
PTS_per_min,568
TOV_per_gp,554
GP,543
FTM_per_gp,526
FGA_per_min,521
W,490
AST,449
REB,438
log1p_PF,372
log1p_DREB,323
FTA,285
log1p_3PM,283
TOV,264
OREB,237
DD2,190
STL,174
BLK,174
