src,dst,rel
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:127,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3614,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:128,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:325,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:128,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2750,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:128,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3559,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:129,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:178,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:129,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2751,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:129,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3640,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:130,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:177,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:130,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2752,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:130,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3559,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:131,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:181,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:131,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2753,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:131,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3641,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:132,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:176,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:132,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2754,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:132,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3589,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:133,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:182,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:133,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2755,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:133,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3641,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:134,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:325,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:134,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2756,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:134,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3642,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:135,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:324,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:135,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2757,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:135,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3338,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:136,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:167,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:136,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2758,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:136,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3414,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:137,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:172,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:137,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2759,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:137,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3446,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:138,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:181,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:138,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2760,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:138,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3325,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:139,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:179,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:139,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2761,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:139,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3325,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:140,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:184,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:140,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2762,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:140,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3325,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:141,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:322,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:141,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2763,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:141,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3644,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:142,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:485,UNDRAFTED
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:142,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2764,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:142,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3645,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:143,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:184,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:143,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2765,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:143,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3647,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:144,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:170,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:144,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2766,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:144,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3648,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:145,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:321,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:145,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2767,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:145,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3649,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:146,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:182,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:146,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2768,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:146,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3442,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:147,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:171,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:147,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2769,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:147,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3325,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:148,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:324,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:148,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2770,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:148,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3487,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:149,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:166,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:149,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2771,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:149,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3325,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:150,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:319,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:150,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2772,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:150,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3370,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:151,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:325,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:151,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2773,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:151,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3503,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:152,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:173,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:152,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2774,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:152,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3652,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:153,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:323,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:153,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2775,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:153,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3388,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:154,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:173,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:154,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2776,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:154,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3382,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:155,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:180,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:155,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2777,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:155,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3325,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:156,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:321,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:156,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2778,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:156,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3596,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:157,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:180,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:157,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2779,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:157,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3357,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:158,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:322,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:158,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2780,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:158,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3438,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:159,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:164,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:159,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2781,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:159,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3559,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:160,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:168,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:160,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2782,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:160,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3637,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:161,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:326,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:161,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2783,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:161,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3370,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:162,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:169,DRAFTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:162,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2784,IN_SEASON
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:162,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3661,REPRESENTED_BY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:163,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:191,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:163,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:192,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:163,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:193,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:163,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:194,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:163,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:195,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:164,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:197,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:164,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:198,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:164,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:199,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:164,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:200,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:164,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:201,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:165,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:203,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:165,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:204,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:165,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:205,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:165,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:206,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:165,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:207,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:166,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:209,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:166,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:210,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:166,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:211,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:166,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:212,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:166,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:213,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:167,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:215,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:167,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:216,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:167,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:217,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:167,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:218,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:167,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:219,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:168,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:221,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:168,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:222,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:168,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:223,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:168,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:224,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:168,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:225,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:169,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:227,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:169,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:228,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:169,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:229,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:169,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:230,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:169,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:231,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:170,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:233,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:170,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:234,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:170,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:235,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:170,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:236,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:170,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:237,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:171,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:239,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:171,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:240,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:171,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:241,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:171,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:242,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:171,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:243,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:172,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:245,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:172,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:246,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:172,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:247,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:172,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:248,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:172,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:249,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:173,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:251,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:173,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:252,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:173,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:253,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:173,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:254,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:173,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:255,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:174,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:257,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:174,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:258,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:174,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:259,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:174,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:260,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:174,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:261,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:175,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:263,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:175,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:264,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:175,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:265,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:175,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:266,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:175,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:267,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:176,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:269,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:176,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:270,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:176,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:271,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:176,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:272,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:176,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:273,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:177,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:275,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:177,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:276,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:177,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:277,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:177,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:278,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:177,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:279,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:178,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:281,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:178,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:282,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:178,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:283,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:178,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:284,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:178,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:285,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:179,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:287,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:179,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:288,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:179,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:289,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:179,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:290,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:179,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:291,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:180,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:293,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:180,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:294,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:180,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:295,HAS_VALUE
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:180,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:296,HAS_VALUE
