source_id,target_id,relation_type
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:951,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:951,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:951,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:951,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:951,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:951,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3315,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:951,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:953,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3311,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:954,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:954,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3311,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:955,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:955,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:955,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3311,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:955,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:956,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:956,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:956,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:956,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3310,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:956,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3311,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:956,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:956,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3315,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:956,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:956,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3320,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:960,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:960,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:960,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:960,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:960,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:961,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:961,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:961,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:961,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3311,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:961,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:961,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3313,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:961,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:965,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:965,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:965,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:965,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:965,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3318,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:966,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:966,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:966,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:966,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3311,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:966,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:966,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:966,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3318,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:970,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:970,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3318,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:971,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:971,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:971,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3318,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:971,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3321,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:974,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:974,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3313,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:974,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:974,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3315,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:975,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:975,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3313,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:975,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:975,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3315,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:975,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:979,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:979,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:980,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:980,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:980,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:980,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:984,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:984,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3311,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:984,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:984,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:984,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3318,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:985,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:985,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:985,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3311,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:985,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:985,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:985,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3318,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:985,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:985,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3320,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:989,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:989,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:989,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:990,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:990,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:990,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:990,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3321,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:994,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:994,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:994,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3318,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:995,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:995,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:995,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:995,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3318,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:999,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:999,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:999,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:999,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3315,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1000,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1000,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1000,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1000,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1000,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3315,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1004,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1004,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1004,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1004,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1004,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3315,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1004,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1004,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3321,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1005,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1005,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1005,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1005,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3313,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1005,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1005,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3315,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1005,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1005,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3321,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1009,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1009,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1009,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1018,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1018,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3317,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1018,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3321,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1022,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1022,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1022,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1023,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1023,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1023,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1023,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1023,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3315,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1023,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3317,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1023,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1027,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1027,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1027,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1027,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1027,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3318,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1032,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1032,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1036,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1037,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1037,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3313,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1037,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1037,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1046,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1047,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1047,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1047,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1051,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1052,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1052,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1056,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1056,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1056,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3321,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1057,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1057,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3310,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1057,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1057,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1057,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3321,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1061,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1061,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1061,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1062,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1062,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1062,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3312,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1062,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1062,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3319,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1066,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1066,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1066,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3310,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1066,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3314,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1066,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3317,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1067,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3307,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1067,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3308,HAS_INJURY_HISTORY
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1067,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3309,HAS_INJURY_HISTORY
