,importance
Age,0.15286273249838517
FP,0.06542039429652483
Min,0.0633402326262155
PTS_per_min,0.02755890933788304
FTA,0.026282481832120674
log1p_3PM,0.018929009239340943
TOV,0.014030205025100263
PTS_per_gp,0.012290389269405667
log1p_PF,0.010576961475153534
OREB_per_min,0.0033890907426699646
