,importance
FP,0.5240139685827809
Age,0.20584454103897454
Min,0.06270970539508988
PTS_per_min,0.04068277089779031
PTS_per_gp,0.03781619214664329
FTA,0.030497941368442732
log1p_3PM,0.027706286602898013
OREB_per_min,0.02690811142469166
TOV,0.022110583806877502
log1p_PF,0.02170989873581115
