,importance
FP,1064333429702656.0
Age,471178078584832.0
Min,335654848299008.0
FTA,168227762077696.0
PTS_per_min,149721184206848.0
PTS_per_gp,120494980333568.0
log1p_3PM,116430154498048.0
TOV,112171165941760.0
OREB_per_min,80034903621632.0
log1p_PF,78782308286464.0
