,importance
FP,6538879.176235283
Age,2988317.5595135596
FTA,1886402.963503063
log1p_PF,840316.0976349262
log1p_3PM,738976.7752934794
PTS_per_gp,547756.0598004804
Min,462716.9309040354
TOV,200126.91154281437
OREB_per_min,193997.8880374585
PTS_per_min,147284.68514570655
