,importance
FP,882438209273856.0
Age,404427441700864.0
Min,281710394605568.0
PTS_per_min,175641093734400.0
log1p_3PM,102009726304256.0
PTS_per_gp,98505603416064.0
FTA,94954672095232.0
log1p_PF,80614556434432.0
TOV,76668219686912.0
OREB_per_min,75290944471040.0
