player_id,player_name,team_id,year,draft_team_abbr,round,round_pick,overall_pick
792,Jaime Jaquez Jr.,16,2023,MIA,1,18,18
793,Amen Thompson,11,2023,HOU,1,4,4
794,Brandin Podziemski,10,2023,GSW,1,19,19
796,Ausar Thompson,9,2023,DET,1,5,5
797,Dereck Lively II,21,2023,OKC,1,12,12
798,Gradey Dick,28,2023,TOR,1,13,13
799,Tristan Vukcevic,30,2023,WAS,2,12,42
800,Bilal Coulibaly,12,2023,IND,1,7,7
801,Marcus Sasser,15,2023,MEM,1,25,25
802,Trayce Jackson-Davis,30,2023,WAS,2,27,57
803,Jordan Hawkins,19,2023,NOP,1,14,14
804,Brice Sensabaugh,29,2023,UTA,1,28,28
805,Toumani Camara,24,2023,PHX,2,22,52
806,Taylor Hendricks,29,2023,UTA,1,9,9
807,Vasilije Micic,23,2014,PHI,2,22,52
810,Cason Wallace,7,2023,DAL,1,10,10
812,Kris Murray,25,2023,POR,1,23,23
814,Nick Smith Jr.,4,2023,CHA,1,27,27
815,Noah Clowney,3,2023,BKN,1,21,21
819,Sasha Vezenkov,3,2017,BKN,2,27,57
820,Jalen Wilson,3,2023,BKN,2,21,51
821,Kobe Bufkin,1,2023,ATL,1,15,15
822,Anthony Black,22,2023,ORL,1,6,6
823,Julian Strawther,12,2023,IND,1,29,29
825,Ben Sheppard,12,2023,IND,1,26,26
829,Mouhamed Gueye,4,2023,CHA,2,9,39
830,Rayan Rupert,25,2023,POR,2,13,43
832,Sidy Cissoko,27,2023,SAS,2,14,44
834,Jarace Walker,30,2023,WAS,1,8,8
836,Gui Santos,10,2022,GSW,2,25,55
840,Olivier-Maxence Prosper,26,2023,SAC,1,24,24
843,Emoni Bates,6,2023,CLE,2,19,49
849,Amari Bailey,4,2023,CHA,2,11,41
850,Julian Phillips,2,2023,BOS,2,5,35
851,Andre Jackson Jr.,22,2023,ORL,2,6,36
852,Colby Jones,4,2023,CHA,2,4,34
853,Kobe Brown,13,2023,LAC,1,30,30
855,Isaiah Wong,12,2023,IND,2,25,55
858,Leonard Miller,27,2023,SAS,2,3,33
859,Jordan Walsh,26,2023,SAC,2,8,38
860,Jordan Miller,13,2023,LAC,2,18,48
861,Jalen Hood-Schifino,14,2023,LAL,1,17,17
862,Jett Howard,22,2023,ORL,1,11,11
863,Jalen Pickett,12,2023,IND,2,2,32
864,Seth Lundy,1,2023,ATL,2,16,46
868,Dariq Whitehead,3,2023,BKN,1,22,22
872,Chris Livingston,17,2023,MIL,2,28,58
873,Keyontae Johnson,21,2023,OKC,2,20,50
874,Hunter Tyson,21,2023,OKC,2,7,37
875,Filip Petrusev,23,2021,PHI,2,20,50
876,Jalen Slawson,26,2023,SAC,2,24,54
878,E.J. Liddell,19,2022,NOP,2,11,41
880,Maxwell Lewis,8,2023,DEN,2,10,40
886,Jared McCain,23,2024,PHI,1,16,16
887,Stephon Castle,27,2024,SAS,1,4,4
889,Alex Sarr,30,2024,WAS,1,2,2
890,Zaccharie Risacher,1,2024,ATL,1,1,1
892,Guerschon Yabusele,2,2016,BOS,1,16,16
893,Jaylen Wells,15,2024,MEM,2,9,39
896,Bub Carrington,25,2024,POR,1,14,14
897,Kyle Filipowski,29,2024,UTA,2,2,32
898,Kel'el Ware,16,2024,MIA,1,15,15
899,Zach Edey,15,2024,MEM,1,9,9
900,Yves Missi,19,2024,NOP,1,21,21
901,Dalton Knecht,14,2024,LAL,1,17,17
902,Kyshawn George,20,2024,NYK,1,24,24
903,Isaiah Collier,29,2024,UTA,1,29,29
904,Ja'Kobe Walter,28,2024,TOR,1,19,19
905,Matas Buzelis,5,2024,CHI,1,11,11
906,Quinten Post,10,2024,GSW,2,22,52
908,KJ Simpson,4,2024,CHA,2,12,42
909,Karlo Matković,19,2022,NOP,2,22,52
910,AJ Johnson,17,2024,MIL,1,23,23
912,Tristan da Silva,22,2024,ORL,1,18,18
915,Jamal Shead,26,2024,SAC,2,15,45
918,Antonio Reeves,22,2024,ORL,2,17,47
919,Ryan Dunn,8,2024,DEN,1,28,28
921,Donovan Clingan,25,2024,POR,1,7,7
922,Ajay Mitchell,20,2024,NYK,2,8,38
923,Ronald Holland II,9,2024,DET,1,5,5
924,Jonathan Mogbo,28,2024,TOR,2,1,31
926,Tidjane Salaün,4,2024,CHA,1,6,6
927,Adem Bona,23,2024,PHI,2,11,41
931,Cody Williams,29,2024,UTA,1,10,10
932,Pelle Larsson,11,2024,HOU,2,14,44
933,Rob Dillingham,27,2024,SAS,1,8,8
934,Reed Sheppard,11,2024,HOU,1,3,3
935,Terrence Shannon Jr.,18,2024,MIN,1,27,27
936,Cam Spencer,9,2024,DET,2,23,53
937,Oso Ighodaro,25,2024,POR,2,10,40
938,Jaylen Clark,18,2023,MIN,2,23,53
939,Devin Carter,26,2024,SAC,1,13,13
942,Baylor Scheierman,2,2024,BOS,1,30,30
943,Jaylon Tyson,6,2024,CLE,1,20,20
947,Tyler Smith,17,2024,MIL,2,3,33
951,Dillon Jones,30,2024,WAS,1,26,26
953,Bronny James,14,2024,LAL,2,25,55
954,Enrique Freeman,12,2024,IND,2,20,50
955,Johnny Furphy,27,2024,SAS,2,5,35
956,Tyler Kolek,25,2024,POR,2,4,34
957,Ariel Hukporti,7,2024,DAL,2,28,58
958,Bobi Klintman,18,2024,MIN,2,7,37
964,Pacôme Dadiet,20,2024,NYK,1,25,25
970,Kevin McCullar Jr.,24,2024,PHX,2,26,56
972,Cam Christie,13,2024,LAC,2,16,46
975,Skal Labissiere,26,2016,SAC,1,28,28
978,Luke Travers,6,2022,CLE,2,26,56
980,Anton Watson,2,2024,BOS,2,24,54
982,Harrison Ingram,27,2024,SAS,2,18,48
983,Ulrich Chomche,15,2024,MEM,2,27,57
986,Tristen Newton,12,2024,IND,2,19,49
