player_id,season,GP,Min,PTS,FP,PTS_per_min,FTA,FTM_per_min,FGA_per_min,3PA_per_min,FG%,3P%,FT%,TS%_calc,DREB_share,PF_per_min,salary_cap_ratio,log_salary_cap_ratio
26,2024,73,31.2,18.5,38.8,0.592948717948718,2.0,0.0512820512820512,0.4551282051282051,0.141025641025641,53.0,40.2,80.5,0.613395225464191,0.7524752475247525,0.0705128205128205,0.1422596523174097,0.1330084516924783
27,2020,54,33.7,23.3,40.5,0.6913946587537092,4.2,0.1097922848664688,0.5222551928783383,0.2284866468842729,46.7,41.1,86.8,0.5990333196215549,0.8787878787878788,0.0712166172106824,0.3248159428257284,0.2812735387142266
27,2021,31,34.8,24.3,44.8,0.6982758620689656,4.8,0.1178160919540229,0.589080459770115,0.2385057471264368,42.1,35.4,85.8,0.5373253139925703,0.9420289855072465,0.0689655172413793,0.35,0.3001045924503381
27,2022,56,34.6,23.8,41.2,0.6878612716763006,5.3,0.1329479768786127,0.5173410404624277,0.2196531791907514,45.7,37.1,87.1,0.588177145116647,0.8688524590163935,0.0809248554913294,0.3436374752335125,0.2953804700263929
27,2023,74,33.8,22.6,38.2,0.668639053254438,3.9,0.1065088757396449,0.4940828402366864,0.2337278106508876,47.1,41.3,90.7,0.6135968722849696,0.903846153846154,0.0798816568047337,0.3355888529411764,0.2893722829467955
27,2024,41,32.5,16.2,33.5,0.4984615384615384,2.4,0.0584615384615384,0.4276923076923077,0.2,43.0,35.8,81.4,0.5415886600695373,0.9056603773584906,0.0769230769230769,0.35,0.3001045924503381
28,2020,47,34.0,23.1,37.7,0.6794117647058824,2.8,0.0676470588235294,0.5529411764705883,0.2617647058823529,45.8,40.2,81.2,0.5765774760383386,0.8461538461538461,0.0558823529411764,0.2689586952538024,0.2381966391511416
28,2021,62,34.6,22.1,37.3,0.638728323699422,2.7,0.0549132947976878,0.5433526011560693,0.2196531791907514,46.0,38.8,68.2,0.5528316990194116,0.813953488372093,0.0578034682080924,0.2745583112423719,0.2425996960372322
28,2022,75,35.3,20.9,36.6,0.5920679886685553,3.2,0.0679886685552408,0.5070821529745042,0.2039660056657224,43.7,38.9,76.9,0.5412264346384917,0.8181818181818181,0.056657223796034,0.2695672071489224,0.2386760606186943
28,2023,66,32.7,20.0,35.2,0.6116207951070336,2.1,0.0519877675840978,0.4892966360856268,0.2568807339449541,45.9,42.9,82.7,0.590876861262113,0.8604651162790699,0.0581039755351681,0.2632534485294117,0.2336904950728848
28,2024,56,32.7,21.1,33.6,0.6452599388379204,3.1,0.0672782874617737,0.547400611620795,0.2507645259938837,44.4,37.3,71.7,0.5476536544850499,0.7894736842105263,0.0672782874617737,0.237099418158022,0.2127694605591775
29,2020,54,33.9,22.3,35.2,0.6578171091445428,6.4,0.1592920353982301,0.5103244837758113,0.1799410029498525,42.9,35.0,84.5,0.5542851461523166,0.8695652173913044,0.0678466076696165,0.1745464540956569,0.1608820765659573
29,2021,47,31.9,19.2,31.8,0.6018808777429467,5.5,0.1442006269592476,0.4670846394984326,0.1692789968652037,42.6,35.8,83.8,0.5542725173210161,0.853658536585366,0.0721003134796238,0.1779360222036401,0.1637637732312993
29,2022,63,35.6,20.5,32.5,0.5758426966292135,5.4,0.1235955056179775,0.4073033707865168,0.1601123595505618,47.5,40.1,81.3,0.6073714150272576,0.8222222222222223,0.0674157303370786,0.1694634264688043,0.1565450337602789
29,2023,54,33.9,21.0,31.7,0.6194690265486726,5.8,0.1386430678466076,0.4631268436578171,0.1504424778761061,45.1,40.2,81.7,0.5752794214332676,0.8285714285714285,0.0648967551622419,0.2028397573529411,0.184685225587413
29,2024,47,32.4,14.4,26.0,0.4444444444444445,3.5,0.0925925925925926,0.3765432098765432,0.1944444444444444,37.3,36.5,84.9,0.5240174672489084,0.8285714285714285,0.0709876543209876,0.2119178308248214,0.1922040889996891
30,2020,65,36.4,22.2,54.1,0.6098901098901099,6.4,0.1153846153846153,0.521978021978022,0.1153846153846153,43.9,31.5,65.6,0.5088008800880088,0.8608695652173913,0.0796703296703296,0.3789519332966831,0.3213237420011229
30,2021,78,34.3,18.5,37.8,0.5393586005830904,5.1,0.0991253644314868,0.4606413994169097,0.0991253644314868,44.4,29.8,66.7,0.5126357792063844,0.8108108108108107,0.0874635568513119,0.3932886117387514,0.331666860515224
30,2022,73,29.1,15.9,35.1,0.5463917525773195,4.3,0.0962199312714776,0.4673539518900343,0.134020618556701,43.6,31.1,65.6,0.5131680867544539,0.793103448275862,0.0756013745704467,0.0040107961667542,0.0040027743658604
30,2023,68,22.5,11.1,26.1,0.4933333333333333,2.4,0.0711111111111111,0.4355555555555556,0.1022222222222222,45.4,27.3,68.8,0.5112380250552688,0.74,0.08,0.0282039558823529,0.0278135480179319
30,2024,75,27.9,13.3,30.8,0.4767025089605735,3.1,0.075268817204301,0.3978494623655914,0.1397849462365591,44.9,32.3,66.1,0.5335365853658537,0.7346938775510203,0.089605734767025,0.023499665689817,0.0232277994848763
31,2020,36,32.3,21.8,42.6,0.6749226006191952,5.9,0.1362229102167182,0.5263157894736843,0.0866873065015479,49.1,26.0,73.8,0.5562359665237804,0.7848101265822784,0.0526315789473684,0.3,0.262364264467491
31,2021,40,35.1,23.2,47.9,0.6609686609686609,6.1,0.1253561253561253,0.4957264957264957,0.0512820512820512,53.2,18.6,71.3,0.5775741884086836,0.7272727272727273,0.0683760683760683,0.3145636664472396,0.2735047979801002
31,2022,56,34.0,25.9,52.0,0.7617647058823529,7.9,0.1823529411764706,0.5058823529411764,0.038235294117647,56.3,25.7,78.4,0.626330044496034,0.728,0.0764705882352941,0.3071507015486636,0.2678497313988796
31,2023,76,35.5,24.7,53.6,0.6957746478873239,6.8,0.1549295774647887,0.476056338028169,0.0394366197183098,55.6,27.1,81.6,0.6208526040619344,0.753968253968254,0.0647887323943662,0.29853,0.2612328554348375
31,2024,51,33.4,24.7,51.7,0.7395209580838323,7.2,0.1676646706586826,0.532934131736527,0.0718562874251497,51.6,28.2,77.5,0.5889927508584509,0.7672413793103449,0.0568862275449101,0.3074191253876575,0.2680550606558545
32,2020,61,33.7,21.6,38.6,0.6409495548961425,7.2,0.1869436201780415,0.4480712166172106,0.0356083086053412,49.5,25.7,88.0,0.5911977227939567,0.8571428571428571,0.0623145400593471,0.2541687282389591,0.2264729851841055
32,2021,76,36.1,27.9,42.7,0.7728531855955678,7.8,0.188365650969529,0.5595567867036011,0.0526315789473684,50.4,35.2,87.7,0.5903012863913338,0.8461538461538461,0.0637119113573407,0.2312879178749977,0.20806070927362
32,2022,74,36.2,24.5,40.5,0.6767955801104972,7.1,0.1712707182320441,0.4861878453038674,0.0524861878453038,50.4,32.4,87.2,0.5911021038409573,0.9130434782608696,0.0690607734806629,0.2207755448627229,0.1994863492886979
32,2023,79,37.8,24.0,40.6,0.634920634920635,7.7,0.1746031746031746,0.455026455026455,0.074074074074074,48.0,33.3,85.3,0.5828638041577617,0.8837209302325582,0.0529100529100529,0.2102941176470588,0.1908634025069174
32,2024,77,35.9,22.2,35.8,0.6183844011142061,5.7,0.1364902506963788,0.4735376044568245,0.0919220055710306,47.7,32.8,85.7,0.5689973344269018,0.8205128205128206,0.0529247910863509,0.1664437932113694,0.1539596271876101
33,2020,52,33.6,21.5,45.6,0.6398809523809523,8.0,0.2053571428571428,0.4226190476190475,0.0595238095238095,49.7,24.5,86.3,0.6066591422121896,0.7391304347826086,0.0416666666666666,0.315,0.2738366656297279
33,2021,57,33.9,21.4,40.9,0.6312684365781711,8.0,0.2035398230088495,0.4277286135693215,0.0589970501474926,48.0,23.3,87.0,0.5937846836847946,0.6949152542372881,0.0442477876106194,0.320388919529596,0.2779263292088847
33,2022,64,33.4,22.9,42.8,0.6856287425149701,8.7,0.2215568862275449,0.4161676646706587,0.0479041916167664,53.9,35.0,85.0,0.6458709386281587,0.6271186440677966,0.0389221556886227,0.3045028506732441,0.2658220108534651
33,2023,60,34.0,20.8,37.7,0.611764705882353,7.7,0.1941176470588235,0.388235294117647,0.0705882352941176,49.9,41.4,85.8,0.6269592476489028,0.679245283018868,0.0323529411764705,0.332235,0.2868579829833121
33,2024,55,31.7,17.5,35.9,0.5520504731861199,7.1,0.1892744479495268,0.3438485804416404,0.0599369085173501,50.4,30.8,84.2,0.6239304050199658,0.5740740740740741,0.028391167192429,0.347104141178479,0.2979572078609894
34,2020,56,35.8,21.4,39.8,0.5977653631284916,5.4,0.1229050279329609,0.4804469273743016,0.1229050279329609,45.5,29.7,82.7,0.546587658357172,0.7638888888888888,0.0865921787709497,0.28,0.2468600779315258
34,2021,68,37.9,22.8,43.9,0.6015831134564644,5.6,0.1108179419525066,0.4696569920844327,0.0844327176781002,49.4,34.4,74.9,0.5625740228977497,0.776470588235294,0.0870712401055408,0.293592755350757,0.2574234288868752
34,2022,71,37.4,24.2,44.3,0.6470588235294118,6.7,0.1390374331550802,0.4946524064171123,0.106951871657754,48.0,32.4,77.4,0.5641551659828422,0.7692307692307693,0.0855614973262032,0.286673988112086,0.2520605850349943
34,2023,80,33.2,21.7,38.1,0.6536144578313252,5.0,0.108433734939759,0.4789156626506023,0.0933734939759036,53.6,34.6,73.2,0.5994475138121547,0.7464788732394366,0.072289156626506,0.278628,0.2457876280626895
34,2024,78,32.7,20.2,36.5,0.6177370030581039,3.9,0.0886850152905198,0.4648318042813455,0.128440366972477,51.9,38.9,73.4,0.5970678647434381,0.7536231884057971,0.073394495412844,0.2999971548069536,0.2623620758550604
35,2020,48,35.5,21.2,35.8,0.5971830985915493,3.2,0.0788732394366197,0.4647887323943662,0.1859154929577464,47.7,40.8,86.9,0.5919142282778646,0.825,0.056338028169014,0.25,0.2231435513142097
35,2022,65,32.8,20.0,35.5,0.6097560975609757,3.3,0.0853658536585365,0.4878048780487805,0.2012195121951219,45.4,39.8,83.3,0.5730002292000917,0.8,0.048780487804878,0.2559540657474425,0.2278954955201085
35,2023,59,31.5,21.2,38.6,0.673015873015873,3.1,0.0857142857142857,0.5301587301587302,0.1841269841269841,48.1,42.5,85.3,0.5868024800708591,0.8292682926829269,0.0571428571428571,0.248775,0.2221630708002483
35,2024,67,36.1,21.4,38.6,0.5927977839335179,3.7,0.0914127423822714,0.4626038781163434,0.1634349030470914,47.4,39.3,88.6,0.5838061981667394,0.8205128205128206,0.0526315789473684,0.2561826044897146,0.2280774432187431
