Player_ID,NAME,SALARY
1,Stephen Curry,"$51,915,615.00"
9,Kevin Durant,"$47,649,433.00"
17,LeBron James,"$47,607,350.00"
13,Nikola Jokic,"$47,607,350.00"
4,Joel Embiid,"$46,900,000.00"
2,Bradley Beal,"$46,741,590.00"
5,Giannis Antetokounmpo,"$45,640,084.00"
3,Damian Lillard,"$45,640,084.00"
18,Kawhi Leonard,"$45,640,084.00"
27,Paul George,"$45,640,084.00"
33,Jimmy Butler III,"$45,183,960.00"
541,Klay Thompson,"$43,219,440.00"
98,Rudy Gobert,"$41,000,000.00"
46,Fred VanVleet,"$40,806,300.00"
31,Anthony Davis,"$40,600,080.00"
6,Luka Doncic,"$40,064,220.00"
7,Zach LaVine,"$40,064,220.00"
15,Trae Young,"$40,064,220.00"
48,Tobias Harris,"$39,270,150.00"
99,Ben Simmons,"$37,893,408.00"
34,Pascal Siakam,"$37,893,408.00"
10,Kyrie Irving,"$37,037,037.00"
59,Jrue Holiday,"$36,861,707.00"
14,Devin Booker,"$36,016,200.00"
19,Karl-Anthony Towns,"$36,016,200.00"
43,Kristaps Porzingis,"$36,016,200.00"
28,CJ McCollum,"$35,802,469.00"
21,James Harden,"$35,640,000.00"
51,Ja Morant,"$34,005,250.00"
62,Darius Garland,"$34,005,250.00"
8,Zion Williamson,"$34,005,250.00"
35,Jamal Murray,"$33,833,400.00"
24,Brandon Ingram,"$33,833,400.00"
25,Shai Gilgeous-Alexander,"$33,386,850.00"
52,Michael Porter Jr.,"$33,386,850.00"
12,Donovan Mitchell,"$33,162,030.00"
16,De'Aaron Fox,"$32,600,060.00"
54,Bam Adebayo,"$32,600,060.00"
11,Jayson Tatum,"$32,600,060.00"
95,Deandre Ayton,"$32,459,438.00"
20,Jaylen Brown,"$31,830,357.00"
45,Gordon Hayward,"$31,500,000.00"
71,Chris Paul,"$30,800,000.00"
41,Domantas Sabonis,"$30,600,000.00"
40,Khris Middleton,"$29,320,988.00"
32,DeMar DeRozan,"$28,600,000.00"
23,Julius Randle,"$28,226,880.00"
144,Jordan Poole,"$27,955,357.00"
29,Jerami Grant,"$27,586,207.00"
96,Jaren Jackson Jr.,"$27,102,202.00"
87,Tyler Herro,"$27,000,000.00"
132,Jalen Brunson,"$26,346,666.00"
195,Cameron Johnson,"$25,679,348.00"
126,Kyle Kuzma,"$25,568,182.00"
60,John Collins,"$25,340,000.00"
137,Brook Lopez,"$25,000,000.00"
74,Mike Conley,"$24,360,000.00"
56,Andrew Wiggins,"$24,330,357.00"
248,Anfernee Simons,"$24,107,143.00"
61,RJ Barrett,"$23,883,929.00"
57,Jordan Clarkson,"$23,487,629.00"
64,Dillon Brooks,"$22,627,671.00"
36,Malcolm Brogdon,"$22,500,000.00"
282,Draymond Green,"$22,321,429.00"
136,Aaron Gordon,"$22,266,182.00"
39,Terry Rozier,"$22,205,221.00"
217,Bruce Brown,"$22,000,000.00"
113,Mikal Bridges,"$21,700,000.00"
133,Myles Turner,"$20,975,000.00"
86,Clint Capela,"$20,616,000.00"
93,Lonzo Ball,"$20,465,117.00"
89,De'Andre Hunter,"$20,089,286.00"
128,Keldon Johnson,"$20,000,000.00"
67,Bojan Bogdanovic,"$20,000,000.00"
127,Jarrett Allen,"$20,000,000.00"
103,Joe Harris,"$19,928,571.00"
227,Jakob Poeltl,"$19,500,000.00"
70,Buddy Hield,"$19,279,841.00"
65,Evan Fournier,"$18,857,143.00"
120,Marcus Smart,"$18,833,712.00"
73,Bogdan Bogdanovic,"$18,700,000.00"
77,OG Anunoby,"$18,642,857.00"
85,Gary Trent Jr.,"$18,560,000.00"
26,Nikola Vucevic,"$18,518,519.00"
84,Derrick White,"$18,357,143.00"
79,Dejounte Murray,"$18,214,000.00"
119,Duncan Robinson,"$18,154,000.00"
55,Norman Powell,"$18,000,000.00"
68,Tim Hardaway Jr.,"$17,897,728.00"
726,Jonathan Isaac,"$17,400,000.00"
22,Collin Sexton,"$17,325,000.00"
53,D'Angelo Russell,"$17,307,693.00"
108,Lauri Markkanen,"$17,259,999.00"
115,Marcus Morris Sr.,"$17,116,279.00"
148,Davis Bertans,"$17,000,000.00"
75,Harrison Barnes,"$17,000,000.00"
123,Markelle Fultz,"$17,000,000.00"
150,Jusuf Nurkic,"$16,875,000.00"
124,P.J. Washington,"$16,847,826.00"
69,Kevin Porter Jr.,"$15,860,000.00"
105,Rui Hachimura,"$15,740,741.00"
234,Mitchell Robinson,"$15,681,818.00"
145,Kevin Huerter,"$15,669,643.00"
66,Jonas Valanciunas,"$15,435,000.00"
235,Luke Kennard,"$15,418,363.00"
42,Caris LeVert,"$15,384,616.00"
104,Luguentz Dort,"$15,277,778.00"
189,Kentavious Caldwell-Pope,"$14,704,938.00"
326,Max Strus,"$14,487,684.00"
319,Tyus Jones,"$14,000,000.00"
187,Dorian Finney-Smith,"$13,932,008.00"
109,Doug McDermott,"$13,750,000.00"
157,Wendell Carter Jr.,"$13,050,000.00"
186,Gary Harris,"$13,000,000.00"
204,Josh Hart,"$12,960,000.00"
158,Naz Reid,"$12,950,400.00"
261,Steven Adams,"$12,600,000.00"
178,Brandon Clarke,"$12,500,000.00"
102,Marvin Bagley III,"$12,500,000.00"
83,Dennis Schroder,"$12,405,000.00"
284,Daniel Gafford,"$12,402,000.00"
386,Grant Williams,"$12,325,581.00"
111,Kelly Olynyk,"$12,195,122.00"
785,Victor Wembanyama,"$12,160,680.00"
149,James Wiseman,"$12,119,400.00"
91,Devonte' Graham,"$12,100,000.00"
100,Richaun Holmes,"$12,046,020.00"
574,Austin Reaves,"$12,015,150.00"
559,Herbert Jones,"$12,015,150.00"
107,Chris Boucher,"$11,750,000.00"
241,Nicolas Batum,"$11,710,818.00"
151,Bobby Portis,"$11,710,818.00"
229,Robert Covington,"$11,692,308.00"
696,Paolo Banchero,"$11,608,080.00"
242,Robert Williams III,"$11,571,429.00"
88,Coby White,"$11,111,111.00"
542,Cade Cunningham,"$11,055,240.00"
213,Talen Horton-Tucker,"$11,020,000.00"
428,P.J. Tucker,"$11,014,500.00"
143,Joe Ingles,"$11,000,000.00"
281,Maxi Kleber,"$11,000,000.00"
175,Donte DiVincenzo,"$10,960,000.00"
211,Ivica Zubac,"$10,933,333.00"
78,LaMelo Ball,"$10,900,635.00"
786,Brandon Miller,"$10,880,400.00"
283,Terance Mann,"$10,576,923.00"
417,Matisse Thybulle,"$10,500,000.00"
379,Gabe Vincent,"$10,500,000.00"
130,Alec Burks,"$10,489,600.00"
787,Chet Holmgren,"$10,386,000.00"
201,Larry Nance Jr.,"$10,375,000.00"
203,Landry Shamet,"$10,250,000.00"
101,Al Horford,"$10,000,000.00"
146,Malik Monk,"$9,945,830.00"
465,Tre Jones,"$9,895,833.00"
543,Jalen Green,"$9,891,480.00"
205,Patrick Williams,"$9,835,881.00"
180,Monte Morris,"$9,800,926.00"
789,Scoot Henderson,"$9,770,880.00"
305,Nic Claxton,"$9,625,000.00"
164,Jeff Green,"$9,600,000.00"
286,Royce O'Neale,"$9,500,000.00"
315,Alex Caruso,"$9,460,000.00"
44,Victor Oladipo,"$9,450,000.00"
294,Pat Connaughton,"$9,423,869.00"
701,Jabari Smith Jr.,"$9,326,520.00"
366,Isaiah Hartenstein,"$9,245,121.00"
49,Anthony Edwards,"$9,219,512.00"
135,Kyle Anderson,"$9,219,512.00"
173,Grayson Allen,"$8,925,000.00"
193,Isaac Okoro,"$8,920,795.00"
546,Evan Mobley,"$8,882,760.00"
793,Amen Thompson,"$8,809,320.00"
288,Georges Niang,"$8,800,000.00"
466,Gary Payton II,"$8,715,000.00"
225,T.J. McConnell,"$8,700,000.00"
702,Keegan Murray,"$8,409,000.00"
390,Onyeka Okongwu,"$8,109,063.00"
544,Scottie Barnes,"$8,008,560.00"
372,Trey Lyles,"$8,000,000.00"
209,De'Anthony Melton,"$8,000,000.00"
290,Moritz Wagner,"$8,000,000.00"
599,Jock Landale,"$8,000,000.00"
796,Ausar Thompson,"$7,977,480.00"
129,Miles Bridges,"$7,921,301.00"
807,Vasilije Micic,"$7,723,000.00"
433,Paul Reed,"$7,723,000.00"
571,Zach Collins,"$7,700,000.00"
698,Jaden Ivey,"$7,641,480.00"
415,Cody Martin,"$7,560,000.00"
405,Kevon Looney,"$7,500,000.00"
197,Taurean Prince,"$7,455,000.00"
296,Killian Hayes,"$7,413,955.00"
550,Jalen Suggs,"$7,252,080.00"
822,Anthony Black,"$7,245,480.00"
277,Khem Birch,"$6,985,000.00"
697,Bennedict Mathurin,"$6,916,080.00"
410,Obi Toppin,"$6,803,012.00"
374,Caleb Martin,"$6,802,950.00"
176,Cedi Osman,"$6,718,842.00"
800,Bilal Coulibaly,"$6,614,280.00"
549,Josh Giddey,"$6,587,040.00"
231,Cameron Payne,"$6,500,000.00"
155,Jae'Sean Tate,"$6,500,000.00"
561,Ayo Dosunmu,"$6,481,481.00"
153,Rudy Gay,"$6,479,000.00"
819,Sasha Vezenkov,"$6,341,464.00"
706,Shaedon Sharpe,"$6,313,800.00"
191,Otto Porter Jr.,"$6,300,000.00"
318,Deni Avdija,"$6,263,188.00"
389,Nassir Little,"$6,250,000.00"
403,Jevon Carter,"$6,190,476.00"
245,Kenrich Williams,"$6,175,000.00"
228,Ricky Rubio,"$6,146,342.00"
834,Jarace Walker,"$6,059,520.00"
560,Jonathan Kuminga,"$6,012,840.00"
344,Devin Vassell,"$5,887,899.00"
121,Tyrese Haliburton,"$5,808,435.00"
739,Dyson Daniels,"$5,784,120.00"
317,Kira Lewis Jr.,"$5,722,116.00"
328,Dean Wade,"$5,709,877.00"
382,Aaron Nesmith,"$5,634,257.00"
490,Jalen Smith,"$5,604,192.00"
806,Taylor Hendricks,"$5,569,920.00"
125,Cole Anthony,"$5,539,771.00"
545,Franz Wagner,"$5,508,720.00"
260,Garrett Temple,"$5,401,000.00"
208,Furkan Korkmaz,"$5,370,370.00"
703,Jeremy Sochan,"$5,316,960.00"
810,Cason Wallace,"$5,291,000.00"
250,Chuma Okeke,"$5,266,713.00"
247,Isaiah Stewart,"$5,266,713.00"
551,Davion Mitchell,"$5,063,760.00"
721,Johnny Davis,"$5,050,800.00"
862,Jett Howard,"$5,026,800.00"
525,Nick Richards,"$5,000,000.00"
172,Reggie Jackson,"$5,000,000.00"
177,Mason Plumlee,"$5,000,000.00"
567,Ziaire Williams,"$4,810,200.00"
729,Ousmane Dieng,"$4,798,440.00"
797,Dereck Lively II,"$4,775,640.00"
463,Josh Green,"$4,765,339.00"
350,Jarred Vanderbilt,"$4,698,000.00"
163,Nickeil Alexander-Walker,"$4,687,500.00"
603,James Bouknight,"$4,570,080.00"
700,Jalen Williams,"$4,558,680.00"
138,Saddiq Bey,"$4,556,983.00"
798,Gradey Dick,"$4,536,720.00"
270,Jalen McDaniels,"$4,516,000.00"
373,Precious Achiuwa,"$4,379,527.00"
243,Tyrese Maxey,"$4,343,920.00"
711,Jalen Duren,"$4,330,680.00"
218,Danuel House Jr.,"$4,310,250.00"
803,Jordan Hawkins,"$4,310,160.00"
436,Zeke Nnaji,"$4,306,281.00"
152,Immanuel Quickley,"$4,171,548.00"
547,Chris Duarte,"$4,124,400.00"
715,Ochai Agbaji,"$4,114,200.00"
821,Kobe Bufkin,"$4,094,280.00"
251,Payton Pritchard,"$4,037,278.00"
134,Seth Curry,"$4,000,000.00"
383,Troy Brown Jr.,"$4,000,000.00"
329,Dwight Powell,"$4,000,000.00"
604,Moses Moody,"$3,918,480.00"
712,Mark Williams,"$3,908,160.00"
