,importance
FT%,773
Age,683
3PA_per_min,608
PF_per_min,592
3P%,585
log1p_AST_per_min,567
FTM_per_min,561
+/-,559
STL_per_gp,554
TOV_per_min,543
BLK_per_gp,540
PTS_per_min,525
DREB_share,522
FGA_per_min,522
TS%_calc,509
Min,507
OREB_per_min,504
DREB_per_min,504
3PM_per_gp,503
FP,501
PTS,490
PTS_per_gp,483
REB_per_gp,481
TOV_per_gp,478
AST_per_gp,468
FG%,453
FTM_per_gp,440
GP,394
W,373
log1p_DREB,303
TOV,302
FTA,294
log1p_PF,292
log1p_3PM,269
AST,267
REB,260
DD2,222
STL,201
BLK,201
OREB,167
