,importance
FT%,869
Age,674
FTM_per_min,624
+/-,596
3PA_per_min,594
3P%,580
FGA_per_min,566
STL_per_gp,563
log1p_AST_per_min,559
Min,548
PF_per_min,537
DREB_per_min,529
DREB_share,524
PTS,520
BLK_per_gp,519
PTS_per_min,504
OREB_per_min,494
TOV_per_min,493
TS%_calc,491
FP,484
FG%,482
TOV_per_gp,478
PTS_per_gp,477
REB_per_gp,475
3PM_per_gp,443
AST_per_gp,423
FTM_per_gp,418
W,390
GP,371
log1p_PF,357
REB,301
log1p_3PM,283
FTA,273
log1p_DREB,270
AST,258
TOV,255
DD2,208
BLK,196
OREB,191
STL,183
