,importance
log1p_AST_per_min,916
AST_per_gp,788
FTM_per_min,718
Min,711
DREB_share,687
FT%,678
STL_per_gp,618
3P%,614
PTS_per_gp,584
OREB_per_min,553
DREB_per_min,543
PF_per_min,538
Age,534
+/-,519
3PA_per_min,512
TS%_calc,496
BLK_per_gp,493
TOV_per_min,459
REB_per_gp,455
FP,454
GP,452
FG%,452
3PM_per_gp,441
PTS,441
PTS_per_min,410
FGA_per_min,407
FTM_per_gp,400
TOV_per_gp,400
W,391
REB,303
AST,296
log1p_PF,285
log1p_DREB,238
FTA,219
log1p_3PM,212
TOV,191
OREB,190
DD2,136
BLK,135
STL,131
