,importance
FT%,1054
Age,816
PF_per_min,783
3P%,775
3PA_per_min,772
TOV_per_min,770
+/-,760
STL_per_gp,754
FTM_per_min,751
log1p_AST_per_min,743
DREB_share,707
TS%_calc,702
PTS_per_min,701
BLK_per_gp,694
FGA_per_min,693
FP,667
DREB_per_min,666
PTS,665
FG%,664
OREB_per_min,661
Min,655
3PM_per_gp,652
AST_per_gp,651
TOV_per_gp,648
PTS_per_gp,642
REB_per_gp,596
FTM_per_gp,570
GP,552
W,512
log1p_PF,419
log1p_DREB,401
TOV,399
FTA,390
AST,387
REB,348
log1p_3PM,340
DD2,294
BLK,266
STL,261
OREB,219
