player_id,node_id,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63,e64,e65,e66,e67,e68,e69,e70,e71,e72,e73,e74,e75,e76,e77,e78,e79,e80,e81,e82,e83,e84,e85,e86,e87,e88,e89,e90,e91,e92,e93,e94,e95,e96,e97,e98,e99,e100,e101,e102,e103,e104,e105,e106,e107,e108,e109,e110,e111,e112,e113,e114,e115,e116,e117,e118,e119,e120,e121,e122,e123,e124,e125,e126,e127
1,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2785,(-0.014035696163773537-0.008265870623290539j),(-0.04514411836862564-0.04642201587557793j),(0.021490294486284256+0.2705414593219757j),(0.5296932458877563-0.19508033990859985j),(-0.41268348693847656+0.07380558550357819j),(-0.022394655272364616+0.020584892481565475j),(0.42222046852111816-0.1566104292869568j),(0.23601530492305756-0.2894006669521332j),(0.30115005373954773+0.1380716860294342j),(0.2942350506782532-0.547939121723175j),(-0.002362583763897419+0.0048592546954751015j),(0.13442955911159515-0.2754475474357605j),(8.550475467927754e-05-0.00013578881043940783j),(0.08135247975587845+0.14045068621635437j),(-1.3743223462370224e-05-3.8033322198316455e-05j),(0.1286076307296753+0.024270275607705116j),(-0.44186943769454956-0.07103951275348663j),(-0.37314605712890625+0.29551243782043457j),(-0.5070881247520447-0.23984402418136597j),(0.44767090678215027-0.1761392503976822j),(0.05936403200030327+0.14136365056037903j),(0.10897515714168549+0.2507249116897583j),(0.029679011553525925+0.293628990650177j),(-0.011526737362146378+0.0162521842867136j),(0.03217413276433945+0.18747740983963013j),(-0.0018551177345216274+0.00166389683727175j),(-0.44716426730155945-0.13956330716609955j),(0.45959872007369995+0.07043450325727463j),(0.24780982732772827-0.11814463138580322j),(0.0005717664607800543-0.5695700645446777j),(0.07220598310232162+0.03172766789793968j),(-0.012686418369412422+0.026013324037194252j),(0.1761011928319931+0.34412235021591187j),(0.009485169313848019-0.2796050012111664j),(-0.0424618124961853-0.41269803047180176j),(-0.00017336058954242617+0.005665604956448078j),(-0.03226220980286598+0.01905730366706848j),(-0.227202907204628+0.04432832449674606j),(0.016190629452466965-0.20191286504268646j),(0.48395052552223206+0.1978992521762848j),(-0.01577725075185299-0.007711044512689114j),(0.016076376661658287-0.27069327235221863j),(-0.008146584033966064+0.08487723022699356j),(-0.15314415097236633+0.3810160756111145j),(0.11650841683149338+0.19400690495967865j),(-0.2073412835597992+0.1486179530620575j),(-0.00043758313404396176+0.00032513737096451223j),(0.07021947205066681+0.21073982119560242j),(-0.1899377852678299-0.15928813815116882j),(0.3347160220146179-0.0973995178937912j),(0.001493518240749836+0.0036048542242497206j),(-0.007715918589383364-0.013075144961476326j),(0.3901214003562927+0.3380732834339142j),(0.0007958363275974989+0.0034414734691381454j),(0.36629942059516907-0.05084340646862984j),(-0.0037089544348418713-0.013524501584470272j),(-0.023723658174276352-0.5620408058166504j),(0.21138231456279755-0.008705323562026024j),(0.02252952940762043+0.01857384853065014j),(-0.02137865498661995-0.08936623483896255j),(-0.48016321659088135-0.3428663909435272j),(-0.004999829921871424+0.003531435504555702j),(-0.2615072727203369+0.08530759811401367j),(0.38870278000831604+0.4705604314804077j),(0.005215321201831102+0.01911070942878723j),(0.004295156337320805-0.014527034014463425j),(0.3315850496292114+0.30100002884864807j),(0.2867334485054016-0.09204412996768951j),(-0.48504695296287537+0.18964332342147827j),(-0.21568085253238678+0.5901371240615845j),(-0.03341526910662651+0.10824268311262131j),(0.19545689225196838-0.23832106590270996j),(-0.0007303503807634115-0.0016562332166358829j),(-0.0034284652210772038+0.0041600437834858894j),(-0.05541892349720001-0.12123950570821762j),(0.23819449543952942-0.20738066732883453j),(0.635780394077301+0.38357216119766235j),(0.0019453972345218062-0.00848828162997961j),(-0.0006113693816587329-0.01894308067858219j),(-0.4228399693965912-0.1470196545124054j),(0.1559119075536728+0.10078191012144089j),(0.0007579340599477291+0.00021579599706456065j),(-0.20298974215984344+0.6079679727554321j),(0.2793063521385193+0.07896208763122559j),(0.038799166679382324+0.0036098198033869267j),(0.17716556787490845-0.2523253560066223j),(-0.2543628513813019-0.09133514761924744j),(-0.2230217605829239-0.043234411627054214j),(3.242749517085031e-05-3.656101762317121e-05j),(0.49108344316482544-0.011858489364385605j),(0.32505032420158386+0.17408588528633118j),(0.0009038950665853918+0.2331756204366684j),(-0.00536030950024724+0.0018853414803743362j),(-0.0026287136133760214+0.0015742818359285593j),(0.016849802806973457+0.39663416147232056j),(-0.5104622840881348+0.3859896957874298j),(-0.23087146878242493-0.11524820327758789j),(0.056555815041065216+0.42923662066459656j),(0.1785494089126587+0.2779279053211212j),(-0.3193160593509674+0.13235266506671906j),(0.01734989508986473+0.5369988679885864j),(-0.5393921136856079-0.22562365233898163j),(-0.06516619026660919-0.01693377085030079j),(0.20858393609523773-0.6246694922447205j),(-0.2109307050704956+0.8004946112632751j),(0.15055572986602783-0.06398472189903259j),(-0.2645982503890991+0.05658009648323059j),(-0.1549150049686432-0.0171999279409647j),(0.1543074995279312+0.13009968400001526j),(0.003790953429415822+0.07026270776987076j),(4.2848452721955255e-05+2.4475173631799407e-05j),(0.0014987103641033173+0.0017814107704907656j),(-0.0003338217211421579+0.006260966882109642j),(0.29504457116127014+0.1576746702194214j),(-0.0011139374691992998-0.003163522109389305j),(-0.08942221105098724+0.03980480879545212j),(-0.11147090047597885+0.266042023897171j),(0.11423946917057037-0.17659829556941986j),(-0.6948239207267761-0.3197626769542694j),(-0.40413275361061096-0.06157529354095459j),(0.0008203948382288218+0.0013107965933158994j),(-0.028520317748188972-0.0009681369992904365j),(0.2833738625049591+0.07698981463909149j),(4.671352871810086e-05-0.0006224322132766247j),(0.7366185188293457+0.17979322373867035j),(-0.17497311532497406+0.11725030839443207j),(-0.00023274257546290755-0.043037012219429016j),(0.21188263595104218-0.2700040936470032j)
2,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2786,(0.001344788121059537+0.01863873191177845j),(0.035658132284879684+0.11443553864955902j),(0.0442676916718483-0.36550313234329224j),(0.3043074607849121-0.1972682774066925j),(-0.32358747720718384-0.1822340488433838j),(0.0035311307292431593-0.00744941271841526j),(-0.40873149037361145+0.0237140953540802j),(0.455631822347641-0.10328296571969986j),(-0.48460644483566284+0.06806045025587082j),(-0.0956786498427391+0.0863722637295723j),(-0.0001229314657393843+0.0001201960549224168j),(-0.059035297483205795-0.08359543979167938j),(9.135306027019396e-05-6.924257468199357e-05j),(-0.11856362223625183-0.05189889669418335j),(-1.831876943469979e-05+6.004071838106029e-05j),(0.43506211042404175-0.024904921650886536j),(-0.3664266765117645-0.1911858469247818j),(0.4820101857185364+0.08099940419197083j),(0.11468077450990677-0.11968500167131424j),(0.5164703726768494+0.24436050653457642j),(0.013093376532196999+0.13971835374832153j),(0.23490256071090698+0.44725683331489563j),(0.4863237738609314+0.23146171867847443j),(-0.08206816017627716-0.05609377101063728j),(0.04536150023341179-0.06142531707882881j),(0.0050207627937197685+0.00576405692845583j),(-0.06583558768033981-0.15783700346946716j),(-0.005011740140616894-0.18737414479255676j),(0.47799649834632874-0.04828691855072975j),(-0.4718603193759918-0.02524314448237419j),(0.04854577034711838-0.0032814161386340857j),(-0.027627401053905487+0.007872525602579117j),(0.5027104616165161-0.040920183062553406j),(0.02503214217722416-0.1513412743806839j),(0.4895016551017761+0.14223799109458923j),(-3.138324245810509e-05+2.7896996471099555e-05j),(0.0653025358915329-0.008763541467487812j),(-0.07364476472139359+0.13307924568653107j),(0.053258266299963-0.0529060997068882j),(-0.4097166359424591+0.33355891704559326j),(0.016501378268003464+0.0010531303705647588j),(0.13099339604377747-0.10916975140571594j),(-0.2282983660697937+0.22384625673294067j),(-0.07264977693557739+0.18677081167697906j),(-0.3510488271713257-0.3600139617919922j),(0.1974012702703476-0.09637384861707687j),(0.0006875567487441003+0.00073769356822595j),(-0.02688778005540371-0.025274548679590225j),(-0.05345045402646065+0.1010558232665062j),(0.3568882346153259-0.025119777768850327j),(0.0026905122213065624+0.0026040994562208652j),(0.005868328269571066-0.0035566261503845453j),(-0.38687068223953247-0.5554273724555969j),(0.0010980928782373667-0.013818589970469475j),(0.481905460357666+0.3154641091823578j),(-0.023098759353160858+0.0021020302083343267j),(0.3644152581691742+0.013647551648318768j),(0.26840588450431824+0.48438510298728943j),(-0.341060072183609-0.39680519700050354j),(-0.10153952986001968+0.2272695004940033j),(-0.45531582832336426+0.11328543722629547j),(-0.0036120072472840548+0.0003730621829163283j),(0.11167343705892563+0.3802865445613861j),(0.5469483137130737-0.11184817552566528j),(0.0033373755868524313+0.01850278116762638j),(-0.024187758564949036+0.00424844678491354j),(0.4256737530231476-0.12974666059017181j),(-0.5284881591796875+0.20576687157154083j),(0.0914645865559578-0.04739527404308319j),(-0.225894495844841-0.00839248951524496j),(-0.16917462646961212-0.03395294025540352j),(-0.3680298328399658-0.11085064709186554j),(-0.002202115021646023+0.011719991452991962j),(-0.03068772330880165+0.013927576132118702j),(0.12486716359853745+0.18174247443675995j),(-0.19349780678749084-0.1835692822933197j),(0.5927167534828186+0.039592355489730835j),(-0.0006890110089443624-0.0016844251658767462j),(-0.0014045370044186711-0.0029665592592209578j),(0.2463846206665039-0.36120250821113586j),(0.5236049294471741-0.04275134205818176j),(-0.001056755892932415+0.0006035989499650896j),(0.1429782211780548-0.2135092318058014j),(0.19975705444812775+0.16698557138442993j),(-0.013034900650382042+0.033160388469696045j),(0.2934049665927887+0.6195544004440308j),(-0.23205706477165222-0.21855026483535767j),(0.17689253389835358-0.37184807658195496j),(7.468373951269314e-05-4.1314720874652267e-05j),(-0.15767058730125427-0.13911758363246918j),(0.009982679039239883+0.33065250515937805j),(-0.1570553183555603-0.10677596926689148j),(-0.01406156923621893+0.005495543126016855j),(0.004395441152155399-0.0013835693243891j),(-0.45964208245277405+0.06140783056616783j),(0.11468175053596497+0.3635488748550415j),(-0.15358202159404755-0.03257455304265022j),(-0.22564780712127686+0.09480996429920197j),(-0.462913453578949-0.2168741524219513j),(0.3916865289211273-0.04149066284298897j),(0.3184812366962433+0.5324746370315552j),(-0.09901297092437744+0.42440110445022583j),(-0.08038627356290817-0.03449345752596855j),(-0.21752192080020905+0.22524148225784302j),(0.0719909518957138+0.33820876479148865j),(0.01574176922440529-0.12690652906894684j),(-0.24757713079452515-0.06406255811452866j),(0.02377493865787983-0.09838885813951492j),(0.14523717761039734-0.059659481048583984j),(0.15805695950984955+0.09646972268819809j),(-4.170706233708188e-06+1.3029662682129128e-07j),(-0.0722944512963295-0.036481376737356186j),(-0.010900736786425114+0.0012106215581297874j),(0.03793824464082718+0.3298238217830658j),(0.004812872037291527+0.05128926783800125j),(-0.09896416962146759-0.17538093030452728j),(0.30144384503364563-0.3060021996498108j),(0.0006539060268551111-0.27048248052597046j),(-0.03868649899959564+0.2783302962779999j),(0.17680113017559052-0.1889348179101944j),(0.0006799384718760848+0.004403846804052591j),(-0.02624022774398327+0.028886914253234863j),(-0.07715901732444763-0.3950750231742859j),(-7.570643356302753e-05+0.0007821968174539506j),(-0.2197660505771637+0.4195304214954376j),(-0.07161315530538559+0.1383654624223709j),(0.004310667514801025-0.000789077952504158j),(0.31813663244247437+0.16404607892036438j)
3,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2787,(0.004474027547985315+0.005745230708271265j),(0.12720836699008942+0.0403832383453846j),(-0.11713224649429321+0.3883703649044037j),(-0.2692537307739258-0.43039077520370483j),(0.31551989912986755+0.3376712501049042j),(-0.0786018967628479-0.06734979897737503j),(0.021898239850997925-0.5917405486106873j),(0.05253415182232857+0.25479304790496826j),(0.044140879064798355+0.0811772421002388j),(-0.4268490970134735-0.06225947290658951j),(0.0026152990758419037+0.043376047164201736j),(-0.20435455441474915+0.09953851997852325j),(0.0001884195808088407+9.623291407478973e-05j),(0.138821542263031-0.11995585262775421j),(-3.8143974961712956e-05-4.172861281404039e-06j),(-0.26401665806770325+0.01228369865566492j),(0.31503185629844666+0.1596023291349411j),(-0.06110503524541855+0.5404163002967834j),(-0.27052295207977295-0.38582688570022583j),(-0.13859647512435913-0.14572881162166595j),(-0.02308855950832367+0.0615040585398674j),(0.03746916726231575+0.14221210777759552j),(-0.10102204978466034+0.6941503882408142j),(0.06278952211141586+0.022681737318634987j),(0.17306794226169586-0.0060192253440618515j),(-0.005590461660176516+0.014069251716136932j),(-0.5249334573745728-0.013817152008414268j),(-0.13349494338035583-0.5940788984298706j),(0.260836124420166-0.04230176657438278j),(0.10096295177936554-0.07398844510316849j),(-0.025009481236338615-0.00984935648739338j),(-0.1335826963186264+0.03300098329782486j),(0.016766995191574097-0.1638794094324112j),(-0.07377098500728607+0.3547461926937103j),(0.3537018299102783+0.009629142470657825j),(1.4033652405487373e-05-0.00021386278967838734j),(0.08034941554069519-0.006599009968340397j),(0.36074328422546387+0.19684934616088867j),(-0.046965595334768295+0.04099684953689575j),(0.08196628838777542+0.11076732724905014j),(-0.0024134558625519276+0.0033682866487652063j),(-0.012538635171949863-0.03938475251197815j),(0.008781193755567074+0.010562320239841938j),(0.1311425268650055+0.20127122104167938j),(0.26110580563545227+0.004681922495365143j),(0.17877985537052155-0.07621602714061737j),(0.0013913039583712816-0.00017973796639125794j),(-0.13694708049297333-0.06213315948843956j),(0.24445496499538422+0.10264648497104645j),(-0.22089649736881256-0.22716213762760162j),(-0.002703308593481779-0.0014064813731238246j),(-7.468522380804643e-05-0.0426776297390461j),(-0.49560028314590454-0.006017752923071384j),(-0.020324205979704857-0.01911437325179577j),(0.5488393902778625+0.2242969423532486j),(-0.013866015709936619+0.020631512627005577j),(-0.08125890791416168-0.11831110715866089j),(0.1070871502161026+0.3028371334075928j),(-0.14014939963817596-0.23411604762077332j),(0.2273879200220108-0.014978744089603424j),(0.29333049058914185-0.07627494633197784j),(0.0006054710829630494-0.04517249017953873j),(-0.30896297097206116-0.17190182209014893j),(0.047239918261766434-0.07873458415269852j),(0.04685049131512642+0.027722958475351334j),(-0.0056144073605537415+0.05060936138033867j),(0.1934403032064438+0.03817172348499298j),(0.08482008427381516+0.2658802568912506j),(-0.04914979264140129+0.00308807659894228j),(0.5063928961753845+0.039822157472372055j),(-0.041002269834280014+0.057832133024930954j),(0.1545351892709732-0.10770465433597565j),(-0.06962607055902481+0.011853274889290333j),(-0.029962744563817978+0.02039269171655178j),(-0.09304540604352951-0.1306140422821045j),(-0.10470867902040482+0.010402100160717964j),(0.12822706997394562-0.31194737553596497j),(0.0034438457805663347-0.020884837955236435j),(0.006574331317096949-0.0232565775513649j),(-0.5137385725975037+0.07533338665962219j),(-0.1797449141740799+0.12598289549350739j),(-0.005934833083301783-0.00500828493386507j),(-0.0034404152538627386+0.33966147899627686j),(-0.25510066747665405+0.5254892706871033j),(0.004971390124410391+0.011646956205368042j),(0.33990755677223206+0.5322397947311401j),(0.03244011104106903+0.07196356356143951j),(0.17017580568790436+0.27826035022735596j),(-6.803140422562137e-06-5.2525934734148905e-05j),(-0.5866817235946655+0.13908974826335907j),(0.18532319366931915+0.2167401760816574j),(0.20207767188549042+0.15173600614070892j),(-0.049770962446928024+0.0012125527719035745j),(0.03251132741570473+0.005401912610977888j),(-0.25901275873184204-0.02284371480345726j),(-0.023155370727181435+0.0472111701965332j),(0.25636422634124756+0.18480010330677032j),(0.3258773684501648+0.2239753007888794j),(0.2706034481525421+0.11002031713724136j),(-0.26289913058280945+0.2078743278980255j),(-0.37348535656929016-0.1144808828830719j),(0.22946302592754364+0.43635910749435425j),(-0.01969488337635994-0.11052553355693817j),(-0.04462847858667374+0.16274607181549072j),(-0.4075329601764679+0.08667749166488647j),(-0.013536805287003517-0.12866245210170746j),(0.050227291882038116-0.048080556094646454j),(-0.01756448484957218+0.08604735881090164j),(0.054375652223825455+0.06433439999818802j),(0.056012317538261414+0.2731877565383911j),(-7.59966642362997e-05+0.00010523119271965697j),(0.02061159908771515-0.036873482167720795j),(0.004414000548422337-0.0006120195612311363j),(-0.0835665613412857-0.051129814237356186j),(0.016660060733556747+0.0021352756302803755j),(-0.1454317420721054-0.015618854202330112j),(-0.14538760483264923+0.21101634204387665j),(-0.019802788272500038-0.34363362193107605j),(0.2994825541973114-0.31813475489616394j),(-0.2657201588153839-0.04532438516616821j),(0.0026434401515871286+0.009813277050852776j),(0.017673585563898087+0.03028484433889389j),(-0.45045027136802673-0.5832265019416809j),(-0.0006553931161761284-0.0007833724375814199j),(0.02841172367334366+0.4708736836910248j),(-0.015805061906576157+0.15148597955703735j),(-0.006218232214450836+0.0030139978043735027j),(0.28162023425102234-0.1643126755952835j)
4,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2788,(0.0006890431395731866-1.3411663530860096e-05j),(0.02634361758828163-0.10103200376033783j),(-0.13431032001972198+0.32678207755088806j),(0.027506548911333084-0.10261066257953644j),(0.16519412398338318-0.23833918571472168j),(0.00017238009604625404-0.0015636751195415854j),(0.33677515387535095+0.05489518120884895j),(-0.14508388936519623+0.4558301568031311j),(0.27873092889785767-0.2715284526348114j),(0.18705570697784424-0.4806634783744812j),(-0.000897505902685225+0.014488711021840572j),(-0.04697800800204277+0.0626877024769783j),(3.247885251767002e-05+0.0001972938480321318j),(0.05102279409766197+0.06535405665636063j),(0.0025793707463890314-0.0010118967620655894j),(0.31024959683418274-0.18655343353748322j),(-0.0938151404261589+0.3142431080341339j),(-0.23088137805461884-0.268405556678772j),(0.22982876002788544-0.07249391824007034j),(-0.29775863885879517+0.3868677318096161j),(-0.044366806745529175+0.15338781476020813j),(-0.032162632793188095+0.3676585555076599j),(0.251863032579422+0.41222336888313293j),(-0.006034104153513908+0.011921847239136696j),(0.11273744702339172+0.13329443335533142j),(-0.002173032844439149-0.002782214665785432j),(-0.48131805658340454-0.2631843388080597j),(-0.46851813793182373-0.30224519968032837j),(0.28618985414505005-0.2766430377960205j),(0.19963817298412323+0.09119223058223724j),(-0.4537487328052521+0.059845227748155594j),(-0.0009544093627482653-0.001411055913195014j),(-0.08034846931695938+0.27249860763549805j),(-0.0887124314904213-0.13969261944293976j),(-0.13595925271511078+0.3638095259666443j),(0.0007132856990210712+0.0008357312181033194j),(0.0003931034589186311-0.0023552882485091686j),(-0.15980084240436554+0.05664164945483208j),(0.03049289807677269-0.27342164516448975j),(0.3006393313407898+0.24378643929958344j),(0.002426840364933014-0.0017606877954676747j),(-0.014897242188453674-0.13860806822776794j),(-0.3343207538127899-0.18452470004558563j),(-0.09247756749391556-0.0013539993669837713j),(0.29377827048301697+0.33633947372436523j),(0.1742740273475647+0.1349841207265854j),(0.0017674016999080777-0.00936642475426197j),(0.005011448170989752-0.025553550571203232j),(0.4353545606136322+0.03889496996998787j),(0.40801379084587097-0.021141238510608673j),(0.00029658153653144836-5.735949525842443e-05j),(0.0027938527055084705+0.0013909571571275592j),(-0.44426119327545166-0.2271897941827774j),(-0.0010751126101240516-0.0010342898312956095j),(0.1966370791196823+0.338704913854599j),(-0.0007410722901113331+0.0006894047255627811j),(-0.044953975826501846-0.0716404840350151j),(-0.05387798696756363-0.23378266394138336j),(-0.007844333536922932+0.29752400517463684j),(-0.03650657832622528+0.01792903244495392j),(-0.07943422347307205-0.4661320149898529j),(-0.002006802475079894+5.4121745051816106e-05j),(0.5071306824684143+0.0736076608300209j),(-0.22559837996959686-0.2883051633834839j),(-0.0015949922380968928+0.0006493218243122101j),(-0.001715881866402924-0.00010992503666784614j),(0.3383583426475525-0.34499260783195496j),(0.30176061391830444+0.30372464656829834j),(-0.007402817718684673+0.5614035129547119j),(-0.18852397799491882+0.22909802198410034j),(-0.16878877580165863+0.07881854474544525j),(-0.241684690117836+0.24455994367599487j),(-0.00026181116118095815-0.0003014414687640965j),(-0.000530247634742409-0.0010287733748555183j),(-0.07466153800487518+0.11687692999839783j),(-0.29875391721725464+0.12011955678462982j),(-0.4483362138271332+0.40350720286369324j),(0.0012077592546120286+0.0004885645466856658j),(-0.0011643501929938793-3.524577914504334e-05j),(0.18853537738323212+0.1638403981924057j),(-0.13500848412513733-0.2573476731777191j),(-0.0007215923978947103-0.0001498428755439818j),(0.32249271869659424+0.1837397962808609j),(0.5009350180625916-0.18979692459106445j),(-0.0012734290212392807-0.0006948562222532928j),(-0.12078754603862762-0.1846657395362854j),(-0.027453837916254997-0.037437498569488525j),(0.3369714915752411-0.18417233228683472j),(0.0012328734155744314-0.0005149508360773325j),(-0.1986292451620102-0.4729110598564148j),(-0.3031828701496124+0.38772183656692505j),(-0.2988987863063812-0.5562199354171753j),(-0.00017606440815143287+0.0007402370683848858j),(0.002727033570408821+5.5226504628080875e-05j),(-0.19388142228126526-0.6899259090423584j),(-0.2048347443342209-0.2963007390499115j),(-0.3707599937915802+0.012977609410881996j),(-0.34797829389572144-0.23568227887153625j),(0.4792936444282532+0.34843912720680237j),(-0.21169240772724152+0.008832977153360844j),(-0.15163064002990723-0.2840622663497925j),(0.05616781860589981-0.026396259665489197j),(0.2267279028892517+0.06891239434480667j),(0.3932202160358429-0.4013065993785858j),(0.36749503016471863-0.18667474389076233j),(0.02702355571091175+0.1183740496635437j),(0.20665095746517181-0.19951501488685608j),(-0.0929277241230011-0.032504428178071976j),(-0.030115360394120216-0.06070833280682564j),(0.14596623182296753+0.2502552270889282j),(-0.002246523043140769-0.00192830350715667j),(-0.013302567414939404-0.0033655185252428055j),(-0.00030442242859862745+0.0003533125563990325j),(0.055406805127859116-0.042127132415771484j),(-0.0008356173057109118-0.0007596714422106743j),(-0.08498874306678772+0.020472345873713493j),(0.20051880180835724-0.2445400208234787j),(0.021312687546014786+0.21924996376037598j),(0.33153727650642395+0.3223304748535156j),(-0.018948907032608986-0.26866456866264343j),(0.0009902617894113064-0.00026662711752578616j),(0.00047075620386749506-0.002382781822234392j),(-0.22966033220291138+0.21682396531105042j),(0.0024396886583417654-0.0010006343945860863j),(0.32215553522109985-0.38846176862716675j),(0.1655321568250656-0.13570362329483032j),(-0.0005533071234822273+0.0005458206869661808j),(-0.17198659479618073+0.03955657780170441j)
5,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2789,(0.000980771379545331+0.0011735752923414111j),(0.026859840378165245+0.011823824606835842j),(0.23104290664196014-0.3725089132785797j),(0.19700945913791656-0.01744363270699978j),(-0.302799791097641-0.24971511960029602j),(-0.0020505073480308056+0.004393950570374727j),(-0.2434215247631073+0.4763631820678711j),(0.13197845220565796+0.5880691409111023j),(-0.16862724721431732-0.5186977982521057j),(0.4803447723388672-0.21071310341358185j),(-0.0009085712372325361+0.0012696821941062808j),(0.01781783625483513+0.2639003396034241j),(4.3393018131610006e-05-2.018204759224318e-05j),(-0.13492971658706665-0.04442962259054184j),(0.000780042668338865-0.0009778115199878812j),(0.46496832370758057-0.04392452910542488j),(-0.15518595278263092-0.4633759558200836j),(0.3540310561656952+0.37083232402801514j),(-0.29937294125556946-0.5203249454498291j),(0.3634641468524933+0.2733876705169678j),(0.07580026984214783+0.0693475529551506j),(-0.17501479387283325+0.14336402714252472j),(0.5277494192123413+0.2855726182460785j),(-0.043804462999105453-0.0032066248822957277j),(-0.0004461912903934717+0.11780458688735962j),(-0.0001635303779039532-0.0006172409048303962j),(0.1455843299627304+0.42463910579681396j),(0.20831073820590973+0.17545129358768463j),(0.14029771089553833+0.029962578788399696j),(-0.3117310106754303-0.03004886396229267j),(-0.3780488073825836-0.00397748127579689j),(-0.002838707063347101+0.020502571016550064j),(0.41618451476097107-0.3053247630596161j),(-0.1659269630908966-0.24686139822006226j),(0.39978185296058655-0.12847398221492767j),(2.8003083571093157e-05+1.3446608136291616e-05j),(0.03197736665606499-0.01051128190010786j),(0.10049822926521301+0.0642278864979744j),(-0.2263098508119583+0.05337858945131302j),(-0.3658919632434845+0.4018819034099579j),(-0.0006833230727352202-0.00029156747041270137j),(0.12264396250247955-0.09288666397333145j),(-0.010064668953418732+0.5075758099555969j),(-0.1879420429468155+0.20233288407325745j),(-0.2008657306432724-0.3938505947589874j),(0.17489022016525269-0.33295688033103943j),(6.103763007558882e-05-0.00022095820168033242j),(0.013061027973890305+0.017452402040362358j),(-0.3972228467464447+0.17347854375839233j),(-0.07504969090223312-0.17263288795948029j),(-0.0013614669442176819-0.0023109535686671734j),(0.014041219837963581-0.044280726462602615j),(-0.5332039594650269-0.29139408469200134j),(0.0014342941576614976+0.001002248260192573j),(0.5075674057006836+0.23247939348220825j),(0.001932584447786212+0.0009047837229445577j),(0.5346570014953613+0.04059542715549469j),(0.3500007092952728+0.5065495371818542j),(-0.24761159718036652-0.07395792007446289j),(-0.3473374545574188+0.06168857216835022j),(-0.20935668051242828-0.4426620602607727j),(0.01603812538087368+0.00010483793448656797j),(-0.2161317616701126+0.154496431350708j),(0.36434441804885864-0.4698067605495453j),(0.0009786878945305943+0.0031518747564405203j),(-0.0003036102280020714+0.005280693527311087j),(0.32171010971069336-0.24804069101810455j),(-0.14741940796375275+0.2138305902481079j),(-0.46815672516822815-0.1578468531370163j),(-0.35051703453063965+0.2979535162448883j),(-0.36467576026916504+0.01919698156416416j),(-0.2283557504415512+0.09434553980827332j),(-0.013012489303946495+0.0033896146342158318j),(-0.006240443792194128+0.023976365104317665j),(0.23755234479904175-0.005495201330631971j),(0.1989792287349701-0.1680772602558136j),(0.5300894975662231+0.0422060489654541j),(7.317376730497926e-05-0.0009025841718539596j),(-0.003750894218683243+0.0013970297295600176j),(0.3839406371116638-0.17769595980644226j),(0.30830442905426025+0.41505905985832214j),(-0.00034452532418072224-0.0006096211727708578j),(0.43416449427604675-0.15621639788150787j),(0.2387930303812027-0.3283732831478119j),(-0.0010203035781159997+0.0005813656025566161j),(0.39443522691726685+0.5545286536216736j),(0.17381590604782104+0.18897446990013123j),(0.24547067284584045-0.3056425452232361j),(0.00016595212218817323-0.00015129106759559363j),(-0.09463717043399811-0.4497632682323456j),(0.28180885314941406-0.1717638373374939j),(0.08432090282440186-0.36145082116127014j),(-0.004262277856469154+0.006743387784808874j),(0.0017893329495564103+9.747128933668137e-05j),(-0.8154850006103516-0.10721664875745773j),(0.2620316743850708+0.09751074761152267j),(0.11941886693239212-0.06541828066110611j),(0.14557285606861115-0.24340146780014038j),(-0.3756100535392761+0.4603332281112671j),(0.44609835743904114+0.14247694611549377j),(-0.05099401995539665+0.5525641441345215j),(0.06406949460506439+0.4511849880218506j),(-0.0031191653106361628-0.4491526186466217j),(-0.31363922357559204+0.46010032296180725j),(-0.04580031335353851+0.09328000247478485j),(-0.030371731147170067-0.05131220072507858j),(-0.558134138584137+0.2543626129627228j),(-0.021299585700035095-0.07379171252250671j),(0.13875849545001984-0.11703582108020782j),(-0.2571190297603607-0.18949823081493378j),(-0.00018664906383492053-0.0003864190657623112j),(-0.0003629603888839483+0.00011092041677329689j),(0.012280328199267387-0.020566722378134727j),(-0.03240727633237839+0.18436093628406525j),(0.020142145454883575-0.0007076389156281948j),(-0.09133770316839218-0.20399948954582214j),(-0.07716228067874908-0.23813515901565552j),(0.25127577781677246-0.38702285289764404j),(-0.4863760769367218-0.16270731389522552j),(-0.11585774272680283-0.219662606716156j),(-0.00235184608027339+0.0027251120191067457j),(0.022251183167099953+0.0006468628998845816j),(-0.19852347671985626-0.2555185556411743j),(0.0002133537782356143-2.75441852863878e-05j),(0.4562232196331024+0.30594906210899353j),(-0.04453752934932709+0.16130445897579193j),(0.0008453948539681733-0.007241294719278812j),(-0.031869176775217056+0.2219247668981552j)
