player_id,season,node_id,node_idx,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63
11,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:752,3488,-0.23195642,-0.63610476,2.2631743,0.041057102,0.08304704,-0.5892453,-0.5261917,2.8602965,1.7584304,0.105916336,-0.60780704,-0.48627257,-0.5962664,-0.559389,-0.57087004,-0.529051,0.12126027,0.19644903,-0.59850657,-0.60928833,-0.586718,-0.6281892,0.08814186,-0.5827409,-0.59117395,-0.5994182,0.13179955,-0.5540736,-0.5590687,-0.6037201,0.16556752,-0.61502516,-0.19546624,2.557944,-0.56287587,0.14629208,-0.42141503,0.07242593,-0.5805011,-0.6140058,-0.43172744,-0.64105654,-0.6078537,-0.3304811,0.080425054,0.17260669,-0.43980652,-0.6073127,-0.46354708,-0.59515643,-0.58613193,-0.28428936,-0.605469,0.087735645,0.100978315,0.1315613,-0.59406495,3.6536183,0.1903259,4.385903,0.2652672,-0.49268547,-0.6090764,-0.6078434
12,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:757,3493,-0.22079459,-0.6245308,2.150246,0.08697724,0.079615526,-0.57794887,-0.51546675,2.788637,1.6895008,0.05269377,-0.596431,-0.47579834,-0.5849524,-0.54843974,-0.5597042,-0.5182113,-0.017991766,0.04087247,-0.5871421,-0.5980027,-0.5758615,-0.6171013,0.08517954,-0.57154566,-0.579977,-0.58852565,0.04239407,-0.543223,-0.54820615,-0.5924371,0.09963324,-0.6036504,-0.18423723,2.7007923,-0.5519487,0.2523421,-0.4114447,0.19273825,-0.56944954,-0.60259247,-0.41998884,-0.62948495,-0.5964148,-0.32065678,-0.0047337264,0.2397193,-0.42965955,-0.59609115,-0.45316535,-0.58381987,-0.5756221,-0.27229065,-0.5940583,0.17098613,-0.15007043,0.16790095,-0.5827406,3.5433662,0.27260882,4.5335956,0.20095852,-0.48205882,-0.5976631,-0.5966449
13,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:762,3499,-0.26535186,-0.6707333,2.7143028,0.016708106,0.16744831,-0.6230434,-0.5582799,2.739583,1.9360511,0.15953322,-0.64184326,-0.51761067,-0.63011676,-0.59214854,-0.6042775,-0.56148267,0.21786147,0.11696849,-0.63250804,-0.6430541,-0.6191998,-0.66136354,0.28312677,-0.61623627,-0.62467444,-0.6320079,0.22139013,-0.5865375,-0.59156847,-0.6374781,0.02250059,-0.6490577,-0.22906251,2.628869,-0.5955689,0.3654129,-0.45124555,0.33884776,-0.6135665,-0.64815366,-0.46684843,-0.6756778,-0.642078,-0.35987487,0.23935276,0.33137703,-0.4701656,-0.64088655,-0.49460843,-0.6290746,-0.61757666,-0.32018858,-0.6396091,-0.02228643,0.00902541,0.11257407,-0.6279465,3.4454632,0.24378702,4.1277943,0.5904503,-0.5244797,-0.6432242,-0.64134854
14,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:767,3504,-0.26876765,-0.6742752,2.688661,0.07814812,0.1885099,-0.62650037,-0.561562,2.9236512,1.9034791,0.12841849,-0.64532465,-0.520816,-0.63357913,-0.5954993,-0.6076945,-0.5647999,0.21623778,0.108867094,-0.63598585,-0.6465078,-0.6225222,-0.6647567,0.2224895,-0.6196623,-0.628101,-0.6353413,0.32592633,-0.58985806,-0.5948927,-0.640931,0.11557035,-0.65253866,-0.23249887,2.5372243,-0.59891284,0.3799008,-0.4542967,0.2443377,-0.6169486,-0.6516464,-0.47044072,-0.67921895,-0.64557856,-0.36288136,0.2712644,0.18214524,-0.47327083,-0.6443206,-0.4977855,-0.63254386,-0.620793,-0.32386047,-0.6431011,-0.004209295,0.12618464,0.08198246,-0.631412,3.562359,0.24489796,3.9722328,0.63041264,-0.5277317,-0.64671695,-0.64477557
15,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:772,3510,-0.25044423,-0.65527517,2.2858593,0.04050471,-0.0049885362,-0.607956,-0.5439558,2.907076,1.8256116,0.19606191,-0.6266496,-0.5036214,-0.615006,-0.5775248,-0.5893645,-0.54700524,0.18185827,0.18831109,-0.61732984,-0.6279811,-0.6047,-0.6465546,0.11241493,-0.601284,-0.6097199,-0.61745995,0.2534806,-0.5720457,-0.57706064,-0.6224086,0.1789015,-0.63386565,-0.21406521,2.5151534,-0.58097476,0.3015979,-0.43792927,0.12345242,-0.5988062,-0.63291013,-0.4511705,-0.6602229,-0.62680036,-0.34675357,0.29465127,0.115759954,-0.45661336,-0.62589926,-0.48074272,-0.6139336,-0.6035398,-0.30416325,-0.624369,0.086273864,0.28409046,-0.027406171,-0.6128219,3.578771,0.20806247,4.3260098,0.43049753,-0.5102868,-0.6279807,-0.62639195
16,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:777,3515,-0.21795365,-0.621585,2.1156204,0.111864135,-0.04293658,-0.5750737,-0.5127371,2.886909,1.7482146,0.12100043,-0.5935356,-0.47313243,-0.5820728,-0.5456529,-0.55686224,-0.5154524,0.017389819,0.084573135,-0.5842497,-0.5951302,-0.57309836,-0.61427915,0.036038592,-0.56869626,-0.5771271,-0.58575326,0.0884146,-0.54046136,-0.54544145,-0.58956534,0.04675123,-0.6007553,-0.18137924,2.568625,-0.5491676,0.14568233,-0.40890706,0.19515863,-0.5666367,-0.5996876,-0.41700113,-0.62653977,-0.59350336,-0.31815627,0.037159182,0.12820578,-0.42707694,-0.5932351,-0.450523,-0.58093446,-0.57294714,-0.26923674,-0.591154,0.14565633,0.13181227,0.053045303,-0.57985836,3.5851066,0.19707792,4.5264883,0.16673999,-0.4793541,-0.59475815,-0.5937947
17,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:782,3521,-0.29052383,-0.6968346,2.969814,0.108773336,0.39129144,-0.64851886,-0.5824665,2.7438998,2.0121646,0.24015681,-0.66749823,-0.54123193,-0.65563166,-0.61684114,-0.62945855,-0.5859282,0.19263351,-0.0002092123,-0.65813684,-0.66850525,-0.6436831,-0.6863688,0.33323956,-0.64148355,-0.6499256,-0.6565725,0.27233648,-0.61100733,-0.6160653,-0.66292334,0.08262138,-0.67470986,-0.25438583,2.4815407,-0.6202114,0.35448515,-0.4737304,0.30835307,-0.6384897,-0.67389274,-0.49332103,-0.70177364,-0.6678747,-0.38203055,0.50566655,0.30201674,-0.4930489,-0.666193,-0.51802105,-0.65464056,-0.64127827,-0.34724772,-0.66534233,0.08355508,0.0789373,0.42243627,-0.6534849,3.512001,0.18568271,3.8218858,0.60967845,-0.5484447,-0.6689632,-0.66660315
18,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:787,3526,-0.29838103,-0.704982,2.9034462,0.2928911,0.329378,-0.6564708,-0.5900161,2.7882707,2.0577054,0.16555251,-0.67550623,-0.5486051,-0.6635959,-0.62454873,-0.63731855,-0.59355867,0.17201355,0.09095367,-0.6661367,-0.6764496,-0.65132535,-0.69417405,0.33910286,-0.64936423,-0.6578075,-0.6642402,0.26219836,-0.6186454,-0.6237118,-0.6708659,0.16577104,-0.68271697,-0.26229036,2.4873562,-0.62790334,0.35749257,-0.48074886,0.3507269,-0.6462693,-0.68192697,-0.50158423,-0.7099193,-0.6759269,-0.38894626,0.5152585,0.31664285,-0.50019175,-0.67409223,-0.5253291,-0.6626208,-0.6486765,-0.35569406,-0.6733748,0.11734526,0.17950265,0.3079999,-0.66145647,3.4504695,0.30257505,3.8490224,0.52598166,-0.5559252,-0.6769974,-0.67448616
19,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:791,3531,-0.24971285,-0.6545168,2.4705713,0.06551884,-0.032925025,-0.6072158,-0.54325306,2.864559,1.8563739,0.05741985,-0.6259042,-0.5029351,-0.61426467,-0.5768073,-0.5886328,-0.546295,0.14515285,0.085924365,-0.61658525,-0.6272416,-0.60398865,-0.64582807,0.22591513,-0.6005505,-0.6089862,-0.6167462,0.29184666,-0.5713347,-0.5763489,-0.6216693,0.17724685,-0.63312036,-0.21332945,2.4755888,-0.5802588,0.27334484,-0.43727598,0.1399036,-0.59808207,-0.6321623,-0.45040134,-0.6594647,-0.62605083,-0.34610984,0.22756016,0.12968136,-0.45594853,-0.625164,-0.48006248,-0.61319077,-0.60285115,-0.30337703,-0.62362134,-0.0020415932,0.21591458,0.08754334,-0.61207986,3.5783052,0.24153376,4.268932,0.5201219,-0.5095905,-0.62723285,-0.62565815
20,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:796,3536,-0.2527685,-0.6576853,2.5570161,0.26039678,0.11396073,-0.6103083,-0.54618907,3.0216649,1.799649,0.14434907,-0.6290184,-0.5058025,-0.61736196,-0.5798048,-0.5916896,-0.54926246,0.00610283,0.1315764,-0.6196963,-0.63033116,-0.60696065,-0.64886343,0.0675547,-0.6036152,-0.6120515,-0.6197281,0.11610336,-0.57430506,-0.5793226,-0.6247581,0.041329905,-0.6362342,-0.21640344,2.4474077,-0.58325016,0.1991546,-0.44000542,0.16465136,-0.6011075,-0.63528675,-0.45361483,-0.66263247,-0.6291823,-0.34879932,0.36571437,0.23661946,-0.4587263,-0.62823594,-0.48290452,-0.61629426,-0.60572827,-0.30666175,-0.6267451,0.048957355,0.26525503,0.236517,-0.61517996,3.5181987,0.20917444,4.193441,0.34076637,-0.51249963,-0.6303573,-0.62872386
21,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:801,3543,-0.28446501,-0.6905521,2.7553678,0.24992378,0.19026238,-0.642387,-0.57664484,2.8189545,1.9578822,0.07696019,-0.6613232,-0.53554636,-0.6494903,-0.6108977,-0.6233975,-0.5800442,0.15328747,0.09077155,-0.6519681,-0.66237926,-0.63779,-0.6803501,0.34856468,-0.6354066,-0.6438477,-0.6506599,0.32727814,-0.60511756,-0.610169,-0.6567987,0.1252542,-0.6685355,-0.24829061,2.5595775,-0.61428005,0.41718203,-0.46831837,0.22057222,-0.6324909,-0.6676974,-0.48694918,-0.69549245,-0.6616655,-0.37669775,0.42870194,0.2170335,-0.48754096,-0.6601019,-0.5123857,-0.6484869,-0.6355734,-0.3407347,-0.65914845,0.04106749,0.24504703,0.1890067,-0.64733785,3.4565353,0.2700863,3.986051,0.63196784,-0.5426764,-0.6627679,-0.6605245
22,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:806,3548,-0.2209872,-0.6247305,2.0689127,0.061073296,-0.0060459077,-0.57814384,-0.5156519,3.0022824,1.6368885,0.111046,-0.59662735,-0.4759791,-0.5851477,-0.5486287,-0.5598969,-0.51839834,0.11038174,0.1427286,-0.58733827,-0.59819746,-0.5760489,-0.61729264,0.020169333,-0.5717389,-0.5801702,-0.58871365,0.12633756,-0.5434103,-0.54839367,-0.5926318,0.027678192,-0.60384667,-0.18443103,2.6662683,-0.5521373,0.13186441,-0.41161677,0.10828562,-0.5696402,-0.60278946,-0.4201914,-0.6296846,-0.5966122,-0.32082632,0.13920876,0.10679936,-0.42983466,-0.59628487,-0.45334452,-0.5840155,-0.57580346,-0.27249774,-0.5942552,0.07578157,0.2779221,-0.0016540587,-0.58293605,3.6020515,0.103228904,4.4266853,0.26728085,-0.4822422,-0.5978601,-0.5968382
23,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:811,3554,-0.24856675,-0.65332836,2.4792156,0.123787984,0.10466038,-0.60605586,-0.5421518,2.9656475,1.8419428,0.12935525,-0.6247361,-0.5018596,-0.613103,-0.575683,-0.5874863,-0.545182,0.07711784,0.10059712,-0.6154183,-0.6260828,-0.60287386,-0.64468956,0.13715625,-0.59940094,-0.6078365,-0.61562777,0.13221173,-0.57022053,-0.5752335,-0.62051076,0.015968591,-0.63195235,-0.21217643,2.5803976,-0.5791368,0.2564371,-0.4362522,0.0983177,-0.59694725,-0.6309903,-0.44919598,-0.6582765,-0.62487626,-0.34510106,0.31446683,0.21101904,-0.45490658,-0.62401175,-0.47899646,-0.61202675,-0.60177195,-0.302145,-0.6224497,0.0029683858,0.2520515,0.09580694,-0.61091703,3.51154,0.19075432,4.2012467,0.49491584,-0.5084993,-0.6260609,-0.62450826
24,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:816,3559,-0.28674784,-0.69291925,2.8936381,0.098038666,0.24390152,-0.6446973,-0.5788383,2.6312041,2.0419211,0.23659934,-0.6636498,-0.53768855,-0.6518042,-0.61313707,-0.62568116,-0.5822612,0.36682695,0.01453121,-0.65429235,-0.6646874,-0.6400104,-0.68261784,0.33644825,-0.63769627,-0.6461377,-0.65288764,0.3965032,-0.60733664,-0.61239064,-0.6591064,0.03020531,-0.67086184,-0.25058717,2.5585675,-0.61651486,0.42093855,-0.4703575,0.27759856,-0.6347511,-0.67003167,-0.48934993,-0.6978591,-0.664005,-0.37870702,0.4804281,0.2662852,-0.48961622,-0.6623969,-0.51450896,-0.6508055,-0.63772285,-0.34318867,-0.66148216,-0.010645822,0.08541435,0.2687696,-0.6496539,3.451697,0.19744913,3.9616594,0.60292745,-0.54484975,-0.6651022,-0.66281474
25,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:821,3565,-0.22046223,-0.62418616,2.2183194,0.03994251,0.028022543,-0.5776125,-0.51514745,2.9222016,1.7890395,0.12955272,-0.59609234,-0.4754865,-0.5846156,-0.5481137,-0.5593717,-0.51788855,0.10902321,0.10821909,-0.5868038,-0.5976666,-0.5755383,-0.6167711,0.07124074,-0.57121235,-0.5796436,-0.58820134,0.10298838,-0.54289997,-0.54788274,-0.5921011,-0.0011740029,-0.6033117,-0.1839029,2.6471596,-0.5516234,0.15132625,-0.41114783,0.13286176,-0.56912047,-0.60225266,-0.41963932,-0.62914044,-0.5960742,-0.32036427,0.07976051,0.19802102,-0.4293574,-0.59575707,-0.45285624,-0.5834823,-0.57530916,-0.2719334,-0.5937185,0.04070069,0.0989801,-0.006444618,-0.5824035,3.5721202,0.12774448,4.4002867,0.2245415,-0.4817424,-0.5973233,-0.59631145
26,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:826,3570,-0.25656077,-0.6616176,2.5918887,0.1374246,0.061732873,-0.6141463,-0.54983294,2.9084435,1.9096992,0.23477177,-0.6328835,-0.50936115,-0.6212059,-0.5835248,-0.59548324,-0.5529453,0.17907202,0.15650415,-0.62355745,-0.6341655,-0.6106492,-0.6526307,0.1382052,-0.6074189,-0.6158557,-0.6234289,0.28194934,-0.5779916,-0.5830132,-0.62859154,-0.036349416,-0.64009887,-0.22021855,2.4650192,-0.5869627,0.32426536,-0.44339287,0.17069337,-0.60486233,-0.63916445,-0.4576031,-0.666564,-0.6330687,-0.3521372,0.31677458,0.10968737,-0.46217382,-0.6320485,-0.48643178,-0.6201459,-0.60929906,-0.31073838,-0.63062197,-0.048160106,0.23915589,0.118503384,-0.61902744,3.6056104,0.23290357,4.102751,0.43460816,-0.51611006,-0.634235,-0.63252854
27,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:831,3576,-0.2837286,-0.6897885,3.0045106,0.13918138,0.3853196,-0.6416417,-0.5759373,2.6761558,1.9730293,0.23903337,-0.66057265,-0.5348553,-0.64874387,-0.6101754,-0.6226609,-0.5793291,0.23061988,-0.07521333,-0.6512183,-0.6616347,-0.63707376,-0.6796186,0.2936979,-0.634668,-0.643109,-0.64994127,0.28702113,-0.6044017,-0.60945237,-0.6560544,0.098897085,-0.667785,-0.24754979,2.569394,-0.6135591,0.2922711,-0.46766058,0.33252916,-0.63176167,-0.6669444,-0.4861747,-0.69472903,-0.66091084,-0.37604958,0.44339085,0.28485596,-0.48687148,-0.6593615,-0.5117008,-0.647739,-0.63487995,-0.33994308,-0.6583956,0.07604787,0.055420116,0.37697157,-0.64659077,3.4697793,0.12520598,3.8847384,0.5685956,-0.54197526,-0.66201496,-0.6597856
28,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:836,3581,-0.2768858,-0.68269306,2.723477,0.20151252,0.22032157,-0.6347164,-0.56936234,2.7984169,1.9796672,0.26262248,-0.65359855,-0.5284341,-0.64180785,-0.6034628,-0.61581564,-0.57268375,0.23745227,0.061893806,-0.64425135,-0.654716,-0.6304182,-0.67282116,0.33533615,-0.6278047,-0.63624465,-0.6432636,0.20759477,-0.5977497,-0.6027931,-0.64913726,0.117402755,-0.66081166,-0.24066584,2.562248,-0.6068602,0.39663106,-0.46154824,0.16800365,-0.6249865,-0.65994745,-0.47897834,-0.68763506,-0.6538982,-0.37002674,0.32756412,0.23579983,-0.4806509,-0.65248215,-0.5053362,-0.6407891,-0.6284369,-0.33258727,-0.6514002,0.051313877,0.04613149,0.29498965,-0.6396484,3.482537,0.23360975,4.0376134,0.4808815,-0.5354606,-0.655018,-0.65292037
29,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:841,3587,-0.24685377,-0.65155214,2.388476,0.056443125,0.069674976,-0.60432225,-0.5405059,2.9063501,1.801806,0.17765185,-0.62299025,-0.5002521,-0.6113666,-0.5740027,-0.58577275,-0.5435184,0.1578069,0.11958287,-0.6136743,-0.62435085,-0.6012078,-0.6429879,0.15194406,-0.59768283,-0.60611814,-0.6139561,0.24458064,-0.56855536,-0.5735665,-0.6187792,0.05856687,-0.6302067,-0.21045317,2.551176,-0.5774598,0.2601321,-0.4347221,0.18922229,-0.5952512,-0.6292388,-0.44739452,-0.65650064,-0.6231208,-0.34359336,0.2590112,0.12795262,-0.45334935,-0.6222896,-0.47740322,-0.61028695,-0.60015905,-0.3003036,-0.6206985,0.0072384477,0.16362372,0.027732924,-0.60917914,3.6564202,0.22742891,4.213473,0.43072045,-0.5068685,-0.62430936,-0.6227897
