node_id,node_idx,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:0,0,-0.2414410263299942,-0.6144005656242371,2.1132800579071045,0.22641760110855103,-0.17739449441432953,-0.5620750188827515,-0.4992629587650299,3.0042388439178467,2.009572982788086,0.06273385137319565,-0.5763252973556519,-0.46808868646621704,-0.5657500624656677,-0.5276013016700745,-0.5434784293174744,-0.5326255559921265,-0.020213082432746887,0.10969281941652298,-0.5694316625595093,-0.5864817500114441,-0.5622680187225342,-0.5967344641685486,0.059595853090286255,-0.5550125241279602,-0.5602693557739258,-0.5724364519119263,-0.15712974965572357,-0.5196777582168579,-0.5343231558799744,-0.5790308713912964,-0.07697364687919617,-0.5862796306610107,-0.2017362117767334,2.587209463119507,-0.529838502407074,0.019282206892967224,-0.40791863203048706,-0.03293029963970184,-0.5494184494018555,-0.5839714407920837,-0.42509540915489197,-0.6198917031288147,-0.57860267162323,-0.31410956382751465,0.06449784338474274,0.2890370786190033,-0.4083278775215149,-0.5796852111816406,-0.4338747262954712,-0.5680209398269653,-0.5621881484985352,-0.2819404602050781,-0.5791956782341003,0.13742005825042725,0.23880530893802643,0.1759139448404312,-0.5665289759635925,3.418201208114624,0.288219690322876,4.501633167266846,-0.04751276969909668,-0.4729022681713104,-0.5799325704574585,-0.5818376541137695
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1,1,-0.22782836854457855,-0.6001536250114441,1.9917839765548706,0.1715301275253296,-0.07640683650970459,-0.5482287406921387,-0.4861541986465454,2.9506707191467285,1.8700072765350342,0.03316965699195862,-0.562417209148407,-0.4551689624786377,-0.5519155263900757,-0.5142365097999573,-0.5297903418540955,-0.5189546346664429,-0.11199742555618286,0.07328089326620102,-0.5555405020713806,-0.5725623965263367,-0.5489559173583984,-0.5831894874572754,-0.014707908034324646,-0.5413018465042114,-0.5465990304946899,-0.5590723752975464,-0.07633398473262787,-0.5064502954483032,-0.5209840536117554,-0.565176248550415,-0.040086209774017334,-0.5723567008972168,-0.1880646049976349,2.6916255950927734,-0.5165168642997742,0.05148032307624817,-0.39562782645225525,-0.15932345390319824,-0.5359081625938416,-0.5700160264968872,-0.4107660949230194,-0.6056184768676758,-0.5646039843559265,-0.30217140913009644,0.07337629795074463,0.2450668215751648,-0.3959743082523346,-0.5659160614013672,-0.4212125837802887,-0.5541356801986694,-0.5493158102035522,-0.26734644174575806,-0.5652102828025818,0.07514802366495132,0.25924569368362427,0.061480313539505005,-0.5526611804962158,3.556838274002075,0.16806206107139587,4.51646089553833,-0.0824815034866333,-0.45985710620880127,-0.5659769773483276,-0.5680941343307495
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:10,2,-0.22095786035060883,-0.5929629802703857,2.03843355178833,0.18803855776786804,-0.11663667857646942,-0.5412403345108032,-0.4795379936695099,3.0216760635375977,1.9919464588165283,-0.124825119972229,-0.5553975701332092,-0.4486481547355652,-0.5449330806732178,-0.5074911117553711,-0.522881805896759,-0.5120546817779541,-0.13567589223384857,0.12179550528526306,-0.5485294461250305,-0.56553715467453,-0.5422371029853821,-0.5763531923294067,-0.03217792510986328,-0.5343818664550781,-0.5396993160247803,-0.5523273348808289,-0.022003233432769775,-0.4997742176055908,-0.5142516493797302,-0.5581836700439453,-0.03872069716453552,-0.5653296113014221,-0.18116435408592224,2.647129535675049,-0.5097932815551758,0.05580002814531326,-0.38942447304725647,-0.12135359644889832,-0.5290893316268921,-0.5629725456237793,-0.4035338759422302,-0.5984145998954773,-0.557538628578186,-0.29614606499671936,0.04065919667482376,0.16898994147777557,-0.3897392749786377,-0.5589665770530701,-0.4148218333721161,-0.5471275448799133,-0.5428189635276794,-0.25998061895370483,-0.5581516027450562,0.0693773403763771,0.1089358925819397,0.03964509069919586,-0.5456619262695312,3.5062379837036133,0.1806340217590332,4.482559680938721,-0.13340997695922852,-0.4532730281352997,-0.558933436870575,-0.5611575245857239
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:100,3,-0.2672387957572937,-0.6414003968238831,2.377676486968994,0.21390536427497864,0.0012852996587753296,-0.5883155465126038,-0.5241057872772217,3.0584018230438232,1.9216595888137817,0.2023698389530182,-0.6026830673217773,-0.49257326126098633,-0.5919681787490845,-0.5529292821884155,-0.5694190263748169,-0.558533787727356,0.018548958003520966,0.03677910566329956,-0.5957571268081665,-0.6128606200218201,-0.5874962210655212,-0.6224039196968079,0.17938122153282166,-0.580996036529541,-0.5861765146255493,-0.597763180732727,-0.11197353899478912,-0.5447455644607544,-0.5596023797988892,-0.6052870154380798,0.08204111456871033,-0.6126652956008911,-0.22764569520950317,2.5373520851135254,-0.5550846457481384,0.17187006771564484,-0.43121132254600525,0.17424502968788147,-0.5750222206115723,-0.6104187369346619,-0.45225128531455994,-0.6469412446022034,-0.605131983757019,-0.3367339074611664,0.1556725800037384,0.19845424592494965,-0.4317395091056824,-0.6057794690132141,-0.45787107944488525,-0.5943353176116943,-0.5865828990936279,-0.30959799885749817,-0.6056997776031494,0.1301792562007904,0.14762163162231445,0.1577700674533844,-0.5928102135658264,3.385417938232422,0.39931294322013855,4.37183952331543,0.03599952161312103,-0.4976244866847992,-0.6063801050186157,-0.6078835129737854
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1000,4,-0.3183366656303406,-0.6948792338371277,2.9204769134521484,0.120279461145401,0.1743289828300476,-0.6402903199195862,-0.5733122229576111,2.9194021224975586,1.9979382753372192,0.3241737186908722,-0.6548899412155151,-0.5410701036453247,-0.6438987255096436,-0.6030967235565186,-0.6207998394966125,-0.6098504066467285,0.23982036113739014,-0.06148934364318848,-0.6479001641273499,-0.6651095151901245,-0.63746577501297,-0.6732475757598877,0.3896247148513794,-0.6324617862701416,-0.63749098777771,-0.6479278802871704,0.10090629011392593,-0.5943974852561951,-0.609673261642456,-0.6572928428649902,0.19262026250362396,-0.6649277210235596,-0.2789648175239563,2.6020658016204834,-0.6050899624824524,0.4525229334831238,-0.47734734416007996,0.3375709056854248,-0.6257358193397522,-0.662803053855896,-0.5060390830039978,-0.7005184292793274,-0.6576788425445557,-0.3815460801124573,0.3036503791809082,0.3457282781600952,-0.4781111180782318,-0.6574646234512329,-0.5054008364677429,-0.6464564800262451,-0.6349018812179565,-0.36437955498695374,-0.6581968069076538,0.10151727497577667,0.05085146427154541,0.24865666031837463,-0.6448656320571899,3.2291808128356934,0.5070680379867554,3.9669790267944336,0.46385902166366577,-0.5465919971466064,-0.6587650179862976,-0.6594727039337158
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1001,5,-0.26177364587783813,-0.6356805562973022,2.2805895805358887,0.032169781625270844,0.09175892919301987,-0.5827565789222717,-0.5188429355621338,3.248443603515625,1.8114118576049805,0.16679608821868896,-0.597099244594574,-0.4873862862586975,-0.5864139795303345,-0.5475636720657349,-0.5639235973358154,-0.5530451536178589,0.09818533062934875,0.15125766396522522,-0.5901801586151123,-0.6072723269462585,-0.5821516513824463,-0.6169658899307251,0.18320178985595703,-0.5754914879798889,-0.5806881189346313,-0.5923977494239807,0.19620098173618317,-0.5394349694252014,-0.5542470812797546,-0.5997247099876404,0.04159638285636902,-0.607075572013855,-0.2221568524837494,2.5138511657714844,-0.5497363209724426,0.12927088141441345,-0.426276832818985,0.03756426274776459,-0.5695981383323669,-0.6048159003257751,-0.4464983642101288,-0.6412108540534973,-0.5995118021965027,-0.33194097876548767,0.21582671999931335,0.147414430975914,-0.4267798066139221,-0.6002514362335205,-0.45278751850128174,-0.5887606739997864,-0.5814149379730225,-0.3037388324737549,-0.6000850200653076,0.10279980301856995,0.2540544867515564,-0.08885151147842407,-0.5872425436973572,3.561769962310791,0.11631713807582855,4.223658084869385,0.0712093859910965,-0.49238714575767517,-0.600777268409729,-0.6023657917976379
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1002,6,-0.25940465927124023,-0.6332011818885803,2.249868869781494,-0.002443864941596985,-0.019967302680015564,-0.580346941947937,-0.5165616273880005,3.385680913925171,1.8824645280838013,0.12045083940029144,-0.5946788787841797,-0.4851378798484802,-0.5840063691139221,-0.5452377796173096,-0.5615414977073669,-0.550666093826294,0.0850653201341629,0.15306830406188965,-0.587762713432312,-0.6048499941825867,-0.5798349976539612,-0.6146087050437927,0.11107548326253891,-0.5731054544448853,-0.578309178352356,-0.5900720357894897,0.31731992959976196,-0.5371330380439758,-0.5519257187843323,-0.597313642501831,-0.008687898516654968,-0.6046526432037354,-0.21977761387825012,2.4317755699157715,-0.5474179983139038,0.16593988239765167,-0.4241378903388977,0.0742962658405304,-0.5672469735145569,-0.6023873090744019,-0.44400468468666077,-0.6387268900871277,-0.5970756411552429,-0.32986342906951904,0.2638513445854187,0.08647976815700531,-0.42462995648384094,-0.5978552103042603,-0.45058396458625793,-0.5863442420959473,-0.5791748762130737,-0.3011990785598755,-0.5976511240005493,0.07252857834100723,0.2118973582983017,-0.14119678735733032,-0.5848292112350464,3.5644655227661133,0.19704529643058777,4.142406940460205,0.1419941633939743,-0.4901169538497925,-0.5983486175537109,-0.5999740362167358
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1003,7,-0.2560323476791382,-0.6296717524528503,2.2493371963500977,-0.09570109844207764,0.022863775491714478,-0.5769167542457581,-0.5133141875267029,3.2865447998046875,1.8890618085861206,0.1762741655111313,-0.5912333726882935,-0.4819372892379761,-0.5805791616439819,-0.541926920413971,-0.5581505298614502,-0.5472793579101562,0.14383555948734283,0.136355459690094,-0.5843214392662048,-0.6014017462730408,-0.5765371918678284,-0.6112532019615173,0.08900529146194458,-0.5697088837623596,-0.5749225616455078,-0.5867613554000854,0.33766502141952515,-0.533856213092804,-0.5486211776733398,-0.5938814282417297,0.14401847124099731,-0.601203441619873,-0.2163907289505005,2.47231125831604,-0.54411780834198,0.11795847862958908,-0.42109307646751404,0.09007088094949722,-0.5639000535011292,-0.5989301204681396,-0.4404548704624176,-0.635191023349762,-0.5936077237129211,-0.3269059658050537,0.17841507494449615,0.0881170853972435,-0.4215695858001709,-0.594444215297699,-0.44744715094566345,-0.5829044580459595,-0.5759859085083008,-0.297583669424057,-0.594186544418335,0.06610944122076035,0.15245221555233002,-0.20801019668579102,-0.5813937187194824,3.6474215984344482,0.10416871309280396,4.132599353790283,0.1291014552116394,-0.4868852496147156,-0.5948914289474487,-0.596569299697876
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1004,8,-0.24581246078014374,-0.6189756989479065,2.171772003173828,0.025820918381214142,0.03119516372680664,-0.5665214657783508,-0.5034725666046143,3.101968288421631,1.6680214405059814,0.09791114181280136,-0.5807916522026062,-0.47223758697509766,-0.5701926946640015,-0.5318931341171265,-0.5478740334510803,-0.5370156764984131,0.0579826682806015,0.02022966742515564,-0.5738924741744995,-0.5909516215324402,-0.5665429830551147,-0.6010841131210327,0.08585703372955322,-0.5594154596328735,-0.5646593570709229,-0.576728105545044,0.13305404782295227,-0.5239254832267761,-0.5386067032814026,-0.5834799408912659,-0.05803576111793518,-0.5907506942749023,-0.2061266005039215,2.6313202381134033,-0.5341164469718933,0.17136187851428986,-0.41186559200286865,0.0783720538020134,-0.5537570118904114,-0.588452935218811,-0.4296969473361969,-0.6244752407073975,-0.5830980539321899,-0.3179432451725006,0.15286768972873688,0.1805989295244217,-0.41229498386383057,-0.5841068625450134,-0.43794089555740356,-0.5724799036979675,-0.566321849822998,-0.28662702441215515,-0.5836868286132812,0.0764019563794136,0.13464313745498657,-0.07390342652797699,-0.5709823369979858,3.6127817630767822,0.13922587037086487,4.373891353607178,0.12603507936000824,-0.4770914316177368,-0.5844141244888306,-0.5862511396408081
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1005,9,-0.24531732499599457,-0.6184574961662292,2.1513686180114746,0.014088436961174011,0.0037643611431121826,-0.5660178661346436,-0.5029957890510559,3.150454521179199,1.700121283531189,0.10433045029640198,-0.5802857875823975,-0.4717676639556885,-0.5696895122528076,-0.5314069986343384,-0.5473761558532715,-0.5365184545516968,0.04366631805896759,0.0422799289226532,-0.5733872056007385,-0.590445339679718,-0.5660587549209595,-0.6005914807319641,0.1126563772559166,-0.5589167475700378,-0.5641621351242065,-0.5762419700622559,0.17089159786701202,-0.5234443545341492,-0.5381215214729309,-0.5829759836196899,-0.07466909289360046,-0.5902442932128906,-0.20562928915023804,2.587526321411133,-0.5336319208145142,0.15178543329238892,-0.41141852736473083,0.06046353280544281,-0.5532655715942383,-0.5879453420639038,-0.4291757345199585,-0.623956024646759,-0.5825888514518738,-0.3175090253353119,0.14063677191734314,0.18538972735404968,-0.4118456244468689,-0.5836060047149658,-0.4374803304672241,-0.5719748735427856,-0.5658536553382874,-0.2860961854457855,-0.5831781029701233,0.09352375566959381,0.1752420961856842,-0.11576518416404724,-0.5704779028892517,3.611734390258789,0.14301630854606628,4.362298011779785,0.10135982930660248,-0.4766169488430023,-0.5839064717292786,-0.5857512354850769
