node_id,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3241,-0.089058205,0.26174036,1.1182437,-0.37338457,0.461346,-0.27639452,0.2622615,0.0360327,-0.68400735,-0.25243473,-0.5095498,0.46939602,-0.103015825,-0.40226623,-0.036711175,-0.3223783,0.28741202,0.8378919,0.12757334,-0.3782415,-0.27188465,-0.8563299,0.36163932,-0.24516016,0.5838217,-0.057258636,0.27982908,-0.55522215,0.2726876,-0.2063525,-0.46627828,-0.63165265,0.23134205,-0.6615022,0.3529815,0.59659594,0.04674215,-0.07204478,-0.0505363,-0.15148266,0.6263148,-0.37924752,-0.047190484,-0.03995293,-0.04673918,1.111221,-0.80563235,0.4125126,-0.268919,-0.7854871,0.605274,-0.18178572,0.2376966,-0.39182886,-0.12867709,0.0020933915,0.43010572,-0.38284305,0.65927756,-0.00260113,-0.33561218,-0.6003727,-0.80118036,-0.29022303
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3078,0.64068687,0.24428748,0.8204504,-0.48726386,-0.9140614,0.39934394,-0.15132967,-0.24823672,-0.40088525,0.559759,-0.3576384,-0.39298925,0.4932751,-0.47442207,0.251784,0.54601926,-0.71125686,1.1630261,-0.42454374,0.40315858,-0.41266975,-0.49501148,-0.79004705,-0.52608466,0.5624159,0.08929283,0.30736372,-0.27875474,-0.22329992,0.48083606,-0.45456856,0.24686019,0.7795305,0.13648756,0.895321,0.2871007,0.13666292,0.18208402,0.23262757,-0.9792026,-0.55527794,-0.08184236,-0.118206955,-0.3901125,-0.3223294,0.55974483,-1.2202526,-0.43048713,0.25264585,-0.56908554,-0.031058285,0.00065091765,0.08649051,-0.27155024,-0.4453333,-0.2362621,0.14175072,-0.35037762,0.76049143,-0.11213658,-0.035197116,0.085858606,-0.19411822,0.97043175
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3381,0.29810992,-0.49578977,1.0535585,0.5839606,0.1230239,-0.3922568,-0.70655346,0.2796608,-0.8740292,0.122317635,-0.005852664,-0.33512735,-0.2639947,-1.0788858,0.57548684,-0.40309414,-0.19474332,1.1060972,0.58366746,0.4095925,0.19192721,-0.041400343,0.0057710772,0.09033707,0.21517877,-0.44708887,-0.2875229,0.16810213,0.15566392,0.68728966,-0.39526385,0.09317775,-0.8069187,-0.48790842,0.24457258,0.22430572,-0.28020495,0.12849349,0.124724194,-0.10155527,-0.5264573,-1.078035,0.2077617,0.21488915,0.5714186,0.24727395,0.098962724,0.19497183,0.044891287,-0.26083276,-0.008142567,-0.2742678,0.43261933,-0.16157746,-0.5010156,-0.8247609,0.48685294,-0.2042482,0.25678298,0.5153433,-0.18583232,0.6366677,0.4786957,0.79871005
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:482,-0.16058561,0.0040993732,0.15729474,1.0331603,-0.9041719,-0.03652246,0.4410716,-0.26981738,-1.0775741,0.51174486,-0.023026537,-0.06339977,0.27444673,-0.5174844,0.5554321,0.034763344,-0.61216587,0.89123005,-0.567281,-0.013138165,-0.28698203,-0.06494576,-0.1121707,-0.8025414,0.23048198,-0.48953724,0.24875332,0.5270439,1.1967094,0.25274077,0.44188508,-0.15088485,-0.2524599,-0.31210706,-0.32303825,0.43139726,-0.7733042,-0.6157588,-0.5664786,-0.70943373,0.85784763,0.037988525,0.3221781,0.42126414,-0.17026281,0.53927606,-0.12968642,-0.05490762,0.01057,-0.054081198,0.44090483,0.26043713,-0.43031222,0.12665133,0.03336754,-0.47067302,0.6050388,0.6047371,-0.041214474,-0.6307201,-0.17958671,0.08773409,-0.12429755,0.4574063
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3248,0.48830792,-0.11458631,0.7085017,-0.11542362,-0.31953406,0.6368116,0.082280025,0.46932194,-1.0618824,-0.018937651,-0.44338748,-0.102299534,0.27111778,-0.20534381,-0.4643762,-0.58356005,-0.55815375,0.19908786,-0.78070086,0.045199867,-0.3186038,-1.093856,0.443236,-0.8977797,0.6757675,0.17794555,-0.28485247,0.065883726,0.19900833,0.21158145,0.019938488,0.34702772,-0.68742126,0.2885382,0.27813455,0.10004565,-0.5096658,0.47282183,-1.3301672,-0.044869844,-0.19208546,-0.7293984,-0.05899167,0.2229437,-0.30581817,0.45223343,0.2113362,0.30665362,0.41114652,-0.05600203,0.5040586,-0.22564776,-0.30324495,-0.36585167,-0.44404566,-0.21076457,0.84961075,-0.27047652,0.69238937,-0.5550201,0.35341486,0.48354486,-0.2670295,0.5824508
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:492,0.1636557,-0.40780577,0.18901367,-0.0737481,-0.5105782,0.101942755,-0.32535288,0.2023041,-0.20047295,0.32869768,-0.5807844,0.23621604,-0.37107447,0.0867321,0.14578348,0.40043667,0.011391093,-0.027710745,-0.3900694,-0.5002388,0.1383225,-0.15677698,-0.5166344,-0.06685972,0.32717428,-0.2976069,-0.14910331,0.03463449,-0.22001493,0.28377268,-0.24951985,0.2977681,0.42849475,-0.39019966,-0.37271103,-0.089352906,0.25406182,-0.5377455,0.26950067,-0.02921926,0.21452437,-0.028696703,0.21339284,0.13498075,0.032554585,0.63896424,0.12690726,0.92335576,0.03496228,0.3132345,0.1940827,-0.005217941,0.30775857,0.1480793,-0.40108934,0.2422998,1.1611811,0.6758916,0.69889396,-0.3092861,0.5453797,-0.016578596,0.06416448,0.00041190398
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:68,0.17721556,-0.32325837,0.520394,0.12663187,-0.10465842,-0.19460554,-0.21668877,0.85353917,-0.7855074,1.1605632,-0.45240554,0.6567376,-0.21051002,-0.4665728,-0.004075082,0.30575922,-0.43950656,0.87632453,-0.12587237,0.08905496,-0.12314792,-0.6924065,-0.07814432,-0.7156612,-0.34072956,-0.34604713,-0.44114962,0.49566072,-0.0040910323,-0.45216995,-0.00012230735,0.10608817,0.02816211,-0.38046986,0.39489076,0.09636188,0.19933325,-0.6368624,-0.1274922,0.41641292,-0.7020987,0.41359916,0.12559406,0.21548529,-0.3529875,0.05027839,-0.4110813,-0.016951792,0.097180374,-0.40099716,-0.1422379,0.106907815,0.025895057,-0.6803592,0.035093203,-0.2624711,0.7943612,-0.25180694,0.103733756,-0.32996777,-0.47275764,-0.02924187,0.041207884,-0.5698266
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2972,0.14568253,-0.17385194,0.55204386,0.24608628,-0.6641498,-0.045104854,0.2963098,0.31689683,-0.70773834,0.6762206,-0.3561206,0.26187304,-0.50315154,-1.0859634,0.6205523,-0.3155881,0.1198596,-0.096870564,-0.08546133,0.123120025,0.11653332,0.02642407,-0.17809376,-0.5659498,0.9972161,-0.5253992,0.4038592,0.14347102,0.43045425,0.15405993,-1.0070528,0.37123194,-0.29238257,-1.0454776,0.30380782,0.2548643,-0.19108896,-0.38216582,0.052740037,-0.54338384,0.34369415,0.049304217,0.32118598,0.38076833,-0.50062484,0.12050881,-0.53302586,-0.889572,0.8858267,0.64550596,0.43371046,0.6208405,-0.37999794,-0.84431154,-0.47253522,0.12372479,0.07578979,0.13760388,0.24469577,0.12419436,-0.10173488,-0.09037675,0.2806382,0.34792906
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:644,0.0134150665,-0.02183423,-0.00014176827,-0.083741814,0.196758,0.22513106,-0.61253893,-0.12388535,-0.8446432,-0.0027037237,-0.8757866,0.063299686,0.08363627,0.09128741,0.3195388,-0.48184267,-0.40112042,0.16811134,-0.29918885,-0.013047859,0.23919746,0.19625601,-0.22426566,0.14469564,0.32410756,-0.77880484,-0.14732315,-0.17075886,-0.076743424,-0.0117324125,-0.14201412,0.36826342,0.032826368,-0.26983783,0.090761684,0.43610668,0.73270494,-0.41919985,0.008868251,0.4913045,0.09273176,0.45574716,0.00986423,-0.12380776,0.20801127,0.7217054,0.19302945,0.28266773,0.42521143,-0.08692184,0.18878393,-0.2930933,-0.11257668,-0.12093433,-0.071933575,-0.48404506,0.39106894,0.18901072,0.6942764,-0.4554956,0.47119167,0.2767064,-0.14655273,0.21605411
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:97,-0.14979684,-0.04422351,1.256988,-0.19573504,-0.0189005,-0.37733883,0.06546046,-0.14255878,-0.7327352,0.0017048718,0.030684028,0.8988471,-0.02679009,0.1090375,-0.4155783,-0.12074323,-0.74156725,1.1920044,-0.01337231,0.22631599,-0.25589046,-0.91580826,-0.81300026,-0.3447871,0.20625958,0.40721565,0.26497343,-0.29145294,-0.19557175,0.37545457,-0.4497101,0.056771368,0.59023297,-0.5684552,-0.035381272,-0.58760065,-0.25931928,0.33162656,-0.123574324,0.101830274,0.3897639,0.3771569,0.68344283,0.952257,-0.42201686,1.2553976,0.24808227,-0.25539786,0.055659764,-0.9977087,0.3017113,1.0608325,-0.35158068,-0.27875674,-0.46687177,0.09755112,-0.016218862,-0.4639159,-0.23490454,-0.3534509,-0.5022269,0.08925246,0.6172746,-0.10589577
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3362,0.517108,-0.35046947,0.00805654,0.453309,0.26997197,-0.69641393,-0.014100103,-0.06290359,-0.51950365,-0.1736432,-0.35722336,-0.027050579,0.23663218,-1.1130533,0.47413757,0.35470545,-0.06144157,1.0044705,0.2586227,-0.18472858,0.35215747,-0.39723524,-0.3377936,-0.7386715,0.32647482,-0.46265006,-0.05777465,0.49660552,0.2917061,1.2258805,-0.4223835,0.41910842,-0.6770927,-0.6656949,0.4611245,-0.067368746,-0.091492295,0.9374146,-0.5966909,0.22574504,0.20285039,-0.40026036,0.16426067,0.21014327,0.17667012,0.00061852194,0.06839616,-0.25761527,0.4323507,-0.6260615,-0.26099575,0.08561651,0.71201307,-0.48379514,-0.72685313,-0.47025508,0.39014837,0.43331358,1.0805992,-0.17865692,-0.6929168,0.30184978,0.49994072,0.44812277
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2785,0.027855264,0.35328636,0.84786856,0.14973162,0.43571562,-0.06476094,-0.5062139,0.0017305805,-0.6276349,1.1294329,-0.2094624,0.38639513,0.13060682,-0.7066509,0.024081457,-0.82005453,-0.404314,-0.14053628,-0.13154578,-0.42390153,0.063570455,-0.19655041,-0.43247545,-0.2250639,1.0808917,-0.011534503,0.66289806,0.13365214,0.415092,0.33547065,0.86424214,0.42430413,0.29644153,0.09522924,0.5860362,0.43863097,0.41054457,-0.576028,0.1401733,0.11933572,-0.04094801,-0.869795,0.076834746,0.110408865,0.07875633,0.56904507,-0.20955904,-0.2933705,0.47461218,0.006363825,-0.35339573,0.47196236,0.47747383,-0.4802222,-0.5582113,-0.4312582,1.037986,-0.5465061,-0.33259222,-0.45219523,0.22624679,-0.898225,-0.07707844,0.4430982
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2857,0.19491805,-0.5025622,0.84124464,0.043291442,-0.20914336,-0.45479023,0.09040643,-0.4166991,0.07852216,0.26749974,-0.6574165,1.3236887,-0.7488542,0.03177483,-0.66028583,-0.48192307,-0.004381267,1.5666761,0.16533381,-0.36957195,-0.083442435,-0.32259303,-0.33202255,-0.9290619,0.3996616,-0.53531706,0.13003875,0.22495788,0.039911687,-0.14960676,-0.08457666,-0.21136889,-0.45406917,-0.10691777,0.23304409,-0.33722422,0.38558152,-0.09380504,0.13394699,-0.19436227,-0.08644377,-0.17121837,0.156695,0.18881394,0.36821848,0.7068392,-0.6173583,-0.6756971,-0.0040344032,0.48053658,0.3051818,-0.23019458,-0.29661006,0.011852302,-0.89060235,0.26588073,-0.04243999,0.47181067,-0.059798513,-0.53679943,0.23540726,0.44728538,-0.45439768,0.04448125
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2917,0.10990459,-0.23372717,0.52121353,1.0323458,-0.46842515,-0.03902729,0.16949287,0.12744194,-0.46521997,0.46843576,-0.39069608,-0.33079898,0.24883169,-0.7316022,0.40799364,-0.08894185,-0.78544784,1.2428833,-0.4653662,-0.17926262,-0.39237723,-0.33850732,-0.33957192,-0.7739768,-0.1644274,-0.16953821,0.022358397,0.68621373,0.75805944,0.41319034,0.3580361,-0.25375706,-0.33023733,0.21894892,-0.32594156,1.1090039,-0.78509045,-0.059816573,0.025207462,-0.682436,0.3475864,0.17641152,0.12885667,0.7641319,-0.28172144,0.63529015,-0.24886271,0.03170855,0.17856237,-0.16132736,0.8558476,0.16615824,-0.780634,-0.2728062,-0.20232174,0.25336683,-0.032733258,0.52002186,-0.14171632,-0.7393576,0.19001548,0.07380107,-0.092940606,0.281223
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:41,0.19841088,0.09348659,0.13627952,0.6234935,-0.6131932,0.2885119,-0.23548478,-0.321941,-0.761275,0.539395,0.47256446,0.4683819,-0.42836386,-0.5175825,-0.08251903,-0.23450677,0.20529126,0.73617464,0.2874293,0.59080476,0.16006039,-0.40492567,-0.8210649,-0.10322008,0.68123126,-0.446537,-0.48534948,-0.30061632,-0.031024689,0.7150896,0.27684742,-0.22738096,0.4251992,-0.5776498,0.009580597,0.19882315,0.29142436,-0.3838621,0.038865477,-0.06472617,0.025883328,0.17794609,-0.9158957,-0.045762714,-0.16290829,0.6619293,0.18950218,0.12296661,0.28491482,0.20835477,0.43252906,0.07184249,-0.39190644,-0.048684455,0.47510454,-0.20952414,-0.03349148,-0.41844195,0.18244278,-0.037768852,-0.070402056,0.71135795,-0.55573356,-0.026732327
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3286,-0.22213489,-0.46485183,0.17812519,0.2851941,-0.25616562,0.26943558,-0.4739529,-0.11673235,-0.39568958,-0.26461118,-0.65658575,0.21753782,0.07040137,-0.16905026,0.16921717,0.01597002,-0.09683891,-0.41202545,-0.13018496,0.5027608,-0.2963707,-0.0058552083,-0.48690373,0.094161466,0.7032433,0.13242364,-0.005874888,0.37503618,-0.24140039,-0.0041825185,-0.1420552,0.24779017,0.037970982,-0.003992384,0.27728474,0.19782886,-0.06083214,-0.4395403,-0.3754616,0.21807723,0.09272157,0.25734383,-0.11774498,0.81534046,-0.07174414,0.6240608,-0.2281421,1.0251244,0.39706594,-0.18765546,0.32565746,-0.13506614,0.117525294,0.12585941,-0.27673984,-0.24536756,0.21621813,-0.13939902,0.73988384,0.5125772,0.05021747,-0.3054364,-0.007828233,0.0055471756
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2908,-0.07869333,-0.31350014,1.6935233,-0.024629641,0.3331758,-0.025602873,-0.2960622,-0.346356,-0.34056202,0.011834578,0.4339298,0.67222065,0.118488654,-0.011433729,-0.6363454,0.17746742,-0.11089015,0.84493613,-0.21501313,0.84175605,-0.14107245,-0.4995307,-0.14663626,-0.37350848,0.45372295,0.23611079,0.37689427,-0.15157911,-0.0386561,0.947416,-0.51202136,0.3768055,0.4128095,-0.8426083,-0.06676049,-0.004228628,-0.54751474,0.173315,-0.094736874,0.47742835,0.47683322,0.09732669,0.6495655,0.8674025,-0.49946693,0.8305561,0.16735397,-0.039665613,0.24565306,-0.37168536,-0.38291198,1.0167503,-0.3152531,-0.14680699,-0.26237002,0.2091179,0.06920773,-0.14448445,-0.66030973,-0.5331391,-0.4502412,0.113084696,0.124479815,0.2880443
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:419,0.24154481,-0.1004987,0.19695611,0.4445776,-0.8963969,-0.49878633,-0.26458177,0.3180029,0.48328036,-0.015572783,-0.5185014,0.44526377,0.10011406,-0.8084191,-0.16785552,-0.3702794,0.04088099,0.69618744,-0.009020992,0.21470398,0.12920195,-0.32851517,0.37560135,-0.37021178,0.5682056,-0.34186816,-0.40075684,1.0688118,-0.055348087,-0.24252772,-0.26026002,0.14683624,0.10184682,-0.9643938,0.03773018,0.099281974,0.12483805,0.8614604,-0.18520156,-0.47583365,-0.10961118,-0.1567766,-0.5809834,0.024522549,0.6083309,0.8402534,-0.6545055,0.09201566,0.46075195,0.09940653,0.18791123,0.72402835,-0.13905603,0.363919,-0.2011465,-0.9524277,0.36137673,-0.10151162,-0.46894348,-0.5173979,-0.40621793,-0.3590982,-0.3320472,0.3264509
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3385,0.46189132,-0.60539067,0.019580947,0.67301685,0.11334578,-0.5619093,-0.042345643,-0.8905338,-0.5330578,0.22684626,0.04984461,0.10750281,-0.12788339,-0.2598036,0.64321136,0.36307693,0.17741556,-0.08763601,-0.2750969,0.5104917,0.09695989,-0.2910348,-0.3844787,-0.036738776,0.437394,-0.8120167,-0.47956023,-0.2304304,-0.23408347,-0.05168142,-0.3587816,0.19829632,0.82144195,-0.17834616,-0.908126,-0.19575395,-0.08202677,0.033732217,0.19231729,0.19896601,0.038688898,-0.30466536,0.5678378,0.23771891,-0.52157485,0.8434594,-0.742612,0.17450419,0.4251218,0.08338522,0.18806101,-0.34197313,-0.43194446,0.35071826,-0.1955746,-0.35942718,0.93478227,0.12867025,0.56931406,0.3036176,-0.03471624,-0.10464322,-0.28358042,0.3771062
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2922,0.14777511,-0.4764695,0.88490874,-0.17518915,-0.11590301,-0.51269,0.28922063,-0.21200007,0.04968707,0.49784338,-0.43926206,0.81563735,-0.3165167,-0.10005299,-0.5169768,-0.64646494,-0.17903478,1.5578204,0.19642946,0.26667312,-0.12958932,-0.047826737,-0.43775007,-0.854717,0.51295084,-0.22517401,-0.048071545,0.18429409,0.500327,-0.40978268,-0.012227603,-0.16748191,-0.12605265,0.003840642,0.49036583,-0.3600185,0.4138296,0.36994573,0.262182,-0.3525198,0.3072231,-0.32143572,0.30712953,0.07366702,0.63341784,0.8281489,0.38657168,-0.66862816,0.1979334,0.36451644,-0.29399055,-0.26919386,-0.13149299,0.31844243,-0.8617584,-0.26973966,0.431127,0.021627309,0.29550105,0.0965235,0.552258,0.47096235,-0.32550195,-0.36738965
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3251,0.17354435,-0.30690518,0.04141825,-0.034585677,-0.24247676,0.35020703,-0.53754026,-0.120493494,-0.82931185,-0.024150858,-0.63831556,0.33537835,0.36848822,0.3034287,0.3115081,0.2725091,0.2461519,0.19296385,-0.073878646,-0.08578512,0.40378678,-0.030580733,-0.76705587,0.302006,-0.075299054,-0.48105663,-0.6246261,0.04637877,-0.059743673,0.45337546,-0.29380792,-0.5831396,0.13115339,-0.41530746,-0.65749127,0.29750317,0.19316056,-0.15716708,-0.4850789,0.10638404,0.15277807,0.22475448,0.41855282,0.24155307,-0.26722005,0.62304056,-0.096303105,0.07749394,0.2696789,-0.10414802,-0.09714152,0.07280607,-0.04930022,0.13435909,-0.45852578,-0.24740879,-0.26326367,-0.09465917,0.6338243,-0.17860934,-0.06407346,-0.07755495,-0.4198364,0.13762493
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3285,0.38277426,-0.066402964,0.33443552,0.10987958,0.13023423,0.13181295,0.0808539,0.08756661,0.13849314,0.90525544,0.09330939,0.36504632,0.041580357,-0.32542026,0.274802,-0.6673964,-0.13300638,0.79122967,-0.5602317,0.40674213,-0.20866585,0.266023,-0.5502878,-0.672719,-0.94452965,-0.8158127,0.7726642,0.46094462,0.4483432,0.8368015,-0.47108865,-0.23878436,-0.19259681,-0.06535528,0.2614501,-0.342595,0.4748936,0.23271377,0.21005908,0.12771739,0.5197813,-0.94628847,-0.39169914,0.256863,0.0011315858,0.5133098,-0.69832593,0.471511,0.702113,-0.28656572,0.16698386,0.5796827,-0.2190246,-0.24443266,-0.20507307,-0.23265018,0.20005529,-0.17085195,-0.11151899,-0.076829165,0.21372972,-0.1717346,-0.06794786,-0.031291407
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:77,0.7654283,0.22517881,0.1816922,-0.44528982,-0.5448096,0.5933665,-0.53764373,-0.12345657,-0.6377724,0.1325771,-0.288705,0.28658447,-0.2056541,0.28716615,-0.7165094,-0.002793042,0.16942087,-0.30087927,-0.11734514,0.07068468,0.4891401,0.35297707,-0.42539933,-0.10898052,-0.007127813,-0.40062615,0.22291112,0.09879154,0.07344746,0.38106343,-0.49106458,0.5134795,0.24113669,-0.24070852,0.34384784,0.12139723,0.32778996,0.10492389,0.23093638,-0.15292534,0.03371708,0.020592963,0.45302895,0.44362298,0.15967192,0.8437472,-0.2822679,0.09180731,0.2603274,-0.1473691,0.80085295,0.21242039,-0.07890233,0.14844295,0.049968258,-0.24584624,0.5119769,0.23150018,0.64350975,-0.16262147,0.31819403,0.1532191,-0.12878433,-0.004817647
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:13,0.56267166,-0.044536177,-0.28113717,0.45319256,0.32136002,-0.7108254,0.675223,-0.27119294,-0.3354165,0.41136485,-1.1794772,0.47948366,0.65481,-0.99157095,-0.07393551,0.46225974,-0.09536344,0.35224682,0.5294282,-0.28045148,0.40291116,-0.63011557,-0.36644715,-0.99625957,0.3395116,-1.0251865,-0.039462853,0.4461398,0.19095944,1.1325929,-0.2418798,0.45339522,0.277463,-0.43524033,0.32983923,-0.40698373,0.08195781,-0.10868265,-0.51790214,-0.07804657,0.10148646,-0.3296557,-0.032382622,0.32047695,0.0067481105,0.021264791,-0.15689537,-0.5347559,0.095359206,-0.10440643,-0.03399885,0.3084099,0.06336012,-0.43488878,-0.19659516,-0.16844322,0.34943017,0.07440741,1.1451058,-0.35533053,-0.22373635,0.19075373,-0.024028944,0.09019409
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3419,-0.008726057,-0.22157879,0.5423189,0.4772507,-0.15946841,-0.5469523,0.3206516,-0.24050635,-0.28843424,-0.35141906,-0.8207458,0.6348922,0.90736043,-0.49780995,-0.3936641,0.24385412,-0.5520493,0.57740754,-0.29893216,-0.12531155,0.42101693,-1.0410217,-0.62479895,-0.2693058,0.9397836,-0.60871536,0.027597448,0.47195613,0.5624365,1.1794152,-0.12024047,0.25802472,-0.4074116,-0.62320983,0.24579847,-0.539347,0.2180074,0.5720869,-0.20095238,-0.59552526,0.07540531,0.14293443,-0.08583516,0.24693124,-0.12787202,-0.2872919,-0.062472817,0.06587929,0.18441088,-0.5702532,-0.3056651,0.78440803,0.057171468,-0.14769843,-0.14209108,-0.31696382,0.5369518,0.08488923,0.79899883,0.27046946,-0.2328834,0.58458644,-0.3049427,-0.37869847
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3424,0.7024658,-0.3342231,0.54680276,-0.37076315,-0.81225395,-0.019074814,-0.31229603,0.012840213,-0.3951044,0.37879333,-0.7794745,-0.24993137,0.6185594,0.113696806,0.1546959,0.11652039,-0.557,0.90484416,-0.060421854,0.81271845,-0.24062844,0.097071484,-1.1658071,-0.19517323,0.03152119,0.4074395,0.5826666,-0.3411532,-0.22454861,-0.002381739,0.5804041,0.25480393,0.99109995,-0.2455926,0.36162648,0.4717933,0.006438817,0.19790877,0.24027587,-0.4721987,0.4580552,-0.0061299703,0.021316884,0.16183764,0.18739149,0.6452193,-0.055394255,0.16909,0.7993748,0.025917334,-0.06691419,-0.28704667,-0.18686615,-0.2937537,-0.038579725,0.10688028,-0.062965736,-0.2253677,0.80458957,0.16850902,0.16024698,0.016686674,-0.04845772,0.23764269
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2957,-0.3518263,-0.24321884,1.4861205,0.5011861,-0.32412687,-0.036079213,0.13006006,-0.30025196,-0.35330367,-0.2181115,0.107404895,0.8021966,0.5472838,0.25307447,-0.6881771,0.08160677,-0.40646857,0.62923867,-0.23270188,0.04028298,0.19147521,-0.19616862,-0.69298035,-0.11051832,0.21244067,0.2764738,-0.08886384,0.044149496,-0.03439948,0.8697235,-0.7371913,0.32633474,0.46848914,-0.91779715,-0.27267176,-0.2531959,-0.18666881,0.21735445,0.4183126,0.35504305,0.4508932,0.47201878,0.27806127,0.67911905,-0.007524505,0.66647387,0.67689073,0.16866077,0.4831303,-0.61077374,0.6145023,0.9135823,0.43401134,0.08703582,-0.49661082,0.28289473,0.23962429,-0.06813567,-0.30803466,0.003873369,-0.15972905,-0.008369292,-0.17243075,0.22896191
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3486,0.68304753,-0.4237285,0.018060768,-0.049912892,-0.49697918,-0.17222671,-0.25623634,-0.6622185,-0.3237151,0.14555654,-0.9043353,0.5447114,-0.025993088,0.17359553,0.14525701,-0.37082246,-0.21014129,0.33726868,0.011300574,-0.2840164,0.057083298,-0.24076347,-0.93341094,0.2945336,0.19663037,-0.12645064,-0.57997245,-0.6322752,-0.20545296,0.37803558,0.07963902,0.1117519,0.019286811,0.3183326,0.2548658,0.3321723,-0.03783418,-0.0110490145,-0.4205439,0.43595958,0.54622936,0.17517008,0.18234594,0.7163384,-0.04072094,1.0360568,-0.48119587,0.3406165,0.6326008,0.32870567,0.5084161,-0.15623572,0.46257514,-0.058895595,-0.39989758,0.011191513,0.21777466,-0.17444223,0.04275416,0.34181702,-0.13768277,-0.16948816,0.23745422,-0.22547694
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:699,0.22860336,-0.22475189,0.5586825,-0.20813712,-0.36623245,0.4253467,-0.20976055,-0.7067048,-0.42109343,0.11545304,-0.48625425,0.25009286,-0.14380072,-0.3559154,0.11846367,0.38652688,-0.20421621,-0.06327607,0.1451971,0.17847311,0.077790074,0.733865,-0.4826208,-0.19291522,0.079641744,-0.5657614,0.12442916,0.2198908,-0.1320726,0.08832953,-0.5137502,-0.43752348,0.37142742,-0.13782462,-0.2799619,0.26578087,-0.0075984653,-0.17124698,-0.020516103,0.43187022,-0.053949613,0.05416513,-0.08068534,0.28620094,-0.34186253,0.8105248,0.2575272,0.3931949,0.3933191,0.3279746,0.77346414,0.049858797,0.34032595,0.69329655,-0.1817291,-0.23742548,0.25960836,-0.76690793,0.49048185,-0.25105745,-0.008712751,-0.0070124455,-0.110374846,0.11537288
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3346,0.06176713,-0.13053253,-0.07679076,0.30637044,-0.78491193,0.110644996,-0.09378002,0.47348672,-0.8891595,1.4956907,0.24230947,0.34005034,-0.4711159,-0.4986587,-0.30532455,-0.03640823,0.01450147,1.1099544,0.2486126,0.48089895,0.07762244,-0.47083902,-0.29553807,-0.2827355,0.53757864,-0.64768827,-0.78372127,0.4158356,0.30136073,0.22772367,0.092174895,-0.4724205,0.17946051,-0.25014597,0.7469655,-0.23193367,-0.054095283,-0.67044806,0.08230214,0.17439334,-0.5465083,-0.18126412,-0.81023985,0.64443874,-0.31006488,0.52343327,-0.22187793,-0.046231538,0.36334524,-0.42276603,-0.015479387,0.47699177,-0.19480379,-0.2116458,0.3000741,-0.018904848,0.44957206,0.04292244,0.48706043,-0.38013428,-0.45615584,0.058315918,-0.6561233,-0.7798659
