,importance
FP,1041946919305216.0
Age,444159714394112.0
Min,294547078774784.0
FTA,143812198400000.0
PTS_per_min,114496462913536.0
PTS_per_gp,105326758068224.0
log1p_3PM,101915094417408.0
OREB_per_min,89182873583616.0
TOV,88613748473856.0
log1p_PF,75165778051072.0
