,importance
FP,8920053.815611344
Age,3421734.5784294927
FTA,1432288.8690752697
Min,1119473.0382014413
log1p_PF,928414.5281583484
PTS_per_gp,886245.3425576285
OREB_per_min,877167.0596549049
TOV,463443.75221466325
log1p_3PM,356466.44745842484
PTS_per_min,337430.80585637526
