,importance
FP,7752645.181461227
Age,2947609.9481595084
FTA,1236900.0172571403
Min,899632.8731297831
log1p_PF,833960.3502357997
OREB_per_min,746566.1048810057
PTS_per_gp,565722.8324984509
TOV,524421.1064696842
log1p_3PM,279976.9569591705
PTS_per_min,159752.32984525757
