player_id,season,salary_usd,log_salary,salary_cap,salary_cap_ratio,log_salary_cap_ratio,salary_cap_equiv,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,_is_lottery,draft_is_first_round,draft_is_second_round,undrafted_flag,agent_name,agent_client_count,agent_name_all,agent_is_top,age_now,years_since_draft,team_value_usd,team_value_pct,team_big_market_flag,city,state,award_All-Defensive,award_All-NBA,award_All-Rookie,award_All-Star MVP,award_Clutch Player of the Year,award_Coach of tFTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PTS_per_min,REB_per_min,AST_per_min,STL_per_min,BLK_per_min,TOV_per_min,FGA_per_min,FGM_per_min,3PA_per_min,3PM_per_min,FTA_per_min,FTM_per_min,OREB_per_min,DREB_per_min,PF_per_min,PTS_per_gp,REB_per_gp,AST_per_gp,STL_per_gp,BLK_per_gp,TOV_per_gp,FGA_per_gp,FGM_per_gp,3PA_per_gp,3PM_per_gp,FTA_per_gp,FTM_per_gp,OREB_per_gp,DREB_per_gp,PF_per_gp,eFG%_calc,TS%_calc,AST_TO_ratio,OREB_share,DREB_share,log1p_PTS,log1p_REB,log1p_AST,log1p_STL,log1p_BLK,log1p_TOV,log1p_FGA,log1p_FGM,log1p_3PA,log1p_3PM,log1p_FTA,log1p_FTM,log1p_OREB,log1p_DREB,log1p_PF,log1p_Min,log1p_PTS_per_min,log1p_REB_per_min,log1p_AST_per_min,log1p_TOV_per_min,team_abbr,draft_year,round,round_pick,overall_pick,drafthe Year,award_Defensive Player of the Year,award_Finals MVP,award_Most Improved Player,award_Most Valuable Player,award_NBA Cup All-Tournament Team,award_NBA Cup MVP,award_NBA Eastern Conference Finals MVP,award_NBA Western Conference Finals MVP,award_Rookie of the Year,award_Sixth Man of the Year,award_Twyman-Stokes Teammate of the Year Award,award_total,injury_events,injury_unique_dates,injury_unique_categories,injury_any
54,2020,5115492.0,15.44778433591001,109140000.0,0.0468709180868609,0.0458056368827835,6589488.631995602,23,64,34,30,33.5,18.7,7.1,12.5,57.0,0.0,0.1,25.0,4.4,5.5,79.9,2.2,6.7,9.0,5.4,2.6,1.2,1.0,2.3,41.5,33,2,0.4,0.5582089552238806,0.2686567164179104,0.1611940298507462,0.035820895522388,0.0298507462686567,0.0776119402985074,0.373134328358209,0.2119402985074626,0.0029850746268656,0.0,0.1641791044776119,0.1313432835820895,0.0656716417910447,0.2,0.0686567164179104,0.2921875,0.140625,0.084375,0.01875,0.015625,0.040625,0.1953125,0.1109375,0.0015625,0.0,0.0859375,0.06875,0.034375,0.1046875,0.0359375,0.568,0.6266756032171582,2.076923076923077,0.2444444444444444,0.7444444444444445,2.9806186357439426,2.302585092994046,1.8562979903656265,0.7884573603642702,0.6931471805599453,1.2809338454620642,2.602689685444384,2.091864061678393,0.0953101798043248,0.0,1.8718021769015916,1.6863989535702288,1.1631508098056809,2.0412203288596382,1.1939224684724346,3.5409593240373143,0.4435370560575722,0.2379586370993504,0.1494488117933798,0.0747474265078144,MIA,2017.0,1.0,14.0,14.0,True,True,False,False,Alex Saratsis,18,Alex Saratsis,False,27,3.0,1950000000.0,0.6333333333333333,False,Miami,FL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True
55,2020,10865952.0,16.201144880665513,109140000.0,0.099559758108851,0.0949098797939207,13996907.273007149,28,69,32,37,32.0,18.6,6.3,13.3,47.7,2.5,6.0,41.1,3.4,3.9,87.1,0.6,2.5,3.1,1.9,1.7,1.2,0.3,2.3,27.8,0,0,1.1,0.58125,0.096875,0.059375,0.0375,0.009375,0.053125,0.415625,0.196875,0.1875,0.078125,0.121875,0.10625,0.01875,0.078125,0.071875,0.2695652173913043,0.044927536231884,0.0275362318840579,0.017391304347826,0.0043478260869565,0.0246376811594202,0.1927536231884058,0.0913043478260869,0.0869565217391304,0.036231884057971,0.0565217391304347,0.0492753623188405,0.008695652173913,0.036231884057971,0.0333333333333333,0.5676691729323308,0.6193393713372404,1.1176470588235294,0.1935483870967742,0.8064516129032258,2.975529566236472,1.410986973710262,1.0647107369924282,0.7884573603642702,0.262364264467491,0.9932517730102832,2.660259537265861,1.9878743481543453,1.9459101490553128,1.252762968495368,1.589235205116581,1.4816045409242156,0.4700036292457356,1.252762968495368,1.1939224684724346,3.49650756146648,0.4582156734936933,0.0924652276720935,0.057679111586678,0.0517619345585895,POR,2015.0,2.0,16.0,46.0,False,False,True,False,Jason Glushon,22,Jason Glushon,False,32,5.0,1850000000.0,0.6,False,Portland,OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,2020,29542010.0,17.20132390993384,109140000.0,0.2706799523547737,0.2395521527523759,38054353.14165293,26,71,38,33,33.3,18.6,7.1,14.9,47.7,2.0,5.2,38.0,2.4,3.4,71.4,1.2,3.7,4.9,2.4,1.8,0.9,1.0,2.2,32.0,3,0,0.0,0.5585585585585586,0.1471471471471471,0.072072072072072,0.027027027027027,0.03003003003003,0.054054054054054,0.4474474474474475,0.2132132132132132,0.1561561561561561,0.06006006006006,0.1021021021021021,0.072072072072072,0.036036036036036,0.1111111111111111,0.066066066066066,0.2619718309859155,0.0690140845070422,0.0338028169014084,0.0126760563380281,0.0140845070422535,0.0253521126760563,0.2098591549295774,0.0999999999999999,0.0732394366197183,0.028169014084507,0.0478873239436619,0.0338028169014084,0.0169014084507042,0.052112676056338,0.0309859154929577,0.5436241610738255,0.5672115150036594,1.3333333333333333,0.2448979591836734,0.7551020408163265,2.975529566236472,1.7749523509116738,1.2237754316221157,0.6418538861723948,0.6931471805599453,1.029619417181158,2.766319109226186,2.091864061678393,1.824549292051046,1.0986122886681098,1.4816045409242156,1.2237754316221157,0.7884573603642702,1.547562508716013,1.1631508098056809,3.535145354171894,0.4437613931854448,0.1372781186261313,0.0695932917991952,0.0526437334854219,GSW,2014.0,1.0,1.0,1.0,True,True,False,False,Drew Morrison,15,Richard Clarke / Steven Heumann / Drew Morrison,False,30,6.0,4300000000.0,0.9333333333333333,True,San Francisco,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57,2020,11500000.0,16.257857680289998,109140000.0,0.1053692505039398,0.10017944250156,14813652.1898479,29,68,49,19,26.7,18.4,6.7,15.8,42.5,3.1,8.8,34.7,1.9,2.1,89.6,0.7,3.3,4.0,2.5,1.7,0.9,0.1,1.6,28.4,0,0,4.4,0.6891385767790262,0.149812734082397,0.0936329588014981,0.0337078651685393,0.0037453183520599,0.0636704119850187,0.5917602996254682,0.250936329588015,0.3295880149812734,0.1161048689138576,0.0786516853932584,0.0711610486891385,0.0262172284644194,0.1235955056179775,0.0599250936329588,0.2705882352941176,0.0588235294117647,0.0367647058823529,0.013235294117647,0.0014705882352941,0.0249999999999999,0.2323529411764706,0.0985294117647058,0.1294117647058823,0.0455882352941176,0.0308823529411764,0.0279411764705882,0.0102941176470588,0.0485294117647058,0.0235294117647058,0.5221518987341772,0.5501076297536474,1.4705882352941178,0.175,0.825,2.9652730660692823,1.6094379124341005,1.252762968495368,0.6418538861723948,0.0953101798043248,0.9932517730102832,2.8213788864092133,2.0412203288596382,2.2823823856765264,1.410986973710262,1.1314021114911006,1.0647107369924282,0.5306282510621704,1.4586150226995167,0.9555114450274363,3.3214324131932926,0.5242186811024289,0.1395990891869476,0.0895051438680322,0.0617255797609565,UTA,2014.0,2.0,16.0,46.0,False,False,True,False,Brandon Cavanaugh,2,Brandon Cavanaugh / Rich Paul,False,33,6.0,1800000000.0,0.5666666666666667,False,Salt Lake City,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58,2020,16869276.0,16.6410045964609,109140000.0,0.1545654755360088,0.143724061531262,21730051.074656405,32,27,10,17,29.2,17.8,5.9,13.6,43.3,2.6,7.8,32.9,3.5,4.2,82.5,0.3,1.9,2.1,2.6,1.9,0.5,0.5,1.6,25.4,0,0,-2.5,0.6095890410958904,0.071917808219178,0.0890410958904109,0.0171232876712328,0.0171232876712328,0.0650684931506849,0.4657534246575342,0.2020547945205479,0.2671232876712329,0.0890410958904109,0.1438356164383561,0.1198630136986301,0.0102739726027397,0.0650684931506849,0.0547945205479452,0.6592592592592593,0.0777777777777777,0.0962962962962963,0.0185185185185185,0.0185185185185185,0.0703703703703703,0.5037037037037037,0.2185185185185185,0.2888888888888888,0.0962962962962963,0.1555555555555555,0.1296296296296296,0.0111111111111111,0.0703703703703703,0.0592592592592592,0.5294117647058824,0.576126359399275,1.368421052631579,0.1428571428571428,0.9047619047619048,2.933856869835904,1.1314021114911006,1.2809338454620642,0.4054651081081644,0.4054651081081644,1.0647107369924282,2.681021528714291,1.9315214116032136,2.174751721484161,1.2809338454620642,1.6486586255873816,1.5040773967762742,0.262364264467491,1.0647107369924282,0.9555114450274363,3.407841924380824,0.4759788924358225,0.0694493882718714,0.0852975805118951,0.0630391099109523,HOU,2008.0,1.0,7.0,7.0,True,True,False,False,Todd Ramasar,14,Todd Ramasar,False,36,12.0,2475000000.0,0.7666666666666667,True,Houston,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59,2020,26231111.0,17.082456745149557,109140000.0,0.2403436961700568,0.2153885155419282,33789439.557155944,31,59,41,18,32.3,17.7,7.0,13.9,50.3,1.9,4.8,39.2,1.8,2.3,78.7,1.2,3.3,4.5,6.1,2.2,1.6,0.6,1.7,36.9,10,0,6.4,0.5479876160990712,0.1393188854489164,0.1888544891640867,0.0495356037151702,0.0185758513931888,0.0681114551083591,0.4303405572755418,0.21671826625387,0.1486068111455108,0.0588235294117647,0.0712074303405572,0.0557275541795665,0.0371517027863777,0.1021671826625387,0.0526315789473684,0.3,0.0762711864406779,0.1033898305084745,0.0271186440677966,0.0101694915254237,0.0372881355932203,0.235593220338983,0.1186440677966101,0.0813559322033898,0.0322033898305084,0.0389830508474576,0.0305084745762711,0.0203389830508474,0.0559322033898305,0.0288135593220339,0.5719424460431655,0.5934817596566523,2.7727272727272725,0.2666666666666666,0.7333333333333333,2.928523523860541,1.7047480922384253,1.9600947840472696,0.9555114450274363,0.4700036292457356,1.1631508098056809,2.7013612129514133,2.079441541679836,1.7578579175523736,1.0647107369924282,1.1939224684724346,1.029619417181158,0.7884573603642702,1.4586150226995167,0.9932517730102832,3.505557396986398,0.4369557751995352,0.1304306149462744,0.1729902293650703,0.0658920938087032,MIL,2009.0,1.0,17.0,17.0,False,True,False,False,Jason Glushon,22,Jason Glushon / Ryan Leff,False,35,11.0,1500000000.0,0.35,False,Milwaukee,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
60,2020,4137302.0,15.235554684240856,109140000.0,0.0379082096389957,0.0372073508132968,5329439.37672714,23,63,34,29,29.3,17.6,6.8,12.2,55.6,1.3,3.3,39.9,2.7,3.2,83.3,1.9,5.5,7.4,1.2,1.3,0.5,1.0,3.1,31.7,16,0,2.9,0.6006825938566553,0.2525597269624573,0.0409556313993174,0.0170648464163822,0.0341296928327645,0.0443686006825938,0.4163822525597269,0.2320819112627986,0.1126279863481228,0.0443686006825938,0.1092150170648464,0.0921501706484641,0.0648464163822525,0.1877133105802047,0.1058020477815699,0.2793650793650793,0.1174603174603174,0.019047619047619,0.0079365079365079,0.0158730158730158,0.0206349206349206,0.1936507936507936,0.1079365079365079,0.0523809523809523,0.0206349206349206,0.0507936507936507,0.0428571428571428,0.0301587301587301,0.0873015873015873,0.0492063492063492,0.6106557377049181,0.6466784244562024,0.923076923076923,0.2567567567567567,0.7432432432432432,2.923161580719156,2.128231705849268,0.7884573603642702,0.4054651081081644,0.6931471805599453,0.832909122935104,2.580216829592325,2.0541237336955462,1.4586150226995167,0.832909122935104,1.4350845252893227,1.308332819650179,1.0647107369924282,1.8718021769015916,1.410986973710262,3.411147712515324,0.470430159429212,0.2251892390375029,0.0401391675903443,0.0434124929353134,ATL,2017.0,1.0,19.0,19.0,False,True,False,False,Jeff Schwartz,19,Sean Kennedy / Jeff Schwartz,False,27,3.0,1500000000.0,0.35,False,Atlanta,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61,2020,8231760.0,15.923510523032768,109140000.0,0.0754238592633315,0.0727148715554824,10603689.52611325,21,72,41,31,34.9,17.6,6.5,14.7,44.1,1.7,4.3,40.1,2.9,3.8,74.6,0.9,4.8,5.8,3.0,1.9,0.7,0.3,2.6,30.1,5,0,1.9,0.5042979942693411,0.166189111747851,0.0859598853868194,0.0200573065902578,0.0085959885386819,0.0544412607449856,0.4212034383954154,0.1862464183381089,0.1232091690544412,0.0487106017191977,0.1088825214899713,0.0830945558739255,0.0257879656160458,0.1375358166189111,0.0744985673352435,0.2444444444444444,0.0805555555555555,0.0416666666666666,0.0097222222222222,0.0041666666666666,0.0263888888888888,0.2041666666666666,0.0902777777777777,0.0597222222222222,0.0236111111111111,0.0527777777777777,0.0402777777777777,0.0125,0.0666666666666666,0.0361111111111111,0.5,0.5375030539946251,1.5789473684210529,0.1551724137931034,0.8275862068965517,2.923161580719156,1.916922612182061,1.3862943611198906,0.5306282510621704,0.262364264467491,1.0647107369924282,2.7536607123542622,2.0149030205422647,1.667706820558076,0.9932517730102832,1.5686159179138452,1.3609765531356006,0.6418538861723948,1.7578579175523736,1.2809338454620642,3.580737295494233,0.4083263403891966,0.1537412632401678,0.0824642828799991,0.0530110159665037,NYK,2019.0,1.0,3.0,3.0,True,True,False,False,Unknown Agent,309,Unknown Agent,True,25,1.0,4600000000.0,1.0,True,New York,NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62,2020,6720720.0,15.72070599841066,109140000.0,0.0615788894997251,0.0597573182877685,8657252.916987356,21,54,18,36,33.1,17.4,6.7,14.9,45.1,1.9,4.9,39.5,2.1,2.4,84.8,0.4,2.0,2.4,6.1,3.0,1.2,0.1,2.0,30.4,6,0,-4.4,0.525679758308157,0.0725075528700906,0.1842900302114803,0.0362537764350453,0.0030211480362537,0.0906344410876132,0.4501510574018126,0.202416918429003,0.148036253776435,0.0574018126888217,0.0725075528700906,0.0634441087613293,0.0120845921450151,0.0604229607250755,0.0604229607250755,0.3222222222222222,0.0444444444444444,0.1129629629629629,0.0222222222222222,0.0018518518518518,0.0555555555555555,0.2759259259259259,0.124074074074074,0.0907407407407407,0.0351851851851851,0.0444444444444444,0.0388888888888888,0.0074074074074074,0.037037037037037,0.037037037037037,0.5134228187919463,0.5452494359488593,2.033333333333333,0.1666666666666666,0.8333333333333334,2.91235066461494,1.2237754316221157,1.9600947840472696,0.7884573603642702,0.0953101798043248,1.3862943611198906,2.766319109226186,2.0412203288596382,1.7749523509116738,1.0647107369924282,1.2237754316221157,1.1314021114911006,0.3364722366212129,1.0986122886681098,1.0986122886681098,3.529297384289471,0.4224400538982968,0.0699994140983528,0.1691434644133996,0.086759582955818,CLE,2019.0,1.0,5.0,5.0,True,True,False,False,Lucas Newton,5,Lucas Newton / Rich Paul,False,25,1.0,1400000000.0,0.3,False,Cleveland,OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63,2020,30500000.0,17.233237274364523,109140000.0,0.2794575774234927,0.2464362204787493,39288381.894814,35,46,15,31,34.8,17.2,5.7,13.0,43.6,2.8,7.2,39.6,3.0,3.5,87.5,0.8,4.6,5.4,7.3,2.7,1.0,0.3,3.1,35.8,9,2,-0.1,0.4942528735632184,0.1551724137931034,0.2097701149425287,0.028735632183908,0.0086206896551724,0.0775862068965517,0.3735632183908046,0.1637931034482758,0.2068965517241379,0.0804597701149425,0.1005747126436781,0.0862068965517241,0.0229885057471264,0.132183908045977,0.0890804597701149,0.3739130434782609,0.117391304347826,0.158695652173913,0.0217391304347826,0.0065217391304347,0.058695652173913,0.2826086956521739,0.1239130434782608,0.1565217391304348,0.0608695652173913,0.0760869565217391,0.0652173913043478,0.017391304347826,0.0999999999999999,0.067391304347826,0.5461538461538461,0.5914718019257221,2.7037037037037037,0.1481481481481481,0.8518518518518517,2.9014215940827497,1.8562979903656265,2.1162555148025524,0.6931471805599453,0.262364264467491,1.308332819650179,2.6390573296152584,1.9021075263969205,2.1041341542702074,1.33500106673234,1.5040773967762742,1.3862943611198906,0.5877866649021191,1.7227665977411035,1.410986973710262,3.5779478934066544,0.4016263318009987,0.1442496088445467,0.1904303539079071,0.0747235461959364,TOR,2006.0,1.0,24.0,24.0,False,True,False,False,Mark Bartelstein,51,Mark Bartelstein,False,39,14.0,2100000000.0,0.7,False,Toronto,Ontario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64,2020,11400000.0,16.249124001084017,109140000.0,0.1044529961517317,0.0993501862968121,14684837.82297966,25,67,36,31,29.8,17.2,6.4,15.4,41.9,1.9,5.6,34.4,2.4,2.9,81.5,0.8,2.1,2.9,2.3,1.8,1.2,0.4,3.5,27.1,0,0,2.3,0.5771812080536912,0.0973154362416107,0.0771812080536912,0.0402684563758389,0.0134228187919463,0.0604026845637583,0.5167785234899329,0.2147651006711409,0.1879194630872483,0.0637583892617449,0.0973154362416107,0.0805369127516778,0.0268456375838926,0.0704697986577181,0.1174496644295302,0.2567164179104477,0.0432835820895522,0.0343283582089552,0.017910447761194,0.0059701492537313,0.026865671641791,0.2298507462686567,0.0955223880597015,0.0835820895522388,0.0283582089552238,0.0432835820895522,0.035820895522388,0.0119402985074626,0.0313432835820895,0.0522388059701492,0.4772727272727273,0.5157112017270328,1.2777777777777777,0.2758620689655172,0.7241379310344828,2.9014215940827497,1.3609765531356006,1.1939224684724346,0.7884573603642702,0.3364722366212129,1.029619417181158,2.797281334830153,2.0014800002101243,1.88706964903238,1.0647107369924282,1.3609765531356006,1.2237754316221157,0.5877866649021191,1.1314021114911006,1.5040773967762742,3.427514689979529,0.4556392081986998,0.0928666843918489,0.0743476366246114,0.0586487270815076,MEM,2017.0,2.0,15.0,45.0,False,False,True,False,Mike George,13,Mike George / Shayaun Saee,False,29,3.0,1100000000.0,0.06666666666666667,False,Memphis,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65,2020,17150000.0,16.65750878988526,109140000.0,0.1571376214037016,0.1459493878999928,22091663.91790361,28,42,18,24,30.0,17.1,5.9,12.9,45.7,2.8,6.7,41.3,2.6,3.3,78.8,0.2,2.8,3.0,3.4,1.7,1.1,0.5,2.3,28.9,0,0,-0.8,0.5700000000000001,0.1,0.1133333333333333,0.0366666666666666,0.0166666666666666,0.0566666666666666,0.43,0.1966666666666666,0.2233333333333333,0.0933333333333333,0.11,0.0866666666666666,0.0066666666666666,0.0933333333333333,0.0766666666666666,0.4071428571428572,0.0714285714285714,0.0809523809523809,0.0261904761904761,0.0119047619047619,0.0404761904761904,0.3071428571428571,0.1404761904761904,0.1595238095238095,0.0666666666666666,0.0785714285714285,0.0619047619047619,0.0047619047619047,0.0666666666666666,0.0547619047619047,0.5658914728682171,0.5957357859531773,2.0,0.0666666666666666,0.9333333333333332,2.89591193827178,1.3862943611198906,1.4816045409242156,0.7419373447293773,0.4054651081081644,0.9932517730102832,2.631888840136646,1.9315214116032136,2.0412203288596382,1.33500106673234,1.4586150226995167,1.2809338454620642,0.1823215567939546,1.33500106673234,1.1939224684724346,3.4339872044851463,0.4510756193602167,0.0953101798043248,0.1073585183204993,0.0551192992210795,BOS,2012.0,1.0,20.0,20.0,False,True,False,False,Bouna Ndiaye,8,Bouna Ndiaye,False,31,8.0,3100000000.0,0.8666666666666667,True,Boston,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
66,2020,15000000.0,16.52356082573315,109140000.0,0.1374381528312259,0.1287784992274208,19322155.030236397,29,62,32,30,28.3,17.1,7.1,12.0,59.2,0.3,0.9,36.8,2.5,3.3,77.3,4.1,8.4,12.5,1.8,1.6,0.6,0.9,2.9,37.6,49,0,2.2,0.6042402826855124,0.4416961130742049,0.0636042402826855,0.0212014134275618,0.0318021201413427,0.0565371024734982,0.4240282685512367,0.2508833922261484,0.0318021201413427,0.0106007067137809,0.1166077738515901,0.0883392226148409,0.1448763250883392,0.2968197879858657,0.1024734982332155,0.2758064516129032,0.2016129032258064,0.0290322580645161,0.0096774193548387,0.014516129032258,0.0258064516129032,0.1935483870967742,0.114516129032258,0.014516129032258,0.0048387096774193,0.0532258064516129,0.0403225806451612,0.0661290322580645,0.1354838709677419,0.0467741935483871,0.6041666666666666,0.6355932203389831,1.125,0.3279999999999999,0.672,2.89591193827178,2.602689685444384,1.029619417181158,0.4700036292457356,0.6418538861723948,0.9555114450274363,2.5649493574615367,2.091864061678393,0.6418538861723948,0.262364264467491,1.4586150226995167,1.252762968495368,1.62924053973028,2.2407096892759584,1.3609765531356006,3.3775875160230218,0.4726503003981104,0.365820276760924,0.0616633671056381,0.0549966757474488,MEM,2011.0,1.0,5.0,5.0,True,True,False,False,Unknown Agent,309,Unknown Agent,True,33,9.0,1100000000.0,0.06666666666666667,False,Memphis,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,2020,17850000.0,16.69751412221233,109140000.0,0.1635514018691588,0.1514768814428561,22993364.485981308,32,72,52,20,30.8,17.0,5.6,12.8,43.9,2.5,6.4,39.0,3.2,3.7,87.9,0.6,3.3,3.9,1.9,1.8,0.6,0.1,1.6,24.8,0,0,5.8,0.551948051948052,0.1266233766233766,0.0616883116883116,0.0194805194805194,0.0032467532467532,0.0584415584415584,0.4155844155844156,0.1818181818181818,0.2077922077922078,0.0811688311688311,0.1201298701298701,0.1038961038961039,0.0194805194805194,0.1071428571428571,0.0519480519480519,0.2361111111111111,0.0541666666666666,0.0263888888888888,0.0083333333333333,0.0013888888888888,0.025,0.1777777777777777,0.0777777777777777,0.0888888888888888,0.0347222222222222,0.0513888888888888,0.0444444444444444,0.0083333333333333,0.0458333333333333,0.0222222222222222,0.5351562499999999,0.5891322428611033,1.0555555555555556,0.1538461538461538,0.8461538461538461,2.8903717578961645,1.589235205116581,1.0647107369924282,0.4700036292457356,0.0953101798043248,1.029619417181158,2.624668592163159,1.88706964903238,2.0014800002101243,1.252762968495368,1.547562508716013,1.4350845252893227,0.4700036292457356,1.4586150226995167,0.9555114450274363,3.459466289786131,0.4395109495178815,0.1192249969732847,0.0598603879236789,0.0567975983931331,UTA,2011.0,2.0,1.0,31.0,False,False,True,False,Unknown Agent,309,Unknown Agent,True,35,9.0,1800000000.0,0.5666666666666667,False,Salt Lake City,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68,2020,18975000.0,16.75863293394689,109140000.0,0.1738592633315008,0.1602968363081343,24442526.11324904,29,70,42,28,28.4,16.6,5.8,13.0,44.7,3.0,7.6,39.1,2.0,2.5,81.6,0.3,3.0,3.3,1.8,0.9,0.4,0.2,1.6,24.1,0,0,1.0,0.5845070422535212,0.1161971830985915,0.0633802816901408,0.0140845070422535,0.0070422535211267,0.0316901408450704,0.4577464788732394,0.204225352112676,0.2676056338028169,0.1056338028169014,0.0880281690140845,0.0704225352112676,0.0105633802816901,0.1056338028169014,0.056338028169014,0.2371428571428571,0.0471428571428571,0.0257142857142857,0.0057142857142857,0.0028571428571428,0.0128571428571428,0.1857142857142857,0.0828571428571428,0.1085714285714285,0.0428571428571428,0.0357142857142857,0.0285714285714285,0.0042857142857142,0.0428571428571428,0.0228571428571428,0.5615384615384615,0.5886524822695036,2.0,0.0909090909090909,0.9090909090909092,2.8678989020441064,1.4586150226995167,1.029619417181158,0.3364722366212129,0.1823215567939546,0.6418538861723948,2.6390573296152584,1.916922612182061,2.151762203259462,1.3862943611198906,1.252762968495368,1.0986122886681098,0.262364264467491,1.3862943611198906,0.9555114450274363,3.380994674344636,0.4602733446031595,0.1099275357160745,0.0614527792136635,0.0311983708558612,DAL,2013.0,1.0,24.0,24.0,False,True,False,False,Zach Kurtin,8,Zach Kurtin,False,33,7.0,2400000000.0,0.7333333333333333,False,Dallas,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,2020,1717981.0,14.356660904172266,109140000.0,0.0157410756826094,0.0156184699082489,2213006.3480667034,21,26,4,22,32.1,16.6,6.0,14.1,42.5,1.9,6.2,31.1,2.7,3.6,73.4,0.8,3.0,3.8,6.3,3.5,0.7,0.3,2.3,30.2,4,0,-8.6,0.5171339563862929,0.1183800623052959,0.1962616822429906,0.0218068535825545,0.0093457943925233,0.1090342679127725,0.4392523364485981,0.1869158878504672,0.1931464174454828,0.0591900311526479,0.1121495327102803,0.0841121495327102,0.0249221183800623,0.0934579439252336,0.0716510903426791,0.6384615384615385,0.1461538461538461,0.2423076923076923,0.0269230769230769,0.0115384615384615,0.1346153846153846,0.5423076923076923,0.2307692307692307,0.2384615384615384,0.073076923076923,0.1384615384615384,0.1038461538461538,0.0307692307692307,0.1153846153846153,0.0884615384615384,0.4929078014184397,0.5292017342514665,1.8,0.2105263157894737,0.7894736842105263,2.8678989020441064,1.5686159179138452,1.9878743481543453,0.5306282510621704,0.262364264467491,1.5040773967762742,2.714694743820879,1.9459101490553128,1.9740810260220096,1.0647107369924282,1.5260563034950492,1.308332819650179,0.5877866649021191,1.3862943611198906,1.1939224684724346,3.4995332823830174,0.4168229999525739,0.111881265358263,0.179201429457711,0.1034896077220145,HOU,2019.0,1.0,30.0,30.0,False,True,False,False,Unknown Agent,309,Unknown Agent,True,25,1.0,2475000000.0,0.7666666666666667,True,Houston,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
