Player_id,season,salary_usd,log_salary,salary_cap,salary_cap_ratio,log_salary_cap_ratio,salary_cap_equiv,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PTS_per_min,REB_per_min,AST_per_min,STL_per_min,BLK_per_min,TOV_per_min,FGA_per_min,FGM_per_min,3PA_per_min,3PM_per_min,FTA_per_min,FTM_per_min,OREB_per_min,DREB_per_min,PF_per_min,PTS_per_gp,REB_per_gp,AST_per_gp,STL_per_gp,BLK_per_gp,TOV_per_gp,FGA_per_gp,FGM_per_gp,3PA_per_gp,3PM_per_gp,FTA_per_gp,FTM_per_gp,OREB_per_gp,DREB_per_gp,PF_per_gp,eFG%_calc,TS%_calc,AST_TO_ratio,OREB_share,DREB_share,log1p_PTS,log1p_REB,log1p_AST,log1p_STL,log1p_BLK,log1p_TOV,log1p_FGA,log1p_FGM,log1p_3PA,log1p_3PM,log1p_FTA,log1p_FTM,log1p_OREB,log1p_DREB,log1p_PF,log1p_Min,log1p_PTS_per_min,log1p_REB_per_min,log1p_AST_per_min,log1p_TOV_per_min
11,2020,9897120.0,16.10775446473114,109140000.0,0.09068279274326553,0.08680391548564015,12748912.466190215,23,64,34,30,35.8,26.4,9.5,20.6,45.9,2.9,7.6,38.6,4.6,5.3,86.8,0.8,6.6,7.4,4.3,2.7,1.2,0.5,1.9,44.1,15,1,2.5,0.7374301675977654,0.20670391061452517,0.12011173184357542,0.0335195530726257,0.013966480446927375,0.07541899441340784,0.5754189944134079,0.26536312849162014,0.2122905027932961,0.08100558659217877,0.14804469273743018,0.12849162011173185,0.022346368715083803,0.18435754189944134,0.05307262569832402,0.4125,0.115625,0.0671875,0.01875,0.0078125,0.0421875,0.321875,0.1484375,0.11875,0.0453125,0.0828125,0.071875,0.0125,0.103125,0.0296875,0.5315533980582523,0.575614861329147,1.5925925925925923,0.10810810810810811,0.8918918918918918,3.3105430133940246,2.128231705849268,1.667706820558076,0.7884573603642702,0.4054651081081644,1.308332819650179,3.0726933146901194,2.3513752571634776,2.151762203259462,1.3609765531356006,1.840549633397487,1.7227665977411035,0.5877866649021191,2.028148247292285,1.0647107369924282,3.6054978451748854,0.5524071063384792,0.18789260184341003,0.11342844090586889,0.07271034788708393
12,2020,5195501.0,15.463303809223277,109140000.0,0.04760400403151915,0.04650565574369476,6692551.718783214,24,53,39,14,33.4,26.4,9.0,20.6,43.8,3.4,8.7,38.6,5.0,6.0,84.5,0.9,3.5,4.4,5.2,2.8,1.0,0.3,2.2,40.6,2,0,5.4,0.7904191616766467,0.1317365269461078,0.15568862275449102,0.029940119760479042,0.008982035928143712,0.08383233532934131,0.6167664670658684,0.2694610778443114,0.26047904191616766,0.10179640718562874,0.17964071856287425,0.14970059880239522,0.02694610778443114,0.10479041916167665,0.0658682634730539,0.4981132075471698,0.08301886792452831,0.09811320754716982,0.018867924528301886,0.005660377358490566,0.05283018867924528,0.3886792452830189,0.16981132075471697,0.1641509433962264,0.06415094339622641,0.11320754716981132,0.09433962264150944,0.016981132075471698,0.0660377358490566,0.041509433962264156,0.5194174757281552,0.567986230636833,1.8571428571428574,0.20454545454545453,0.7954545454545454,3.3105430133940246,1.6863989535702288,1.824549292051046,0.6931471805599453,0.262364264467491,1.33500106673234,3.0726933146901194,2.302585092994046,2.272125885509337,1.4816045409242156,1.9459101490553132,1.791759469228055,0.6418538861723948,1.5040773967762742,1.1631508098056809,3.5380565643793527,0.5824497609739313,0.12375320264288728,0.14469637648813047,0.08050321884907063
13,2020,29542010.0,17.20132390993384,109140000.0,0.2706799523547737,0.23955215275237593,38054353.14165293,26,72,47,25,34.6,26.4,10.2,18.0,56.6,1.3,3.3,38.8,4.8,5.5,86.8,2.8,8.0,10.8,8.3,3.1,1.3,0.7,2.7,54.7,60,16,5.3,0.7630057803468208,0.31213872832369943,0.23988439306358383,0.03757225433526012,0.020231213872832367,0.08959537572254335,0.5202312138728323,0.29479768786127164,0.0953757225433526,0.03757225433526012,0.15895953757225434,0.13872832369942195,0.08092485549132947,0.23121387283236994,0.07803468208092486,0.36666666666666664,0.15000000000000002,0.11527777777777778,0.018055555555555557,0.009722222222222222,0.043055555555555555,0.25,0.14166666666666666,0.04583333333333333,0.018055555555555557,0.0763888888888889,0.06666666666666667,0.03888888888888889,0.1111111111111111,0.037500000000000006,0.6027777777777777,0.6464250734573946,2.67741935483871,0.25925925925925924,0.7407407407407407,3.3105430133940246,2.468099531471619,2.2300144001592104,0.832909122935104,0.5306282510621704,1.410986973710262,2.9444389791664403,2.4159137783010487,1.4586150226995167,0.832909122935104,1.8718021769015913,1.7578579175523736,1.33500106673234,2.1972245773362196,1.308332819650179,3.572345637857985,0.5670201821096327,0.27165842298362375,0.21501814387029272,0.0858064123902865
14,2020,29467800.0,17.198808733673943,109140000.0,0.27,0.23901690047049992,37958760.0,24,67,48,19,33.9,25.6,9.3,19.2,48.4,1.9,5.5,34.0,5.1,5.9,86.7,0.5,3.7,4.2,4.3,3.1,0.8,0.2,2.7,37.1,1,0,4.9,0.7551622418879057,0.12389380530973453,0.12684365781710916,0.023598820058997053,0.005899705014749263,0.09144542772861358,0.5663716814159292,0.27433628318584075,0.16224188790560473,0.05604719764011799,0.17404129793510326,0.15044247787610618,0.014749262536873156,0.10914454277286137,0.07964601769911506,0.382089552238806,0.06268656716417911,0.06417910447761194,0.011940298507462687,0.0029850746268656717,0.04626865671641791,0.2865671641791045,0.13880597014925375,0.08208955223880597,0.02835820895522388,0.08805970149253732,0.07611940298507462,0.007462686567164179,0.05522388059701493,0.04029850746268657,0.5338541666666667,0.5872637181134154,1.3870967741935483,0.11904761904761904,0.8809523809523809,3.2809112157876537,1.6486586255873816,1.667706820558076,0.5877866649021191,0.18232155679395465,1.410986973710262,3.005682604407159,2.33214389523559,1.8718021769015913,1.0647107369924282,1.9315214116032138,1.8082887711792655,0.4054651081081644,1.547562508716013,1.308332819650179,3.5524868292083815,0.5625612981651796,0.11679926774625073,0.11942050122612494,0.08750289825781987
15,2020,6571800.0,15.698298477705194,109140000.0,0.06021440351841671,0.05847115514087345,8465422.561847169,22,63,36,27,33.7,25.3,7.7,17.7,43.8,2.2,6.3,34.3,7.7,8.7,88.6,0.6,3.3,3.9,9.4,4.1,0.8,0.2,1.8,43.1,28,0,4.2,0.7507418397626112,0.11572700296735904,0.27893175074183973,0.02373887240356083,0.005934718100890208,0.12166172106824924,0.5252225519287833,0.22848664688427298,0.18694362017804153,0.06528189910979229,0.258160237388724,0.22848664688427298,0.01780415430267062,0.09792284866468841,0.05341246290801187,0.4015873015873016,0.0619047619047619,0.1492063492063492,0.012698412698412698,0.0031746031746031746,0.06507936507936507,0.28095238095238095,0.12222222222222222,0.09999999999999999,0.03492063492063492,0.13809523809523808,0.12222222222222222,0.009523809523809523,0.052380952380952375,0.02857142857142857,0.49717514124293793,0.5876068376068376,2.2926829268292686,0.15384615384615385,0.8461538461538461,3.269568939183719,1.589235205116581,2.341805806147327,0.5877866649021191,0.18232155679395465,1.62924053973028,2.928523523860541,2.163323025660538,1.9878743481543455,1.1631508098056809,2.272125885509337,2.163323025660538,0.4700036292457356,1.4586150226995167,1.0296194171811581,3.5467396869528134,0.5600396065474035,0.10950621303753277,0.24602515975138606,0.11481126526722595
16,2020,8099627.0,15.907328692662114,109140000.0,0.07421318490012828,0.07158847257152706,10433483.238739235,23,58,24,34,35.1,25.2,9.1,19.1,47.7,1.8,5.5,32.2,5.2,7.2,71.9,0.6,2.9,3.5,7.2,3.0,1.5,0.5,2.9,43.1,11,0,-3.4,0.717948717948718,0.09971509971509972,0.20512820512820512,0.042735042735042736,0.014245014245014245,0.08547008547008547,0.5441595441595442,0.25925925925925924,0.15669515669515668,0.05128205128205128,0.20512820512820512,0.14814814814814814,0.017094017094017092,0.08262108262108261,0.08262108262108261,0.43448275862068964,0.0603448275862069,0.12413793103448276,0.02586206896551724,0.008620689655172414,0.05172413793103448,0.32931034482758625,0.1568965517241379,0.09482758620689655,0.03103448275862069,0.12413793103448276,0.0896551724137931,0.010344827586206896,0.049999999999999996,0.049999999999999996,0.5235602094240838,0.5658343811747799,2.4,0.17142857142857143,0.8285714285714285,3.265759410767051,1.5040773967762742,2.1041341542702074,0.9162907318741551,0.4054651081081644,1.3862943611198906,3.0007198150650303,2.312535423847214,1.8718021769015913,1.0296194171811581,2.1041341542702074,1.824549292051046,0.4700036292457356,1.3609765531356006,1.3609765531356006,3.586292865338835,0.5411309732613195,0.09505114599896505,0.18658595558041216,0.08201315166083516
17,2020,39219565.0,17.484686312888485,109140000.0,0.35935097122961335,0.3070073588018474,50520434.343228884,36,45,30,15,33.4,25.0,9.4,18.3,51.3,2.3,6.3,36.5,4.0,5.7,69.8,0.6,7.0,7.7,7.8,3.7,1.1,0.6,1.6,47.0,18,5,6.4,0.7485029940119761,0.23053892215568864,0.23353293413173654,0.03293413173652695,0.017964071856287425,0.11077844311377247,0.5479041916167665,0.281437125748503,0.18862275449101798,0.0688622754491018,0.17065868263473055,0.11976047904191617,0.017964071856287425,0.2095808383233533,0.04790419161676647,0.5555555555555556,0.1711111111111111,0.17333333333333334,0.024444444444444446,0.013333333333333332,0.08222222222222222,0.4066666666666667,0.2088888888888889,0.13999999999999999,0.05111111111111111,0.12666666666666668,0.08888888888888889,0.013333333333333332,0.15555555555555556,0.035555555555555556,0.5765027322404371,0.6007304882737409,2.108108108108108,0.07792207792207792,0.9090909090909091,3.258096538021482,2.163323025660538,2.174751721484161,0.7419373447293773,0.4700036292457356,1.547562508716013,2.9601050959108397,2.341805806147327,1.9878743481543455,1.1939224684724346,1.9021075263969205,1.6094379124341003,0.4700036292457356,2.0794415416798357,0.9555114450274363,3.5380565643793527,0.5587599898515266,0.2074522215195342,0.20988235637282598,0.10506106963073474
18,2020,34379100.0,17.352959408653295,109140000.0,0.315,0.2738366656297279,44285220.0,30,52,36,16,34.1,24.8,8.9,17.5,51.2,1.9,4.9,39.8,5.0,5.7,88.5,1.1,5.4,6.5,5.2,2.0,1.6,0.4,1.6,44.2,9,0,8.6,0.7272727272727273,0.1906158357771261,0.15249266862170088,0.0469208211143695,0.011730205278592375,0.05865102639296187,0.5131964809384164,0.26099706744868034,0.1436950146627566,0.055718475073313775,0.16715542521994134,0.14662756598240467,0.03225806451612903,0.15835777126099707,0.0469208211143695,0.47692307692307695,0.125,0.1,0.03076923076923077,0.007692307692307693,0.038461538461538464,0.33653846153846156,0.17115384615384616,0.09423076923076924,0.036538461538461534,0.10961538461538461,0.09615384615384616,0.021153846153846155,0.10384615384615385,0.03076923076923077,0.5628571428571428,0.6197520991603359,2.6,0.16923076923076924,0.8307692307692308,3.250374491927572,2.0149030205422647,1.824549292051046,0.9555114450274363,0.33647223662121295,1.0986122886681098,2.917770732084279,2.2925347571405443,1.7749523509116738,1.0647107369924282,1.9021075263969205,1.791759469228055,0.7419373447293773,1.8562979903656263,0.9555114450274363,3.55820113047182,0.5465437063680699,0.17447068231821583,0.14192713458574444,0.05699548104936413
19,2020,29467800.0,17.198808733673943,109140000.0,0.27,0.23901690047049992,37958760.0,25,50,19,31,33.8,24.8,8.5,17.5,48.6,2.4,6.3,38.7,5.3,6.2,85.9,2.7,7.9,10.6,4.5,3.2,0.8,1.1,3.7,46.8,33,0,0.2,0.7337278106508877,0.3136094674556213,0.13313609467455623,0.02366863905325444,0.03254437869822486,0.09467455621301776,0.5177514792899409,0.2514792899408284,0.1863905325443787,0.07100591715976332,0.18343195266272191,0.15680473372781065,0.07988165680473373,0.2337278106508876,0.10946745562130179,0.496,0.212,0.09,0.016,0.022000000000000002,0.064,0.35,0.17,0.126,0.048,0.124,0.106,0.054000000000000006,0.158,0.07400000000000001,0.5542857142857143,0.6130116669962428,1.40625,0.25471698113207547,0.7452830188679246,3.250374491927572,2.451005098112319,1.7047480922384253,0.5877866649021191,0.7419373447293773,1.4350845252893227,2.917770732084279,2.2512917986064953,1.9878743481543455,1.2237754316221157,1.9740810260220096,1.840549633397487,1.308332819650179,2.186051276738094,1.547562508716013,3.5496173867804286,0.5502738940939939,0.27277866694920594,0.12498909369762722,0.09045711015525136
20,2020,23735118.0,16.982466323647845,109140000.0,0.21747405167674547,0.19677826295631287,30574241.97713029,24,58,30,28,34.5,24.7,9.3,19.2,48.4,2.8,7.1,39.7,3.3,4.3,76.4,1.2,4.8,6.0,3.4,2.7,1.2,0.6,2.9,39.5,10,0,1.2,0.7159420289855072,0.17391304347826086,0.09855072463768115,0.034782608695652174,0.017391304347826087,0.0782608695652174,0.5565217391304348,0.26956521739130435,0.20579710144927535,0.08115942028985507,0.12463768115942028,0.09565217391304347,0.034782608695652174,0.1391304347826087,0.08405797101449275,0.4258620689655172,0.10344827586206896,0.05862068965517241,0.020689655172413793,0.010344827586206896,0.04655172413793104,0.3310344827586207,0.1603448275862069,0.12241379310344827,0.04827586206896552,0.07413793103448275,0.05689655172413793,0.020689655172413793,0.08275862068965517,0.049999999999999996,0.5572916666666667,0.5855300587900626,1.259259259259259,0.19999999999999998,0.7999999999999999,3.246490991901174,1.9459101490553132,1.4816045409242156,0.7884573603642702,0.4700036292457356,1.308332819650179,3.005682604407159,2.33214389523559,2.0918640616783932,1.33500106673234,1.667706820558076,1.4586150226995167,0.7884573603642702,1.7578579175523736,1.3609765531356006,3.56953269648137,0.5399622178526459,0.16034265007517937,0.09399178805106659,0.0753494372417868
