,importance
FT%,1155
FTM_per_min,858
Age,813
+/-,803
3P%,783
FGA_per_min,782
3PA_per_min,752
STL_per_gp,740
DREB_share,739
log1p_AST_per_min,737
PF_per_min,721
FG%,713
PTS_per_min,699
Min,688
DREB_per_min,684
TS%_calc,682
PTS,674
BLK_per_gp,670
TOV_per_min,662
OREB_per_min,640
TOV_per_gp,640
PTS_per_gp,627
REB_per_gp,606
FP,606
FTM_per_gp,602
3PM_per_gp,587
AST_per_gp,581
W,549
GP,537
log1p_PF,454
REB,388
FTA,385
AST,372
log1p_DREB,365
log1p_3PM,349
TOV,340
DD2,257
OREB,256
BLK,253
STL,251
