,importance
FP,0.3510645599301996
Min,0.2062560680873534
Age,0.11968454134570397
PTS_per_gp,0.07687260982659452
OREB_per_min,0.052153765680552536
PTS_per_min,0.048601995629125365
FTA,0.04097070792982404
log1p_3PM,0.03601558267135649
log1p_PF,0.035893864387410844
TOV,0.032486304511879276
