,importance
FP,0.5196003209725044
Age,0.20602384270024313
Min,0.060747067923797436
PTS_per_min,0.04654461787151885
PTS_per_gp,0.033951676883404946
FTA,0.029428887003624876
OREB_per_min,0.02907126517912124
log1p_3PM,0.028804547396466176
log1p_PF,0.02375269902183129
TOV,0.022075075047487625
