R2,MAE,RMSE,model,setting,seed,n_train,n_test,p,train_players,test_players,overlap_ratio_test,cold_start_ratio,n_cold_test,cold_test_players,emb_source
0.37914234901569566,0.6921352498082975,0.9153863863174919,RandomForest,GNN_V1 | emb only,0,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.37895712967402195,0.6916867882768069,0.9155229189190356,RandomForest,GNN_V1 | emb only,1,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.37939138543257545,0.6911418857429164,0.9152027794874608,RandomForest,GNN_V1 | emb only,2,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.37943283461704513,0.6910423317546921,0.915172216712988,RandomForest,GNN_V1 | emb only,3,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.3792250357228083,0.691956158935708,0.9153254280558007,RandomForest,GNN_V1 | emb only,4,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.2968059649655619,0.7564175874438259,0.9741952767667449,Ridge,GNN_V1 | emb only,0,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.2968059649655619,0.7564175874438259,0.9741952767667449,Ridge,GNN_V1 | emb only,1,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.2968059649655619,0.7564175874438259,0.9741952767667449,Ridge,GNN_V1 | emb only,2,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.2968059649655619,0.7564175874438259,0.9741952767667449,Ridge,GNN_V1 | emb only,3,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.2968059649655619,0.7564175874438259,0.9741952767667449,Ridge,GNN_V1 | emb only,4,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.4783567057948501,0.7295385340535803,0.9444093080273724,RandomForest,GNN_V1 | emb only | cold_start_2024,0,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.48470180095458315,0.729197927058905,0.9464338366372097,RandomForest,GNN_V1 | emb only | cold_start_2024,1,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.48020790697096016,0.7279008078219883,0.9450004186347604,RandomForest,GNN_V1 | emb only | cold_start_2024,2,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.4751696263963572,0.7256306169252373,0.9433907678477657,RandomForest,GNN_V1 | emb only | cold_start_2024,3,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.4803461576822923,0.7289992747183176,0.9450445488981581,RandomForest,GNN_V1 | emb only | cold_start_2024,4,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.3983199054737536,0.6926713368632872,0.9184888974816812,Ridge,GNN_V1 | emb only | cold_start_2024,0,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.3983199054737536,0.6926713368632872,0.9184888974816812,Ridge,GNN_V1 | emb only | cold_start_2024,1,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.3983199054737536,0.6926713368632872,0.9184888974816812,Ridge,GNN_V1 | emb only | cold_start_2024,2,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.3983199054737536,0.6926713368632872,0.9184888974816812,Ridge,GNN_V1 | emb only | cold_start_2024,3,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.3983199054737536,0.6926713368632872,0.9184888974816812,Ridge,GNN_V1 | emb only | cold_start_2024,4,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5909544158394024,0.5808453113580743,0.7430093601725807,RandomForest,Node2Vec | L0' + emb,0,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.585081311073321,0.585259786263633,0.7483244394701631,RandomForest,Node2Vec | L0' + emb,1,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5864623488567033,0.5880782633307582,0.7470780196938092,RandomForest,Node2Vec | L0' + emb,2,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5892040962283349,0.5848061381479103,0.7445973440654042,RandomForest,Node2Vec | L0' + emb,3,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5891206258709669,0.5848249796872166,0.7446729882587496,RandomForest,Node2Vec | L0' + emb,4,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5556525245924913,0.5989205636069977,0.7744079256573039,Ridge,Node2Vec | L0' + emb,0,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5556525245924913,0.5989205636069977,0.7744079256573039,Ridge,Node2Vec | L0' + emb,1,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5556525245924913,0.5989205636069977,0.7744079256573039,Ridge,Node2Vec | L0' + emb,2,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5556525245924913,0.5989205636069977,0.7744079256573039,Ridge,Node2Vec | L0' + emb,3,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5556525245924913,0.5989205636069977,0.7744079256573039,Ridge,Node2Vec | L0' + emb,4,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5882652021825816,0.585132517706509,0.7454477651706403,RandomForest,Node2Vec | L0' + emb + time,0,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5828833961303206,0.5898798138511001,0.7503038406239305,RandomForest,Node2Vec | L0' + emb + time,1,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5835618546991461,0.588303611262828,0.7496933911335614,RandomForest,Node2Vec | L0' + emb + time,2,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5850267270723932,0.5881243798945148,0.7483736601966577,RandomForest,Node2Vec | L0' + emb + time,3,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.587686976865722,0.5850417864380233,0.7459710213364984,RandomForest,Node2Vec | L0' + emb + time,4,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5563411418565505,0.5971714201154878,0.7738076325727394,Ridge,Node2Vec | L0' + emb + time,0,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5563411418565505,0.5971714201154878,0.7738076325727394,Ridge,Node2Vec | L0' + emb + time,1,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5563411418565505,0.5971714201154878,0.7738076325727394,Ridge,Node2Vec | L0' + emb + time,2,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5563411418565505,0.5971714201154878,0.7738076325727394,Ridge,Node2Vec | L0' + emb + time,3,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5563411418565505,0.5971714201154878,0.7738076325727394,Ridge,Node2Vec | L0' + emb + time,4,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.14464292248449362,0.5340570207850528,0.7183636817421198,RandomForest,Node2Vec | L0' + emb + time | cold_start_2024,0,1659,64,139,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1261335699530658,0.5395646854350186,0.726094536692542,RandomForest,Node2Vec | L0' + emb + time | cold_start_2024,1,1659,64,139,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1433710383613278,0.5363550053100312,0.7188975733690524,RandomForest,Node2Vec | L0' + emb + time | cold_start_2024,2,1659,64,139,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1218777587342148,0.5365017847021458,0.7278604633878424,RandomForest,Node2Vec | L0' + emb + time | cold_start_2024,3,1659,64,139,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.13126941663165181,0.5419742702787034,0.7239577081199821,RandomForest,Node2Vec | L0' + emb + time | cold_start_2024,4,1659,64,139,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1864171577860374,0.5196553465911955,0.700602256171237,Ridge,Node2Vec | L0' + emb + time | cold_start_2024,0,1659,64,139,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1864171577860374,0.5196553465911955,0.700602256171237,Ridge,Node2Vec | L0' + emb + time | cold_start_2024,1,1659,64,139,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1864171577860374,0.5196553465911955,0.700602256171237,Ridge,Node2Vec | L0' + emb + time | cold_start_2024,2,1659,64,139,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1864171577860374,0.5196553465911955,0.700602256171237,Ridge,Node2Vec | L0' + emb + time | cold_start_2024,3,1659,64,139,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1864171577860374,0.5196553465911955,0.700602256171237,Ridge,Node2Vec | L0' + emb + time | cold_start_2024,4,1659,64,139,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.17306649214356262,0.5238926036526853,0.7063272085238544,RandomForest,Node2Vec | L0' + emb | cold_start_2024,0,1659,64,137,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.15071150203173567,0.5289455663660602,0.7158108256574408,RandomForest,Node2Vec | L0' + emb | cold_start_2024,1,1659,64,137,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1630265643569373,0.5298277750928211,0.7106020861969746,RandomForest,Node2Vec | L0' + emb | cold_start_2024,2,1659,64,137,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1393778692200075,0.5377442355345445,0.720571192926782,RandomForest,Node2Vec | L0' + emb | cold_start_2024,3,1659,64,137,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.150117222320439,0.5355058745196998,0.7160612219963239,RandomForest,Node2Vec | L0' + emb | cold_start_2024,4,1659,64,137,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1822338271382029,0.517456805245514,0.7024011467608824,Ridge,Node2Vec | L0' + emb | cold_start_2024,0,1659,64,137,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1822338271382029,0.517456805245514,0.7024011467608824,Ridge,Node2Vec | L0' + emb | cold_start_2024,1,1659,64,137,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1822338271382029,0.517456805245514,0.7024011467608824,Ridge,Node2Vec | L0' + emb | cold_start_2024,2,1659,64,137,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1822338271382029,0.517456805245514,0.7024011467608824,Ridge,Node2Vec | L0' + emb | cold_start_2024,3,1659,64,137,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.1822338271382029,0.517456805245514,0.7024011467608824,Ridge,Node2Vec | L0' + emb | cold_start_2024,4,1659,64,137,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.4032133996373837,0.6995832474606543,0.8974659126035637,RandomForest,Node2Vec | emb only,0,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.40363440529488803,0.698756127091676,0.8971492961724921,RandomForest,Node2Vec | emb only,1,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.4016103247969789,0.7003888408975318,0.898670480672678,RandomForest,Node2Vec | emb only,2,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.4048206913971655,0.698816001734273,0.8962565505642445,RandomForest,Node2Vec | emb only,3,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.4027422932970468,0.7004431798989694,0.8978200747729576,RandomForest,Node2Vec | emb only,4,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.07503421564988522,0.9224661321009008,1.1173037709934526,Ridge,Node2Vec | emb only,0,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.07503421564988522,0.9224661321009008,1.1173037709934526,Ridge,Node2Vec | emb only,1,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.07503421564988522,0.9224661321009008,1.1173037709934526,Ridge,Node2Vec | emb only,2,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.07503421564988522,0.9224661321009008,1.1173037709934526,Ridge,Node2Vec | emb only,3,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.07503421564988522,0.9224661321009008,1.1173037709934526,Ridge,Node2Vec | emb only,4,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
-0.5239479632897208,0.7260234685744903,0.9588611216760845,RandomForest,Node2Vec | emb only | cold_start_2024,0,1659,64,64,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
-0.5364705505901042,0.7298159561305162,0.9627926391462198,RandomForest,Node2Vec | emb only | cold_start_2024,1,1659,64,64,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
-0.5523626823188108,0.734338296057547,0.9677590426981391,RandomForest,Node2Vec | emb only | cold_start_2024,2,1659,64,64,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
-0.51742593644534,0.730075442315589,0.956807106880918,RandomForest,Node2Vec | emb only | cold_start_2024,3,1659,64,64,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
-0.5571451822395599,0.7375129169715964,0.9692486264049306,RandomForest,Node2Vec | emb only | cold_start_2024,4,1659,64,64,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
-1.1003481996086166,0.865633235313048,1.1256834742791837,Ridge,Node2Vec | emb only | cold_start_2024,0,1659,64,64,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
-1.1003481996086166,0.865633235313048,1.1256834742791837,Ridge,Node2Vec | emb only | cold_start_2024,1,1659,64,64,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
-1.1003481996086166,0.865633235313048,1.1256834742791837,Ridge,Node2Vec | emb only | cold_start_2024,2,1659,64,64,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
-1.1003481996086166,0.865633235313048,1.1256834742791837,Ridge,Node2Vec | emb only | cold_start_2024,3,1659,64,64,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
-1.1003481996086166,0.865633235313048,1.1256834742791837,Ridge,Node2Vec | emb only | cold_start_2024,4,1659,64,64,604,64,0.0,0.15130023640661938,64,64,node2vec_L1A_player_embeddings.csv
0.5833952158769906,0.5921533534134387,0.7498433720251011,RandomForest,RotatE | L0' + emb,0,1659,423,329,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5879130486001165,0.5874406566926984,0.745766484884503,RandomForest,RotatE | L0' + emb,1,1659,423,329,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.584598801964473,0.5889439487631992,0.748759426439846,RandomForest,RotatE | L0' + emb,2,1659,423,329,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5863428770326851,0.5908219597554838,0.7471859280401376,RandomForest,RotatE | L0' + emb,3,1659,423,329,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5872050862497307,0.5887191823607981,0.7464068206463476,RandomForest,RotatE | L0' + emb,4,1659,423,329,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5230310586537891,0.6235468755587926,0.8023308302197529,Ridge,RotatE | L0' + emb,0,1659,423,329,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5230310586537891,0.6235468755587926,0.8023308302197529,Ridge,RotatE | L0' + emb,1,1659,423,329,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5230310586537891,0.6235468755587926,0.8023308302197529,Ridge,RotatE | L0' + emb,2,1659,423,329,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5230310586537891,0.6235468755587926,0.8023308302197529,Ridge,RotatE | L0' + emb,3,1659,423,329,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5230310586537891,0.6235468755587926,0.8023308302197529,Ridge,RotatE | L0' + emb,4,1659,423,329,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5857371788414754,0.5897394951596537,0.7477327621116031,RandomForest,RotatE | L0' + emb + time,0,1659,423,331,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5841191446852927,0.5924267488009944,0.7491915921330803,RandomForest,RotatE | L0' + emb + time,1,1659,423,331,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5884298792318967,0.5883281051301091,0.7452986759801598,RandomForest,RotatE | L0' + emb + time,2,1659,423,331,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.589665653270059,0.5872668994795799,0.7441789237089498,RandomForest,RotatE | L0' + emb + time,3,1659,423,331,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5863410425421736,0.5897838484539668,0.747187584851902,RandomForest,RotatE | L0' + emb + time,4,1659,423,331,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5246951656223053,0.6207097544050559,0.8009299728299999,Ridge,RotatE | L0' + emb + time,0,1659,423,331,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5246951656223053,0.6207097544050559,0.8009299728299999,Ridge,RotatE | L0' + emb + time,1,1659,423,331,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5246951656223053,0.6207097544050559,0.8009299728299999,Ridge,RotatE | L0' + emb + time,2,1659,423,331,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5246951656223053,0.6207097544050559,0.8009299728299999,Ridge,RotatE | L0' + emb + time,3,1659,423,331,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.5246951656223053,0.6207097544050559,0.8009299728299999,Ridge,RotatE | L0' + emb + time,4,1659,423,331,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.10665430138865462,0.5417702594540372,0.7341425844117319,RandomForest,RotatE | L0' + emb + time | cold_start_2024,0,1659,64,331,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.11251172051998093,0.5399549753242983,0.7317318419625713,RandomForest,RotatE | L0' + emb + time | cold_start_2024,1,1659,64,331,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.10387336525614388,0.5448049661831826,0.7352843693113265,RandomForest,RotatE | L0' + emb + time | cold_start_2024,2,1659,64,331,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.10786496625350084,0.5475509301078966,0.7336449596038451,RandomForest,RotatE | L0' + emb + time | cold_start_2024,3,1659,64,331,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.123728458829509,0.5365091650808145,0.7270930520501674,RandomForest,RotatE | L0' + emb + time | cold_start_2024,4,1659,64,331,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.07471578805827206,0.6055308395137843,0.8052253808213845,Ridge,RotatE | L0' + emb + time | cold_start_2024,0,1659,64,331,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.07471578805827206,0.6055308395137843,0.8052253808213845,Ridge,RotatE | L0' + emb + time | cold_start_2024,1,1659,64,331,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.07471578805827206,0.6055308395137843,0.8052253808213845,Ridge,RotatE | L0' + emb + time | cold_start_2024,2,1659,64,331,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.07471578805827206,0.6055308395137843,0.8052253808213845,Ridge,RotatE | L0' + emb + time | cold_start_2024,3,1659,64,331,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.07471578805827206,0.6055308395137843,0.8052253808213845,Ridge,RotatE | L0' + emb + time | cold_start_2024,4,1659,64,331,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.12013641447575418,0.5405624507431372,0.7285817911543045,RandomForest,RotatE | L0' + emb | cold_start_2024,0,1659,64,329,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.10132126247406792,0.5440947395076452,0.7363306428301958,RandomForest,RotatE | L0' + emb | cold_start_2024,1,1659,64,329,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.1009715030711088,0.5431313350510337,0.7364739162281811,RandomForest,RotatE | L0' + emb | cold_start_2024,2,1659,64,329,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.1042112635969209,0.5474102245135203,0.7351457310967172,RandomForest,RotatE | L0' + emb | cold_start_2024,3,1659,64,329,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.09525161422654571,0.5499554908710749,0.7388130355151616,RandomForest,RotatE | L0' + emb | cold_start_2024,4,1659,64,329,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.0890883531816693,0.6077808199625245,0.8105917846362957,Ridge,RotatE | L0' + emb | cold_start_2024,0,1659,64,329,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.0890883531816693,0.6077808199625245,0.8105917846362957,Ridge,RotatE | L0' + emb | cold_start_2024,1,1659,64,329,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.0890883531816693,0.6077808199625245,0.8105917846362957,Ridge,RotatE | L0' + emb | cold_start_2024,2,1659,64,329,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.0890883531816693,0.6077808199625245,0.8105917846362957,Ridge,RotatE | L0' + emb | cold_start_2024,3,1659,64,329,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.0890883531816693,0.6077808199625245,0.8105917846362957,Ridge,RotatE | L0' + emb | cold_start_2024,4,1659,64,329,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.36651246690932493,0.721590124771339,0.9246501976158676,RandomForest,RotatE | emb only,0,1659,423,256,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.365327878992726,0.7223890299341406,0.9255143171290887,RandomForest,RotatE | emb only,1,1659,423,256,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.36596097024815955,0.7229244110844142,0.9250525974526094,RandomForest,RotatE | emb only,2,1659,423,256,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.36637528849102174,0.7229890595231342,0.9247503062833352,RandomForest,RotatE | emb only,3,1659,423,256,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.37003233091730614,0.7217892941738149,0.9220777898340501,RandomForest,RotatE | emb only,4,1659,423,256,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.08243780231683517,0.9248014022145389,1.1128232405984684,Ridge,RotatE | emb only,0,1659,423,256,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.08243780231683517,0.9248014022145389,1.1128232405984684,Ridge,RotatE | emb only,1,1659,423,256,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.08243780231683517,0.9248014022145389,1.1128232405984684,Ridge,RotatE | emb only,2,1659,423,256,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.08243780231683517,0.9248014022145389,1.1128232405984684,Ridge,RotatE | emb only,3,1659,423,256,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
0.08243780231683517,0.9248014022145389,1.1128232405984684,Ridge,RotatE | emb only,4,1659,423,256,604,423,0.8486997635933806,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.8830484394530542,0.8383579741895288,1.0658630011023316,RandomForest,RotatE | emb only | cold_start_2024,0,1659,64,256,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.8791002129638938,0.83917718932213,1.064745006298532,RandomForest,RotatE | emb only | cold_start_2024,1,1659,64,256,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.8791069510351761,0.8337295043730539,1.0647469152763684,RandomForest,RotatE | emb only | cold_start_2024,2,1659,64,256,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.8872916248144704,0.8412567518265701,1.0670632116926955,RandomForest,RotatE | emb only | cold_start_2024,3,1659,64,256,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-0.8399807733738556,0.8289319040047003,1.053603691214288,RandomForest,RotatE | emb only | cold_start_2024,4,1659,64,256,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
-1.3557583161431803,0.9676787111632493,1.192164011641926,Ridge,RotatE | emb only | cold_start_2024,0,1659,64,256,604,64,0.0,0.15130023640661938,64,64,rotate_L1B_cpu_player_embeddings.csv
