R2,MAE,RMSE,model,setting,seed,n_train,n_test,p,train_players,test_players,overlap_ratio_test,cold_start_ratio,n_cold_test,cold_test_players,emb_source
-0.25917857424894253,0.6709224199413112,0.8715941439228809,RandomForest,GNN_V0 | L0' + emb | cold_start_2024,2,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.2531812188279807,0.667449363624891,0.8695160038237295,RandomForest,GNN_V0 | L0' + emb | cold_start_2024,3,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.2555439924755092,0.6699918246186746,0.8703353194965768,RandomForest,GNN_V0 | L0' + emb | cold_start_2024,4,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.4627820573598864,0.7328492118851231,0.9394214089210268,Ridge,GNN_V0 | L0' + emb | cold_start_2024,0,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.4627820573598864,0.7328492118851231,0.9394214089210268,Ridge,GNN_V0 | L0' + emb | cold_start_2024,1,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.4627820573598864,0.7328492118851231,0.9394214089210268,Ridge,GNN_V0 | L0' + emb | cold_start_2024,2,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.4627820573598864,0.7328492118851231,0.9394214089210268,Ridge,GNN_V0 | L0' + emb | cold_start_2024,3,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.4627820573598864,0.7328492118851231,0.9394214089210268,Ridge,GNN_V0 | L0' + emb | cold_start_2024,4,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.4175028080282317,0.6582857502505172,0.8866563906638576,RandomForest,GNN_V0 | emb only,0,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.41604919313863853,0.6586952712199741,0.8877620216171682,RandomForest,GNN_V0 | emb only,1,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.4176370360629297,0.6572890073386994,0.8865542262212879,RandomForest,GNN_V0 | emb only,2,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.4164155013189226,0.658641558245855,0.8874835345418095,RandomForest,GNN_V0 | emb only,3,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.41914222454387284,0.656570285846069,0.8854077809130402,RandomForest,GNN_V0 | emb only,4,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.40414087541137356,0.6741455898248726,0.8967682582443907,Ridge,GNN_V0 | emb only,0,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.40414087541137356,0.6741455898248726,0.8967682582443907,Ridge,GNN_V0 | emb only,1,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.40414087541137356,0.6741455898248726,0.8967682582443907,Ridge,GNN_V0 | emb only,2,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.40414087541137356,0.6741455898248726,0.8967682582443907,Ridge,GNN_V0 | emb only,3,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.40414087541137356,0.6741455898248726,0.8967682582443907,Ridge,GNN_V0 | emb only,4,1659,423,64,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.4367787190611021,0.7131622067446703,0.9310340928907964,RandomForest,GNN_V0 | emb only | cold_start_2024,0,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.4535007629574821,0.7167414016039471,0.9364363705232491,RandomForest,GNN_V0 | emb only | cold_start_2024,1,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.4399259048793218,0.7128380810494596,0.9320532249369687,RandomForest,GNN_V0 | emb only | cold_start_2024,2,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.43643721427846693,0.7141591863609733,0.930923438589299,RandomForest,GNN_V0 | emb only | cold_start_2024,3,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.4250585245753049,0.7092535528684045,0.9272289680800334,RandomForest,GNN_V0 | emb only | cold_start_2024,4,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.401338317577409,0.709844578007574,0.9194796877485545,Ridge,GNN_V0 | emb only | cold_start_2024,0,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.401338317577409,0.709844578007574,0.9194796877485545,Ridge,GNN_V0 | emb only | cold_start_2024,1,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.401338317577409,0.709844578007574,0.9194796877485545,Ridge,GNN_V0 | emb only | cold_start_2024,2,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.401338317577409,0.709844578007574,0.9194796877485545,Ridge,GNN_V0 | emb only | cold_start_2024,3,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
-0.401338317577409,0.709844578007574,0.9194796877485545,Ridge,GNN_V0 | emb only | cold_start_2024,4,1659,64,64,604,64,0.0,0.15130023640661938,64,64,gnn_v0_sage_player_embeddings.csv
0.5046801777167391,0.6117173102116108,0.8176195829827683,RandomForest,GNN_V1 | L0' + emb,0,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5033233258162692,0.6129530086498779,0.8187386881794391,RandomForest,GNN_V1 | L0' + emb,1,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5061238183278731,0.610982504634652,0.816427211824714,RandomForest,GNN_V1 | L0' + emb,2,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5072094517779568,0.6088341873418046,0.8155293872829337,RandomForest,GNN_V1 | L0' + emb,3,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5077294894107746,0.6093281418577655,0.8150989631184378,RandomForest,GNN_V1 | L0' + emb,4,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5078718311392315,0.6175223348612999,0.8149811102498677,Ridge,GNN_V1 | L0' + emb,0,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5078718311392315,0.6175223348612999,0.8149811102498677,Ridge,GNN_V1 | L0' + emb,1,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5078718311392315,0.6175223348612999,0.8149811102498677,Ridge,GNN_V1 | L0' + emb,2,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5078718311392315,0.6175223348612999,0.8149811102498677,Ridge,GNN_V1 | L0' + emb,3,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5078718311392315,0.6175223348612999,0.8149811102498677,Ridge,GNN_V1 | L0' + emb,4,1659,423,137,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5006110435390227,0.615137702297136,0.8209711536169025,RandomForest,GNN_V1 | L0' + emb + time,0,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5034265061296332,0.6127779575049309,0.8186536407968695,RandomForest,GNN_V1 | L0' + emb + time,1,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5035171720298375,0.6120814695978016,0.818578901248209,RandomForest,GNN_V1 | L0' + emb + time,2,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5042528261274599,0.6126845812344712,0.8179722194802992,RandomForest,GNN_V1 | L0' + emb + time,3,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5037461048265918,0.6124805536545535,0.818390152358454,RandomForest,GNN_V1 | L0' + emb + time,4,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5059856751813481,0.618951202591709,0.8165413861284037,Ridge,GNN_V1 | L0' + emb + time,0,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5059856751813481,0.618951202591709,0.8165413861284037,Ridge,GNN_V1 | L0' + emb + time,1,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5059856751813481,0.618951202591709,0.8165413861284037,Ridge,GNN_V1 | L0' + emb + time,2,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5059856751813481,0.618951202591709,0.8165413861284037,Ridge,GNN_V1 | L0' + emb + time,3,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
0.5059856751813481,0.618951202591709,0.8165413861284037,Ridge,GNN_V1 | L0' + emb + time,4,1659,423,139,604,423,0.8486997635933806,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.2744878973278695,0.6599518386895541,0.8768766364490833,RandomForest,GNN_V1 | L0' + emb + time | cold_start_2024,0,1659,64,139,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.2614201835739236,0.6535558529371405,0.8723696116917651,RandomForest,GNN_V1 | L0' + emb + time | cold_start_2024,1,1659,64,139,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.2622569053084338,0.6554945874131625,0.8726588926230414,RandomForest,GNN_V1 | L0' + emb + time | cold_start_2024,2,1659,64,139,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.24949331889270354,0.6523822074606324,0.8682356420418154,RandomForest,GNN_V1 | L0' + emb + time | cold_start_2024,3,1659,64,139,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.25998870490891335,0.6512728116522394,0.8718744820800223,RandomForest,GNN_V1 | L0' + emb + time | cold_start_2024,4,1659,64,139,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.5650320576692738,0.7388461276547937,0.9717001280792981,Ridge,GNN_V1 | L0' + emb + time | cold_start_2024,0,1659,64,139,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.5650320576692738,0.7388461276547937,0.9717001280792981,Ridge,GNN_V1 | L0' + emb + time | cold_start_2024,1,1659,64,139,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.5650320576692738,0.7388461276547937,0.9717001280792981,Ridge,GNN_V1 | L0' + emb + time | cold_start_2024,2,1659,64,139,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.5650320576692738,0.7388461276547937,0.9717001280792981,Ridge,GNN_V1 | L0' + emb + time | cold_start_2024,3,1659,64,139,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.5650320576692738,0.7388461276547937,0.9717001280792981,Ridge,GNN_V1 | L0' + emb + time | cold_start_2024,4,1659,64,139,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.24844315000227724,0.6535653954163723,0.8678706998237157,RandomForest,GNN_V1 | L0' + emb | cold_start_2024,0,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.2615628903839997,0.6562091205459412,0.8724189566940405,RandomForest,GNN_V1 | L0' + emb | cold_start_2024,1,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.2633832384003305,0.6570555917445342,0.8730481499195395,RandomForest,GNN_V1 | L0' + emb | cold_start_2024,2,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.24513491985610547,0.6506633258990253,0.8667200584958166,RandomForest,GNN_V1 | L0' + emb | cold_start_2024,3,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.25640053626629644,0.6531153365130311,0.8706321443064735,RandomForest,GNN_V1 | L0' + emb | cold_start_2024,4,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.579461705094686,0.7414863367338298,0.9761694036866653,Ridge,GNN_V1 | L0' + emb | cold_start_2024,0,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.579461705094686,0.7414863367338298,0.9761694036866653,Ridge,GNN_V1 | L0' + emb | cold_start_2024,1,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.579461705094686,0.7414863367338298,0.9761694036866653,Ridge,GNN_V1 | L0' + emb | cold_start_2024,2,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.579461705094686,0.7414863367338298,0.9761694036866653,Ridge,GNN_V1 | L0' + emb | cold_start_2024,3,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
-0.579461705094686,0.7414863367338298,0.9761694036866653,Ridge,GNN_V1 | L0' + emb | cold_start_2024,4,1659,64,137,604,64,0.0,0.15130023640661938,64,64,gnn_v1_sage_player_embeddings.csv
