,importance
Age,742
FT%,666
+/-,625
DREB_per_min,582
PF_per_min,578
TOV_per_min,565
3PA_per_min,561
FGA_per_min,556
3P%,552
FP,548
AST_per_gp,543
TOV_per_gp,539
PTS_per_min,538
BLK_per_gp,529
PTS_per_gp,527
log1p_AST_per_min,519
FTM_per_min,514
STL_per_gp,506
Min,505
DREB_share,503
TS%_calc,502
REB_per_gp,483
PTS,455
3PM_per_gp,452
OREB_per_min,447
FTM_per_gp,415
FG%,390
W,373
AST,370
GP,354
REB,326
log1p_DREB,318
log1p_3PM,314
TOV,305
log1p_PF,298
FTA,275
STL,225
DD2,206
BLK,148
OREB,146
