,importance
log1p_AST_per_min,920
PTS_per_gp,727
AST_per_gp,723
FT%,710
Min,685
DREB_share,652
FTM_per_min,618
+/-,572
TOV_per_min,567
PF_per_min,563
OREB_per_min,557
DREB_per_min,552
STL_per_gp,549
TS%_calc,522
Age,503
TOV_per_gp,501
3P%,491
3PA_per_min,468
FGA_per_min,458
BLK_per_gp,446
FTM_per_gp,441
GP,440
FP,427
FG%,425
PTS_per_min,413
3PM_per_gp,412
REB_per_gp,396
W,376
AST,365
PTS,364
log1p_PF,312
log1p_DREB,297
REB,283
log1p_3PM,251
TOV,234
FTA,197
DD2,178
BLK,147
STL,138
OREB,120
