,importance
Age,716
FT%,685
+/-,671
3PA_per_min,595
PF_per_min,593
FGA_per_min,591
TOV_per_min,590
PTS_per_min,562
AST_per_gp,551
FTM_per_min,539
DREB_per_min,537
Min,535
log1p_AST_per_min,515
FP,513
TS%_calc,510
BLK_per_gp,506
DREB_share,502
3P%,493
TOV_per_gp,480
STL_per_gp,479
PTS_per_gp,479
REB_per_gp,450
PTS,441
OREB_per_min,431
W,419
3PM_per_gp,416
AST,412
FTM_per_gp,398
GP,363
TOV,362
FG%,353
log1p_DREB,342
FTA,326
log1p_PF,323
REB,296
log1p_3PM,296
DD2,250
STL,203
BLK,145
OREB,132
